ReactionID,EC,RegID,Metabolite,Mode,KI,Mechanism,Chebi
"PGLUCISOM-RXN","5.3.1.9","REG0-10744","PHOSPHO-ENOL-PYRUVATE","-","NaN","COMPETITIVE",58702
"PHOSACETYLTRANS-RXN","2.3.1.8","REG0-10865","PHOSPHO-ENOL-PYRUVATE","+","NaN","NaN",58702
"PHOSACETYLTRANS-RXN","2.3.1.8","REG0-10867","PHOSPHO-ENOL-PYRUVATE","-","NaN","NaN",58702
"RXN0-5260","1.1.5.3","REG0-11444","PHOSPHO-ENOL-PYRUVATE","-","NaN","COMPETITIVE",58702
"2.5.1.19-RXN","2.5.1.19","REG0-11786","PHOSPHO-ENOL-PYRUVATE","+","NaN","NaN",58702
"ISOCIT-CLEAV-RXN","4.1.3.1","REG0-12381","PHOSPHO-ENOL-PYRUVATE","-","NaN","UNCOMPETITIVE",58702
"F16BDEPHOS-RXN","3.1.3.11","REG0-6847","PHOSPHO-ENOL-PYRUVATE","+","NaN","NaN",58702
"F16ALDOLASE-RXN","4.1.2.13","REG0-6859","PHOSPHO-ENOL-PYRUVATE","+","NaN","NaN",58702
"GSADENYLATION-RXN","2.7.7.42","REG0-6902","PHOSPHO-ENOL-PYRUVATE","-","NaN","NaN",58702
"METHGLYSYN-RXN","4.2.3.3","REG0-6940","PHOSPHO-ENOL-PYRUVATE","-","NaN","NaN",58702
"PEPCARBOXYKIN-RXN","4.1.1.49","REG0-7199","PHOSPHO-ENOL-PYRUVATE","-","NaN","NaN",58702
"6PFRUCTPHOS-RXN","2.7.1.11","REG0-7473","PHOSPHO-ENOL-PYRUVATE","-","NaN","ALLOSTERIC",58702
"DEPHOSICITDEHASE-RXN","3.1.3","REG0-7602","PHOSPHO-ENOL-PYRUVATE","+","NaN","NaN",58702
"PHOSICITDEHASE-RXN","2.7.11.5","REG0-7695","PHOSPHO-ENOL-PYRUVATE","-","NaN","NaN",58702
"PEPSYNTH-RXN","2.7.9.2","REG0-8397","PHOSPHO-ENOL-PYRUVATE","-","NaN","NaN",58702
"F16BDEPHOS-RXN","3.1.3.11","REG0-8813","PHOSPHO-ENOL-PYRUVATE","-","NaN","NaN",58702
"F16BDEPHOS-RXN","3.1.3.11","REG0-8814","PHOSPHO-ENOL-PYRUVATE","+","NaN","NaN",58702
"THI-P-SYN-RXN","2.5.1.3","REG0-9101","PHOSPHO-ENOL-PYRUVATE","-","NaN","NaN",58702
"GSPSYN-RXN","6.3.1.9","REG0-9901","PHOSPHONATE","-","NaN","NaN",16215
"GLUTDECARBOX-RXN","4.1.1.15","REG0-7149","PHTHALATE","-","NaN","COMPETITIVE",17563
"GLUTDECARBOX-RXN","4.1.1.15","REG0-8566","PHTHALATE","-","NaN","COMPETITIVE",17563
"QUINOPRIBOTRANS-RXN","2.4.2.19","REG0-9549","PHTHALATE","-","NaN","COMPETITIVE",17563
"PPGPPSYN-RXN","3.1.7.2","REG0-7297","PICOLINATE","-","NaN","NaN",38184
"ACETATE--COA-LIGASE-RXN","6.2.1.1","REG0-11563","PPI","-","NaN","NaN",29888
"ARGININE--TRNA-LIGASE-RXN","6.1.1.19","REG0-11998","PPI","-","100","NONCOMPETITIVE",29888
"ADENYLATECYC-RXN","4.6.1.1","REG0-6677","PPI","-","NaN","NONCOMPETITIVE",29888
"GSADENYLATION-RXN","2.7.7.42","REG0-6897","PPI","-","NaN","NaN",29888
"METHGLYSYN-RXN","4.2.3.3","REG0-6937","PPI","-","NaN","COMPETITIVE",29888
"THI-P-KIN-RXN","2.7.4.16","REG0-7006","PPI","-","NaN","NaN",29888
"ADENPRIBOSYLTRAN-RXN","2.4.2.7","REG0-7229","PPI","-","NaN","COMPETITIVE",29888
"POLYPHOSPHATE-KINASE-RXN","2.7.4.1","REG0-7281","PPI","-","NaN","COMPETITIVE",29888
"POLYPHOSPHATE-KINASE-RXN","2.7.4.1","REG0-7290","PPI","+","NaN","NaN",29888
"RXN0-384","3.6.1.19","REG0-7304","PPI","-","NaN","COMPETITIVE",29888
"GTP-CYCLOHYDRO-II-RXN","3.5.4.25","REG0-7384","PPI","-","NaN","COMPETITIVE",29888
"ASPARTASE-RXN","4.3.1.1","REG0-7457","PPI","-","NaN","OTHER",29888
"GSDEADENYLATION-RXN","2.7.7.89","REG0-7724","PPI","-","NaN","NaN",29888
"RXN0-6274","2.5.1.75","REG0-7840","PPI","-","NaN","NaN",29888
"RXN-11496","1.2.5.1","REG0-7983","PPI","-","NaN","COMPETITIVE",29888
"GMP-SYN-GLUT-RXN","6.3.5.2","REG0-8365","PPI","-","NaN","COMPETITIVE",29888
"H2NEOPTERINP3PYROPHOSPHOHYDRO-RXN","3.6.1.67","REG0-8467","PPI","-","NaN","NaN",29888
"NUCLEOSIDE-DIP-KIN-RXN","2.7.4.6","REG0-8483","PPI","-","NaN","NaN",29888
"KDGALDOL-RXN","4.1.2.20","REG0-8700","PPI","-","NaN","NaN",29888
"DTDPGLUCOSEPP-RXN","2.7.7.24","REG0-8724","PPI","-","NaN","NaN",29888
"GLUTAMIN-RXN","3.5.1.38","REG0-8756","PPI","+","NaN","NaN",29888
"GALACTARDEHYDRA-RXN","4.2.1.42","REG0-8766","PPI","-","NaN","NaN",29888
"GLUC1PADENYLTRANS-RXN","2.7.7.27","REG0-8912","PPI","-","NaN","NaN",29888
"THI-P-SYN-RXN","2.5.1.3","REG0-9108","PPI","-","NaN","NaN",29888
"QUINOPRIBOTRANS-RXN","2.4.2.19","REG0-9550","PPI","-","NaN","NONCOMPETITIVE",29888
"S-ADENMETSYN-RXN","2.5.1.6","REG0-9977","PPI","-","NaN","NONCOMPETITIVE",29888
"CHORISMATEMUT-RXN","5.4.99.5","REG0-10598","PREPHENATE","-","NaN","NaN",29934
"CHORISMATEMUT-RXN","5.4.99.5","REG0-7953","PREPHENATE","-","NaN","COMPETITIVE",29934
"GLUTKIN-RXN","2.7.2.11","REG0-8155","PRO","-","NaN","ALLOSTERIC",60039
"PYRROLINECARBREDUCT-RXN","1.5.1.2","REG0-8842","PRO","-","15000","COMPETITIVE",60039
"LACTALDREDUCT-RXN","1.1.1.77","REG0-9190","PROPANE-1-2-DIOL","-","NaN","NaN",29002
"ASPARTASE-RXN","4.3.1.1","REG0-7460","PROPANOL","-","NaN","OTHER",28831
"BETAGALACTOSID-RXN","3.2.1.108","REG0-8195","PROPANOL","-","NaN","NaN",28831
"ACETATE--COA-LIGASE-RXN","6.2.1.1","REG0-8845","PROPIONATE","-","NaN","COMPETITIVE",17272
"CITSYN-RXN","2.3.3.16","REG0-6742","PROPIONYL-COA","-","NaN","NaN",57392
"RXN0-1461","1.3.3.3","REG0-10409","PROTOPORPHYRIN_IX","-","NaN","NaN",57306
"DIHYDROFOLATEREDUCT-RXN","1.5.1.3","REG0-10620","PUTRESCINE","-","NaN","NaN",326268
"LYSDECARBOX-RXN","4.1.1.18","REG0-6934","PUTRESCINE","-","NaN","NaN",326268
"ORNDECARBOX-RXN","4.1.1.17","REG0-8768","PUTRESCINE","-","NaN","COMPETITIVE",326268
"ARGDECARBOX-RXN","4.1.1.19","REG0-9969","PUTRESCINE","-","NaN","COMPETITIVE",326268
"ALCOHOL-DEHYDROG-RXN","1.1.1.1","REG0-7135","PYRAZOLE","-","0.2    ","NONCOMPETITIVE",17241
"PYRIDOXKIN-RXN","2.7.1.35","REG0-12350","PYRIDOXAL","-","NaN","NaN",17310
"GLUC1PADENYLTRANS-RXN","2.7.7.27","REG0-11201","PYRIDOXAL_PHOSPHATE","+","NaN","NaN",597326
"PMPOXI-RXN","1.4.3.5","REG0-6975","PYRIDOXAL_PHOSPHATE","-","NaN","COMPETITIVE",597326
"PYRIDOXKIN-RXN","2.7.1.35","REG0-6981","PYRIDOXAL_PHOSPHATE","-","NaN","NaN",597326
"OHMETHYLBILANESYN-RXN","2.5.1.61","REG0-7237","PYRIDOXAL_PHOSPHATE","-","NaN","NaN",597326
"PYROXALTRANSAM-RXN","2.6.1.31","REG0-7449","PYRIDOXAL_PHOSPHATE","-","NaN","NaN",597326
"2.5.1.19-RXN","2.5.1.19","REG0-7853","PYRIDOXAL_PHOSPHATE","-","NaN","NaN",597326
"L-GLN-FRUCT-6-P-AMINOTRANS-RXN","2.6.1.16","REG0-8407","PYRIDOXAL_PHOSPHATE","-","NaN","COMPETITIVE",597326
"L-GLN-FRUCT-6-P-AMINOTRANS-RXN","2.6.1.16","REG0-8409","PYRIDOXAL_PHOSPHATE","-","NaN","NaN",597326
"PNPOXI-RXN","1.4.3.5","REG0-8519","PYRIDOXAL_PHOSPHATE","-","NaN","COMPETITIVE",597326
"ERYTH4PDEHYDROG-RXN","1.2.1.72","REG0-8824","PYRIDOXAL_PHOSPHATE","-","NaN","NaN",597326
"PYROXALTRANSAM-RXN","2.6.1.31","REG0-7448","PYRIDOXAMINE-5P","-","NaN","NaN",58451
"OHMETPYRKIN-RXN","2.7.1.49","REG0-11807","PYRIDOXINE","-","2.7    ","COMPETITIVE",16709
"OHMETPYRKIN-RXN","2.7.1.49","REG0-8928","PYRIDOXINE","-","NaN","COMPETITIVE",16709
"PNPOXI-RXN","1.4.3.5","REG0-8521","PYRIDOXINE-5P","-","NaN","NaN",58589
"RXN-15313","4.1.3.3","REG-14666","PYRUVATE","-","NaN","COMPETITIVE",15361
"PHOSACETYLTRANS-RXN","2.3.1.8","REG0-10864","PYRUVATE","+","NaN","NaN",15361
"PHOSACETYLTRANS-RXN","2.3.1.8","REG0-10866","PYRUVATE","-","NaN","NaN",15361
"2.5.1.19-RXN","2.5.1.19","REG0-11787","PYRUVATE","-","NaN","NaN",15361
"1.97.1.4-A-RXN","1.97.1.4","REG0-12132","PYRUVATE","+","NaN","NaN",15361
"MALSYN-RXN","2.3.3.9","REG0-12383","PYRUVATE","-","650","COMPETITIVE",15361
"PYRUVDEH-RXN","1.2.1","REG0-6996","PYRUVATE","-","NaN","NaN",15361
"DLACTDEHYDROGNAD-RXN","1.1.1.28","REG0-7196","PYRUVATE","+","NaN","ALLOSTERIC",15361
"ACNEULY-RXN","4.1.3.3","REG0-7541","PYRUVATE","-","NaN","COMPETITIVE",15361
"DEPHOSICITDEHASE-RXN","3.1.3","REG0-7600","PYRUVATE","+","NaN","NaN",15361
"PHOSICITDEHASE-RXN","2.7.11.5","REG0-7693","PYRUVATE","-","NaN","NaN",15361
"RXN0-7008","1.5.5.2","REG0-8057","PYRUVATE","-","NaN","COMPETITIVE",15361
"PHOSACETYLTRANS-RXN","2.3.1.8","REG0-8218","PYRUVATE","+","NaN","NaN",15361
"RXN0-279","3.13.1","REG0-8228","PYRUVATE","+","NaN","NaN",15361
"3-CH3-2-OXOBUTANOATE-OH-CH3-XFER-RXN","2.1.2.11","REG0-8339","PYRUVATE","-","NaN","NaN",15361
"RXN-13990","4.1.3.42","REG0-8859","PYRUVATE","-","NaN","COMPETITIVE",15361
"MALSYN-RXN","2.3.3.9","REG0-9094","PYRUVATE","-","NaN","NaN",15361
"GLYCDEH-RXN","1.1.1.6","REG0-6884","RB+","+","NaN","NaN",49847
"THI-P-KIN-RXN","2.7.4.16","REG0-7010","RB+","+","NaN","ALLOSTERIC",49847
"DIHYDROFOLATEREDUCT-RXN","1.5.1.3","REG0-7046","RB+","-","NaN","NaN",49847
"IMP-DEHYDROG-RXN","1.1.1.205","REG0-7392","RB+","+","NaN","NaN",49847
"ARABISOM-RXN","5.3.1.4","REG0-7991","RIBITOL","-","NaN","COMPETITIVE",15963
"DARABISOM-RXN","5.3.1.3","REG0-9158","RIBITOL","-","NaN","NaN",15963
"D-PPENTOMUT-RXN","5.4.2.7","REG0-11734","RIBOSE-15-BISPHOSPHATE","+","NaN","NaN",68688
"THYM-PHOSPH-RXN","2.4.2.2","REG0-7766","RIBOSE-1P","-","NaN","COMPETITIVE",57720
"URPHOS-RXN","2.4.2.2","REG0-8540","RIBOSE-1P","-","NaN","COMPETITIVE",57720
"RXN-9952","1.1.1.44","REG0-7504","RIBULOSE-5P","-","NaN","NaN",58121
"DIHYDRODIPICSYN-RXN","4.3.3.7","REG0-7877","S-2-AMINOETHYL-L-CYSTEINE","-","NaN","NaN",497734
"ASPARTATEKIN-RXN","2.7.2.4","REG0-8969","S-2-AMINOETHYL-L-CYSTEINE","-","NaN","NaN",497734
"SAMDECARB-RXN","4.1.1.50","REG0-9840","S-ADENOSYLMETHIONINAMINE","-","NaN","COMPETITIVE",57443
"HOMSUCTRAN-RXN","2.3.1.46","REG0-7266","S-ADENOSYLMETHIONINE","-","NaN","ALLOSTERIC",59789
"S-ADENMETSYN-RXN","2.5.1.6","REG0-8461","S-ADENOSYLMETHIONINE","-","NaN","COMPETITIVE",59789
"RXN0-6734","4.7.1.1","REG0-11316","S2O4","+","NaN","NaN",42160
"GLYOCARBOLIG-RXN","4.1.1.47","REG0-7741","S2O4","-","NaN","NaN",42160
"AMINEPHEN-RXN","1.4.3.21","REG0-11296","SEMICARBAZIDE","-","NaN","NaN",28306
"AMINEOXID-RXN","1.4.3.21","REG0-6713","SEMICARBAZIDE","-","NaN","NaN",28306
"RXN-16701","1.1.1","REG-15074","SER","-","NaN","ALLOSTERIC",33384
"SERINE-O-ACETTRAN-RXN","2.3.1.30","REG0-8044","SER","-","NaN","NaN",33384
"PGLYCDEHYDROG-RXN","1.1.1.95","REG0-8371","SER","-","NaN","ALLOSTERIC",33384
"RXN0-5114","3.1.3.3","REG0-8395","SER","-","NaN","NaN",33384
"GLUTAMINESYN-RXN","6.3.1.2","REG0-8906","SER","-","NaN","NaN",33384
"KETOGLUTREDUCT-RXN","1.1.1","REG0-8923","SER","-","NaN","ALLOSTERIC",33384
"2.8.1.6-RXN","2.8.1.6","REG0-10862","SINEFUNGIN","-","NaN","NaN",45453
"RXN0-1342","2.4.99.17","REG0-10879","SINEFUNGIN","-","NaN","COMPETITIVE",45453
"RXN-12458","2.1.1.228","REG0-11692","SINEFUNGIN","-","0.62    ","COMPETITIVE",45453
"2.1.1.72-RXN","2.1.1.72","REG0-12282","SINEFUNGIN","-","2","COMPETITIVE",45453
"2.1.1.79-RXN","2.1.1.79","REG0-7658","SINEFUNGIN","-","NaN","NaN",45453
"THIOSULFATE-SULFURTRANSFERASE-RXN","2.8.1.1","REG0-11334","SO3","-","NaN","NaN",17359
"RXN-13854","1.7.1.15","REG0-8126","SO3","-","NaN","NaN",17359
"TRANS-RXN-156","2.7.1.197","REG0-11976","SORBITOL","-","NaN","NaN",17924
"MANNONDEHYDRAT-RXN","4.2.1.8","REG0-7553","SORBITOL","-","NaN","COMPETITIVE",17924
"LYSDECARBOX-RXN","4.1.1.18","REG0-6933","SPERMIDINE","-","NaN","NaN",57834
"DIHYDROFOLATEREDUCT-RXN","1.5.1.3","REG0-7040","SPERMIDINE","-","NaN","NaN",57834
"SAMDECARB-RXN","4.1.1.50","REG0-7175","SPERMIDINE","-","NaN","NaN",57834
"RXN-1381","2.3.1.15","REG0-7219","SPERMIDINE","+","NaN","NaN",57834
"ARGDECARBOX-RXN","4.1.1.19","REG0-7626","SPERMIDINE","-","NaN","NaN",57834
"SPERMIDINESYN-RXN","2.5.1.16","REG0-7777","SPERMIDINE","-","NaN","NaN",57834
"ARGDECARBOX-RXN","4.1.1.19","REG0-7794","SPERMIDINE","-","NaN","COMPETITIVE",57834
"ORNDECARBOX-RXN","4.1.1.17","REG0-8769","SPERMIDINE","-","NaN","COMPETITIVE",57834
"DIHYDROFOLATEREDUCT-RXN","1.5.1.3","REG0-7041","SPERMINE","-","NaN","NaN",45725
"3-DEHYDROQUINATE-DEHYDRATASE-RXN","4.2.1.10","REG0-11781","SUC","-","NaN","COMPETITIVE",30031
"GLUTDECARBOX-RXN","4.1.1.15","REG0-7156","SUC","-","NaN","COMPETITIVE",30031
"ASPCARBTRANS-RXN","2.1.3.2","REG0-7799","SUC","-","NaN","COMPETITIVE",30031
"ISOCIT-CLEAV-RXN","4.1.3.1","REG0-8286","SUC","-","NaN","UNCOMPETITIVE",30031
"GLUTDECARBOX-RXN","4.1.1.15","REG0-8573","SUC","-","NaN","COMPETITIVE",30031
"PEPDEPHOS-RXN","2.7.1.40","REG0-8165","SUC-COA","-","NaN","NaN",57292
"DIHYDRODIPICSYN-RXN","4.3.3.7","REG0-11675","SUCC-S-ALD","-","300","COMPETITIVE",57706
"THIOSULFATE-SULFURTRANSFERASE-RXN","2.8.1.1","REG0-11333","SULFATE","-","NaN","NaN",16189
"GSADENYLATION-RXN","2.7.7.42","REG0-6898","SULFATE","-","NaN","NaN",16189
"F16BDEPHOS-RXN","3.1.3.11","REG0-8815","SULFATE","+","NaN","NaN",16189
"D-PPENTOMUT-RXN","5.4.2.7","REG0-8818","SULFATE","-","NaN","NaN",16189
"2TRANSKETO-RXN","2.2.1.1","REG0-11197","SUPER-OXIDE","-","NaN","IRREVERSIBLE",18421
"FUMHYDR-RXN","4.2.1.2","REG0-11398","SUPER-OXIDE","-","NaN","NaN",18421
"FUMHYDR-RXN","4.2.1.2","REG0-11401","SUPER-OXIDE","-","NaN","NaN",18421
"RXN0-5462","3.6.5.1","REG0-6669","TARTRATE","-","NaN","COMPETITIVE",30924
"GLUCARDEHYDRA-RXN","4.2.1.40","REG0-7222","TARTRATE","-","NaN","NaN",30924
"RXN0-703","1.1.1.130","REG0-8112","TARTRATE","-","NaN","COMPETITIVE",30924
"PHOSPHOGLUCMUT-RXN","5.4.2.2","REG0-7408","TDP","-","NaN","NONCOMPETITIVE",58369
"GLUTDECARBOX-RXN","4.1.1.15","REG0-9687","TEREPHTHALATE","-","NaN","COMPETITIVE",30043
"GLUTDECARBOX-RXN","4.1.1.15","REG0-9705","TEREPHTHALATE","-","NaN","COMPETITIVE",30043
"PREPHENATEDEHYDRAT-RXN","4.2.1.51","REG0-8037","TETRANITROMETHANE","-","NaN","NaN",82372
"HOMOCYSMETB12-RXN","2.1.1.13","REG0-10648","THF","-","NaN","OTHER",57453
"3-CH3-2-OXOBUTANOATE-OH-CH3-XFER-RXN","2.1.2.11","REG0-8344","THF","-","NaN","NaN",57453
"3.4.11.18-RXN","3.4.11.18","REG0-6837","THIABENDAZOLE","-","NaN","NaN",45979
"RXN0-5073","3.6.1","REG0-6659","THIAMINE-PYROPHOSPHATE","-","NaN","COMPETITIVE",58937
"ALKAPHOSPHA-RXN","3.1.3.1","REG0-11763","THIOGLYCOLATE","-","NaN","COMPETITIVE",30066
"ALKAPHOSPHA-RXN","3.1.3.1","REG0-7369","THIOGLYCOLATE","-","NaN","COMPETITIVE",30066
"HOMOSERKIN-RXN","2.7.1.39","REG0-7932","THR","-","NaN","COMPETITIVE",57926
"ASPARTATEKIN-RXN","2.7.2.4","REG0-8977","THR","-","167","COMPETITIVE",57926
"HOMOSERDEHYDROG-RXN","1.1.1.3","REG0-8980","THR","-","NaN","NaN",57926
"THYM-PHOSPH-RXN","2.4.2.2","REG0-11737","THYMINE","-","NaN","NONCOMPETITIVE",17821
"GUANOSINEKIN-RXN","2.7.1.73","REG0-8834","TMP","+","NaN","NaN",63528
"METHYLENETHFDEHYDROG-NADP-RXN","1.5.1.5","REG0-10625","TRIS","-","NaN","NaN",46097
"KETOACYLCOATHIOL-RXN","2.3.1.16","REG0-10626","TRIS","-","NaN","NaN",46097
"RXN-17799","2.3.1.16","REG0-12458","TRIS","-","NaN","NaN",46097
"RXN-17795","2.3.1.16","REG0-12463","TRIS","-","NaN","NaN",46097
"RXN-17791","2.3.1.16","REG0-12464","TRIS","-","NaN","NaN",46097
"RXN-17787","2.3.1.16","REG0-12469","TRIS","-","NaN","NaN",46097
"RXN-17782","2.3.1.16","REG0-12470","TRIS","-","NaN","NaN",46097
"RXN-17778","2.3.1.16","REG0-12475","TRIS","-","NaN","NaN",46097
"TRANSALDOL-RXN","2.2.1.2","REG0-7426","TRIS","-","NaN","NaN",46097
"GMP-SYN-GLUT-RXN","6.3.5.2","REG0-8368","TRIS","-","NaN","NaN",46097
"ASPARTATE-SEMIALDEHYDE-DEHYDROGENASE-RXN","1.2.1.11","REG0-9623","TRIS","-","NaN","NaN",46097
"DAHPSYN-RXN","2.5.1.54","REG0-8528","TRP","-","NaN","NaN",57912
"ANTHRANSYN-RXN","4.1.3.27","REG0-8690","TRP","-","NaN","COMPETITIVE",57912
"ANTHRANSYN-RXN","4.1.3.27","REG0-8691","TRP","-","NaN","NONCOMPETITIVE",57912
"GLUTAMINESYN-RXN","6.3.1.2","REG0-8903","TRP","-","NaN","NaN",57912
"RXN0-3741","3.1.3.89","REG0-11834","TTP","-","NaN","NaN",37568
"DTMPKI-RXN","2.7.4.12","REG0-6783","TTP","-","NaN","NaN",37568
"THYKI-RXN","2.7.1.145","REG0-7484","TTP","-","NaN","COMPETITIVE",37568
"DCTP-DEAM-RXN","3.5.4.13","REG0-8417","TTP","-","NaN","NaN",37568
"H2NEOPTERINP3PYROPHOSPHOHYDRO-RXN","3.6.1.67","REG0-8469","TTP","-","NaN","NaN",37568
"GTP-CYCLOHYDRO-I-RXN","3.5.4.16","REG0-8727","TTP","-","1.6    ","COMPETITIVE",37568
"FUMHYDR-RXN","4.2.1.2","REG0-11411","TUNGSTATE","-","2300","COMPETITIVE",46502
"ALKAPHOSPHA-RXN","3.1.3.1","REG0-7365","TUNGSTATE","-","NaN","COMPETITIVE",46502
"TYROSINE-AMINOTRANSFERASE-RXN","2.6.1.57","REG0-7015","TYR","-","NaN","NaN",58315
"BRANCHED-CHAINAMINOTRANSFERLEU-RXN","2.6.1.6","REG0-7814","TYR","-","NaN","NaN",58315
"PHEAMINOTRANS-RXN","2.6.1.57","REG0-8171","TYR","-","NaN","NaN",58315
"DAHPSYN-RXN","2.5.1.54","REG0-8484","TYR","-","NaN","COMPETITIVE",58315
"CHORISMATEMUT-RXN","5.4.99.5","REG0-9438","TYR","-","NaN","NaN",58315
"PREPHENATEDEHYDROG-RXN","1.3.1.12","REG0-9439","TYR","-","NaN","COMPETITIVE",58315
"UDP-NACMURALGLDAPLIG-RXN","6.3.2.13","REG0-8667","UDP","-","NaN","NaN",58223
"UDP-NACMURALA-GLU-LIG-RXN","6.3.2.9","REG0-8318","UDP-AA-GLUTAMATE","-","NaN","NaN",83900
"UDP-NACMURALGLDAPLIG-RXN","6.3.2.13","REG0-8672","UDP-AAGM-DIAMINOHEPTANEDIOATE","-","NaN","NaN",83905
"UDPGLCNACEPIM-RXN","5.1.3.14","REG0-11735","UDP-N-ACETYL-D-GLUCOSAMINE","+","NaN","NaN",57705
"UDP-NACMURALGLDAPLIG-RXN","6.3.2.13","REG0-8669","UDP-N-ACETYL-D-GLUCOSAMINE","-","NaN","NaN",57705
"UDPNACETYLGLUCOSAMENOLPYRTRANS-RXN","2.5.1.7","REG0-10852","UDP-N-ACETYLMURAMATE","-","NaN","COMPETITIVE",70757
"2.3.1.157-RXN","2.3.1.157","REG0-6870","UDP-N-ACETYLMURAMATE","-","NaN","NaN",70757
"UDP-NACMURALGLDAPLIG-RXN","6.3.2.13","REG0-8670","UDP-N-ACETYLMURAMATE","-","NaN","NaN",70757
"UDPGLUCEPIM-RXN","5.1.3.2","REG0-10413","UMP","-","NaN","COMPETITIVE",57865
"CARBPSYN-RXN","6.3.5.5","REG0-7374","UMP","-","NaN","ALLOSTERIC",57865
"GUANOSINEKIN-RXN","2.7.1.73","REG0-8833","UMP","+","NaN","NaN",57865
"URPHOS-RXN","2.4.2.2","REG0-8541","URACIL","-","NaN","COMPETITIVE",17568
"URPHOS-RXN","2.4.2.2","REG0-8547","URACIL","-","NaN","NaN",17568
"ACID-PHOSPHATASE-RXN","3.1.3.2","REG0-8012","URIDINE","-","NaN","NaN",16704
"URPHOS-RXN","2.4.2.2","REG0-8542","URIDINE","-","NaN","COMPETITIVE",16704
"GSDEADENYLATION-RXN","2.7.7.89","REG0-10410","UTP","+","NaN","NaN",46398
"CYTIDINEKIN-RXN","2.7.1","REG0-6763","UTP","-","NaN","NaN",46398
"RXN-12002","2.7.4.22","REG0-7088","UTP","-","154","COMPETITIVE",46398
"URKI-RXN","2.7.1.48","REG0-7637","UTP","-","NaN","NaN",46398
"GTP-CYCLOHYDRO-I-RXN","3.5.4.16","REG0-8728","UTP","-","2.9    ","COMPETITIVE",46398
"THI-P-SYN-RXN","2.5.1.3","REG0-9104","UTP","-","NaN","NaN",46398
"ACETOLACTSYN-RXN","2.2.1.6","REG0-12367","VAL","-","NaN","NaN",57762
"ACETOLACTSYN-RXN","2.2.1.6","REG0-7108","VAL","-","NaN","NaN",57762
"ACETOOHBUTSYN-RXN","2.2.1.6","REG0-8173","VAL","-","NaN","NaN",57762
"ACETOOHBUTSYN-RXN","2.2.1.6","REG0-8222","VAL","-","NaN","NaN",57762
"3-CH3-2-OXOBUTANOATE-OH-CH3-XFER-RXN","2.1.2.11","REG0-8337","VAL","-","NaN","NaN",57762
"ACETOOHBUTSYN-RXN","2.2.1.6","REG0-9126","VAL","-","NaN","NaN",57762
"CHORPYRLY-RXN","4.1.3.40","REG0-11547","VANILLATE","-","NaN","COMPETITIVE",16632
"PRPPAMIDOTRANS-RXN","2.4.2.14","REG0-11365","XANTHOSINE-5-PHOSPHATE","-","NaN","NaN",57464
"XANPRIBOSYLTRAN-RXN","2.4.2.22","REG0-7898","XANTHOSINE-5-PHOSPHATE","-","NaN","NaN",57464
"GTP-CYCLOHYDRO-II-RXN","3.5.4.25","REG0-7386","XTP","-","NaN","NaN",61314
"BADH-RXN","1.2.1.8","REG0-10244","ZN+2","-","NaN","NaN",29105
"IMIDPHOSDEHYD-RXN","4.2.1.19","REG0-10245","ZN+2","-","NaN","NaN",29105
"GLYCOLATEDEHYDRO-RXN","1.1.99.14","REG0-10246","ZN+2","-","NaN","NaN",29105
"S-FORMYLGLUTATHIONE-HYDROLASE-RXN","3.1.2.12","REG0-10247","ZN+2","-","NaN","NaN",29105
"S-FORMYLGLUTATHIONE-HYDROLASE-RXN","3.1.2.12","REG0-10248","ZN+2","-","NaN","NaN",29105
"7-ALPHA-HYDROXYSTEROID-DEH-RXN","1.1.1.159","REG0-10254","ZN+2","-","NaN","NaN",29105
"INOSINEKIN-RXN","2.7.1.73","REG0-10636","ZN+2","-","NaN","NaN",29105
"GUANOSINEKIN-RXN","2.7.1.73","REG0-10638","ZN+2","-","NaN","NaN",29105
"DARAB5PISOM-RXN","5.3.1.13","REG0-10708","ZN+2","-","NaN","OTHER",29105
"SAMDECARB-RXN","4.1.1.50","REG0-10717","ZN+2","-","NaN","NaN",29105
"GLYOXIII-RXN","4.2.1","REG0-11196","ZN+2","-","NaN","NaN",29105
"MALIC-NADP-RXN","1.1.1.40","REG0-11311","ZN+2","-","NaN","NaN",29105
"FUMHYDR-RXN","4.2.1.2","REG0-11460","ZN+2","-","NaN","NaN",29105
"RXN0-5462","3.6.5.1","REG0-11499","ZN+2","+","NaN","NaN",29105
"RXN0-5462","3.6.5.1","REG0-11670","ZN+2","-","NaN","NaN",29105
"PYRNUTRANSHYDROGEN-RXN","1.6.1.2","REG0-11775","ZN+2","-","NaN","NaN",29105
"RXN-15294","1.16.3.2","REG0-11927","ZN+2","-","NaN","NaN",29105
"RXN0-5359","2.7.7.65","REG0-11938","ZN+2","-","NaN","ALLOSTERIC",29105
"NADH-DEHYDROG-A-RXN","1.6.5.3","REG0-12112","ZN+2","-","NaN","MIXED",29105
"RXN0-5120","2.4.1","REG0-12145","ZN+2","-","NaN","NaN",29105
"3.4.21.102-RXN","3.4.21.102","REG0-12287","ZN+2","-","NaN","NaN",29105
"3.4.15.5-RXN","3.4.15.5","REG0-12305","ZN+2","+","NaN","NaN",29105
"RXN0-1483","1.16.3.1","REG0-12376","ZN+2","-","NaN","NaN",29105
"RXN0-7173","4.2.1","REG0-12395","ZN+2","-","NaN","NaN",29105
