,bigg.metabolite,bigg.reaction,Commentary,Compound,EC_number,KEGG_ID,KI_Value,LigandID,LigandName,Literature,Mode,Organism,Source,chebiID,SPL
977,imp,adpt,ReactionID=HYPOXANPRIBOSYLTRAN-RXN,IMP,2.4.2.8,C00130,,45239,6-Hydroxypurine nucleotides,638391,-,Escherichia coli,BRENDA,CHEBI:17202,3.0
978,imp,adss,,IMP,6.3.4.4,C00130,,232,IMP,1557,-,Escherichia coli,BRENDA,CHEBI:17202,1.0
979,imp,cbps,slight inhibition at 25°C,IMP,6.3.5.5,C00130,,232,IMP,649457,+,Escherichia coli,BRENDA,CHEBI:17202,3.0
980,imp,dgk1,ReactionID=GUANYL-KIN-RXN,,2.7.4.8,,,IMP,,,-,Escherichia coli,EcoCyc,CHEBI:58053,3.0
981,imp,gluprt,"5 mM, 86% inhibition",IMP,2.4.2.14,C00130,,232,IMP,489747,-,Escherichia coli,BRENDA,CHEBI:17202,3.0
982,imp,gmpr,,IMP,1.7.1.7,C00130,,232,IMP,394292,-,Escherichia coli,BRENDA,CHEBI:17202,1.0
983,imp,mthfd,ReactionID=METHYLENETHFDEHYDROG-NADP-RXN,,1.5.1.5,,,IMP,,,-,Escherichia coli,EcoCyc,CHEBI:58053,3.0
984,imp,prascsi,competitive with respect to 1-(5'-phosphoribosyl)-5-amino-4-carboxyimidazole,IMP,6.3.2.6,C00130,7.0,232,IMP,661204,-,Escherichia coli,BRENDA,CHEBI:17202,3.0
985,indole,alaalar,,Indole,6.3.2.4,C00463,,49126,1H-indole,727157,-,Escherichia coli,BRENDA,CHEBI:16881,5.0
986,indole,ear121x,,Indole,1.3.1.9,C00463,0.00015,472,indole,696692,-,Escherichia coli,BRENDA,CHEBI:16881,5.0
987,inost,glns,,myo-Inositol,6.3.1.2,C00137,,454,myo-inositol,667442,+,Escherichia coli,BRENDA,CHEBI:17268,3.0
988,ins,aspct,,Inosine,2.1.3.2,C00294,,167,Inosine,485837,-,Escherichia coli,BRENDA,CHEBI:17596,3.0
989,ins,ctps2,,Inosine,6.3.4.2,C00294,,167,Inosine,674909,-,Escherichia coli,BRENDA,CHEBI:17596,3.0
990,itp,3ntd2pp,,ITP,3.1.3.6,C00081,,229,ITP,656266,-,Escherichia coli,BRENDA,CHEBI:16039,5.0
991,itp,aspct,weak inhibition,ITP,2.1.3.2,C00081,,229,ITP,485837,-,Escherichia coli,BRENDA,CHEBI:16039,3.0
992,itp,cbps,,ITP,6.3.5.5,C00081,,229,ITP,1731,+,Escherichia coli,BRENDA,CHEBI:16039,3.0
993,itp,ctps2,"no guanosine, kact: 5.2/sec, KA: 2.9 mM, Ki: 4.5 mM; the GTP analogue is capable of inhibiting Gln-dependent CTP formation at over 0.15 mM",ITP,6.3.4.2,C00081,4.5,229,ITP,674909,+,Escherichia coli,BRENDA,CHEBI:16039,3.0
994,itp,glusy,17% inhibition at 25 mM and 29% inhibition at 50 mM,ITP,1.4.1.13,C00081,,229,ITP,391438,-,Escherichia coli,BRENDA,CHEBI:16039,5.0
995,itp,leutrs,,ITP,6.1.1.4,C00081,,229,ITP,429,-,Escherichia coli,BRENDA,CHEBI:16039,3.0
996,itp,ntd1,"0.2 mM, 29% residual activity",ITP,3.1.3.89,C00081,,229,ITP,656266,-,Escherichia coli,BRENDA,CHEBI:16039,3.0
997,itp,ntd10,,ITP,3.1.3.5,C00081,,229,ITP,656266,-,Escherichia coli,BRENDA,CHEBI:16039,3.0
998,k,abutd,95.3% residual activity at 1 mM,Potassium cation,1.2.1.3,C00238,,39,K+,690591,-,Escherichia coli,BRENDA,CHEBI:29103,3.0
999,k,asad,ReactionID=ASPARTATE-SEMIALDEHYDE-DEHYDROGENASE-RXN,Potassium cation,1.2.1.11,C00238,,39,K+,390180,-,Escherichia coli,BRENDA,CHEBI:29103,3.0
1000,k,betaldhx,ReactionID=BADH-RXN,Potassium cation,1.2.1.8,C00238,,K+,,,+,Escherichia coli,EcoCyc,CHEBI:29103,3.0
1001,k,cbps,ReactionID=CARBPSYN-RXN,Potassium cation,6.3.5.5,C00238,,55194,potassium,"650936, 651937",+,Escherichia coli,BRENDA,CHEBI:29103,3.0
1002,k,cs,ReactionID=CITSYN-RXN,Potassium cation,2.3.3.16,C00238,,K+,,,+,Escherichia coli,EcoCyc,CHEBI:29103,3.0
1003,k,dgk1,ReactionID=GUANYL-KIN-RXN,Potassium cation,2.7.4.8,C00238,,K+,,,+,Escherichia coli,EcoCyc,CHEBI:29103,3.0
1004,k,dhfr,ReactionID=DIHYDROFOLATEREDUCT-RXN,Potassium cation,1.5.1.3,C00238,,39,K+,"392228, 392238",-,Escherichia coli,BRENDA,CHEBI:29103,3.0
1005,k,durik1,,Potassium cation,2.7.1.21,C00238,,39,K+,641144,-,Escherichia coli,BRENDA,CHEBI:29103,3.0
1006,k,fba,ReactionID=F16ALDOLASE-RXN,Potassium cation,4.1.2.13,C00238,,K+,,,+,Escherichia coli,EcoCyc,CHEBI:29103,5.0
1007,k,glxcl,ReactionID=GLYOCARBOLIG-RXN,Potassium cation,4.1.1.47,C00238,,K+,,,+,Escherichia coli,EcoCyc,CHEBI:29103,5.0
1008,k,glycdx,ReactionID=GLYCDEH-RXN,Potassium cation,1.1.1.6,C00238,,39,K+,668061,+,Escherichia coli,BRENDA,CHEBI:29103,3.0
1009,k,gsnk,,Potassium cation,2.7.1.73,C00238,,39,K+,641925,+,Escherichia coli,BRENDA,CHEBI:29103,3.0
1010,k,gtpci,ReactionID=GTP-CYCLOHYDRO-I-RXN,Potassium cation,3.5.4.16,C00238,,K+,,,+,Escherichia coli,EcoCyc,CHEBI:29103,3.0
1011,k,gtpdpdp,ReactionID=PPPGPPHYDRO-RXN,Potassium cation,3.6.1.40,C00238,,K+,,,-,Escherichia coli,EcoCyc,CHEBI:29103,3.0
1012,k,hsdy,ReactionID=HOMOSERDEHYDROG-RXN,Potassium cation,1.1.1.3,C00238,,K+,,,+,Escherichia coli,EcoCyc,CHEBI:29103,3.0
1013,k,impd,ReactionID=IMP-DEHYDROG-RXN,Potassium cation,1.1.1.205,C00238,,K+,,,+,Escherichia coli,EcoCyc,CHEBI:29103,3.0
1014,k,me2,ReactionID=MALIC-NADP-RXN,Potassium cation,1.1.1.40,C00238,,K+,,,+,Escherichia coli,EcoCyc,CHEBI:29103,3.0
1015,k,mets,,Potassium cation,2.1.1.13,C00238,,39,K+,441179,+,Escherichia coli,BRENDA,CHEBI:29103,3.0
1016,k,mltg1,30-50 mM,Potassium cation,3.2.1.20,C00238,,39,K+,393267,-,Escherichia coli,BRENDA,CHEBI:29103,5.0
1017,k,nadh16pp,ReactionID=NADH-DEHYDROG-A-RXN,Potassium cation,1.6.5.3,C00238,,K+,,,+,Escherichia coli,EcoCyc,CHEBI:29103,3.0
1018,k,nmnat,ReactionID=NICONUCADENYLYLTRAN-RXN,Potassium cation,2.7.7.18,C00238,,K+,,,+,Escherichia coli,EcoCyc,CHEBI:29103,3.0
1019,k,pfk,ReactionID=6PFRUCTPHOS-RXN,Potassium cation,2.7.1.11,C00238,,K+,,,-,Escherichia coli,EcoCyc,CHEBI:29103,3.0
1020,k,tmk,ReactionID=THIKIN-RXN,Potassium cation,2.7.1.89,C00238,,K+,,,+,Escherichia coli,EcoCyc,CHEBI:29103,3.0
1021,k,tmpk,ReactionID=THI-P-KIN-RXN,Potassium cation,2.7.4.16,C00238,,K+,,,+,Escherichia coli,EcoCyc,CHEBI:29103,3.0
1022,k,tre6ps,ReactionID=TREHALOSE6PSYN-RXN,Potassium cation,2.4.1.15,C00238,,K+,,,+,Escherichia coli,EcoCyc,CHEBI:29103,5.0
1023,k,treh,"0.5 M KCl, activity is 2fold lower",Potassium cation,3.2.1.28,C00238,,39,K+,136178,-,Escherichia coli,BRENDA,CHEBI:29103,5.0
1024,k,uaagds,ReactionID=UDP-NACMURALGLDAPLIG-RXN,Potassium cation,6.3.2.13,C00238,,K+,,,+,Escherichia coli,EcoCyc,CHEBI:29103,3.0
1025,k,uacmamo,ReactionID=UDPMANNACADEHYDROG-RXN,Potassium cation,1.1.1.336,C00238,,K+,,,+,Escherichia coli,EcoCyc,CHEBI:29103,3.0
1026,k,uapgr,ReactionID=UDPNACETYLMURAMATEDEHYDROG-RXN,Potassium cation,1.3.1.98,C00238,,K+,,,+,Escherichia coli,EcoCyc,CHEBI:29103,3.0
1027,kdo,glcral,ReactionID=KDGALDOL-RXN,,4.1.2.20,,,KDO,,,-,Escherichia coli,EcoCyc,CHEBI:16064,5.0
1028,kdo2lipid4,moat,ReactionID=KDOTRANS-RXN,,2.4.99.12,,,KDO2-LIPID-IVA,,,-,Escherichia coli,EcoCyc,CHEBI:60365,3.0
1029,kdo2lipid4,moat2,ReactionID=KDOTRANS2-RXN,,2.4.99.13,,,KDO2-LIPID-IVA,,,-,Escherichia coli,EcoCyc,CHEBI:60365,1.0
1030,kdo8p,kdops,ReactionID=KDO-8PSYNTH-RXN,,2.5.1.55,,,KDO-8P,,,-,Escherichia coli,EcoCyc,CHEBI:58368,1.0
1031,lac__l,pdh,weak,(S)-Lactate,1.2.4.1,C00186,,403,L-lactate,348956,-,Escherichia coli,BRENDA,CHEBI:422,3.0
1032,lac__l,uamas,,(S)-Lactate,6.3.2.8,C00186,,403,L-lactate,1286,-,Escherichia coli,BRENDA,CHEBI:422,5.0
1033,lald__d,tala,,(R)-Lactaldehyde,2.2.1.2,C00937,,4237,D-lactaldehyde,719298,-,Escherichia coli,BRENDA,CHEBI:17167,5.0
1034,lald__l,lcadi,substrate inhibition,Lactaldehyde,1.2.1.22,C05999,,9202,lactaldehyde,288133,-,Escherichia coli,BRENDA,CHEBI:18419,1.0
1035,leu__l,achbs,"mixed noncompetitive inhibition of isoenzyme, pH-independent inhibition of isoenzyme III",,2.2.1.6,,,421,Leu,395882,-,Escherichia coli,BRENDA,CHEBI:57427,5.0
1036,leu__l,aspk,ReactionID=ASPARTATEKIN-RXN,,2.7.2.4,,,LEU,,,-,Escherichia coli,EcoCyc,CHEBI:57427,3.0
1037,leu__l,csnd,,,3.5.4.1,,,127,L-leucine,209497,+,Escherichia coli,BRENDA,CHEBI:57427,3.0
1038,leu__l,ipps,ReactionID=2-ISOPROPYLMALATESYN-RXN,,2.3.3.13,,,LEU,,,-,Escherichia coli,EcoCyc,CHEBI:57427,3.0
1039,leu__l,ocbt,,,2.1.3.3,,5.5,127,L-leucine,485898,-,Escherichia coli,BRENDA,CHEBI:57427,3.0
1040,leu__l,valta,ReactionID=BRANCHED-CHAINAMINOTRANSFERLEU-RXN,,2.6.1.6,,,LEU,,,-,Escherichia coli,EcoCyc,CHEBI:57427,3.0
1041,leu__l,vpamtr,growing this microorganism in the presence of leucine represses transaminase C activity,,2.6.1.66,,,127,L-leucine,640186,-,Escherichia coli,BRENDA,CHEBI:57427,3.0
1042,lipa,moat,ReactionID=KDOTRANS-RXN,Di[3-deoxy-D-manno-octulosonyl]-lipid A,2.4.99.12,C06026,,74877,Re endotoxin,698691,-,Escherichia coli,BRENDA,CHEBI:27963,5.0
1043,lipa,moat2,ReactionID=KDOTRANS2-RXN,Di[3-deoxy-D-manno-octulosonyl]-lipid A,2.4.99.13,C06026,,74877,Re endotoxin,698691,-,Escherichia coli,BRENDA,CHEBI:27963,5.0
1044,lipidads,moat,ReactionID=KDOTRANS-RXN,,2.4.99.12,,,BISOHMYR-GLC,,,-,Escherichia coli,EcoCyc,CHEBI:58466,3.0
1045,lipidads,moat2,ReactionID=KDOTRANS2-RXN,,2.4.99.13,,,BISOHMYR-GLC,,,-,Escherichia coli,EcoCyc,CHEBI:58466,5.0
1046,lipoate,ophbdc,,Lipoate,4.1.1.98,C00725,,3823,lipoate,729319,+,Escherichia coli,BRENDA,CHEBI:30314,5.0
1047,lys__l,argdc,ReactionID=ARGDECARBOX-RXN,L-Lysine,4.1.1.19,C00047,,502,L-Lys,"4085, 4086",-,Escherichia coli,BRENDA,CHEBI:18019,3.0
1048,lys__l,aspk,"binding of L-lysine to the regulatory ACT1 domain in R-state AKIII instigates a series of changes that release a 'latch', the beta15-alphaK loop, from the catalytic domain, which in turn undergoes large rotational rearrangements, promoting tetramer formation and completion of the transition to the T-state. L-lysine-induced allosteric transition in AKIII involves both destabilizing the R-state and stabilizing the T-state tetramer. Rearrangement of the catalytic domain blocks the ATP-binding site, which is therefore the structural basis for allosteric inhibition of AKIII by L-lysine",L-Lysine,2.7.2.4,C00047,,134,L-lysine,680701,-,Escherichia coli,BRENDA,CHEBI:18019,3.0
1049,lys__l,dapdc,reversed by diaminoheptanedioate addition,L-Lysine,4.1.1.20,C00047,,134,L-lysine,4110,-,Escherichia coli,BRENDA,CHEBI:18019,1.0
1050,lys__l,hsk,ReactionID=HOMOSERKIN-RXN,,2.7.1.39,,,LYS,,,-,Escherichia coli,EcoCyc,CHEBI:32551,3.0
1051,lys__l,ocbt,weak,L-Lysine,2.1.3.3,C00047,,134,L-lysine,485898,-,Escherichia coli,BRENDA,CHEBI:18019,3.0
1052,mal__d,aspt,ReactionID=ASPARTASE-RXN,(R)-Malate,4.3.1.1,C00497,0.66,1139,D-malate,"6016, 649266",-,Escherichia coli,BRENDA,CHEBI:30796,5.0
1053,mal__d,dogulnr,ReactionID=RXN0-703,,1.1.1.130,,,CPD-660,,,-,Escherichia coli,EcoCyc,CHEBI:15588,3.0
1054,mal__l,aspct,,(S)-Malate,2.1.3.2,C00149,,247,L-Malate,485853,+,Escherichia coli,BRENDA,CHEBI:30797,5.0
1055,mal__l,aspk,"pH 8.0, 25°C, aspartokinase III",(S)-Malate,2.7.2.4,C00149,53.0,247,L-Malate,642329,-,Escherichia coli,BRENDA,CHEBI:30797,5.0
1056,mal__l,aspt,,(S)-Malate,4.3.1.1,C00149,,247,L-Malate,6016,-,Escherichia coli,BRENDA,CHEBI:30797,3.0
1057,mal__l,glusy,19% inhibition at 50 mM,(S)-Malate,1.4.1.13,C00149,,247,L-Malate,391438,-,Escherichia coli,BRENDA,CHEBI:30797,3.0
1058,mal__l,ppc,ReactionID=PEPCARBOX-RXN,,4.1.1.31,,,MAL,,,-,Escherichia coli,EcoCyc,CHEBI:15589,3.0
1059,malcoa,pntk,,Malonyl-CoA,2.7.1.33,C00083,,76,malonyl-CoA,641393,-,Escherichia coli,BRENDA,CHEBI:15531,3.0
1060,man6p,sbtpd,"potent inhibitor, IC50: 0.0075 mM",D-Mannose 6-phosphate,1.1.1.140,C00275,,700,D-mannose 6-phosphate,669655,-,Escherichia coli,BRENDA,CHEBI:48066,3.0
1061,mana,manao,non-competitive,D-Mannonate,1.1.1.57,C00514,,3998,D-mannonate,287131,-,Escherichia coli,BRENDA,CHEBI:33076,1.0
1062,mana,tagurr,inhibitory for forward and reverse reaction,D-Mannonate,1.1.1.58,C00514,,94003,mannonate,287140,-,Escherichia coli,BRENDA,CHEBI:33076,3.0
1063,meoh,aspt,"moderate, nonspecific",Methanol,4.3.1.1,C00132,,83,methanol,6019,-,Escherichia coli,BRENDA,CHEBI:17790,7.0
1064,meoh,ophbdc,ReactionID=3-OCTAPRENYL-4-OHBENZOATE-DECARBOX-RXN,Methanol,4.1.1.98,C00132,,83,methanol,729319,+,Escherichia coli,BRENDA,CHEBI:17790,9.0
1065,meoh,uagpt3,,Methanol,2.4.1.227,C00132,,83,methanol,488978,-,Escherichia coli,BRENDA,CHEBI:17790,7.0
1066,met__d,glusy,19% inhibition at 50 mM,,1.4.1.13,,,957,D-methionine,391438,-,Escherichia coli,BRENDA,CHEBI:57932,5.0
1067,met__d,hsst,slight feed-back inhibition,,2.3.1.46,,,957,D-methionine,487045,-,Escherichia coli,BRENDA,CHEBI:57932,5.0
1068,met__l,fthfd,ReactionID=FORMYLTHFDEFORMYL-RXN,,3.5.1.10,,,692,methionine,208968,+,Escherichia coli,BRENDA,CHEBI:57844,3.0
1069,met__l,glusy,50% inhibition at concentrations below 7 mM,,1.4.1.13,,,88,L-methionine,391438,-,Escherichia coli,BRENDA,CHEBI:57844,3.0
1070,met__l,hcysmt,product inhibition,,2.1.1.10,,,88,L-methionine,441382,-,Escherichia coli,BRENDA,CHEBI:57844,1.0
1071,met__l,hsk,"pH 7.8, 37°C",,2.7.1.39,,35.0,468,L-Met,641470,-,Escherichia coli,BRENDA,CHEBI:57844,3.0
1072,met__l,hsst,feed-back inhibition,,2.3.1.46,,,88,L-methionine,"487044, 487045",-,Escherichia coli,BRENDA,CHEBI:57844,3.0
1073,met__l,mets,ReactionID=HOMOCYSMETB12-RXN,,2.1.1.13,,,MET,,,-,Escherichia coli,EcoCyc,CHEBI:57844,1.0
1074,met__l,ocbt,L-isomer,,2.1.3.3,,40.0,692,methionine,485898,-,Escherichia coli,BRENDA,CHEBI:57844,3.0
1075,met__l,trpas2,competitive,,4.1.99.1,,10.3,468,L-Met,664076,-,Escherichia coli,BRENDA,CHEBI:57844,3.0
1076,metsox_s__l,glns,above,L-Methionine S-oxide,6.3.1.2,C02989,5.0,4830,methionine sulfoxide,694057,-,Escherichia coli,BRENDA,CHEBI:17016,3.0
1077,mg2,3oar100,ReactionID=RXN-9514,Magnesium cation,2.3.1.86,C00305,,MG+2,,,-,Escherichia coli,EcoCyc,CHEBI:18420,3.0
1078,mg2,abutd,80.6% residual activity at 1 mM,Magnesium cation,1.2.1.3,C00305,,6,Mg2+,690591,-,Escherichia coli,BRENDA,CHEBI:18420,3.0
1079,mg2,adk1,ReactionID=ADENYL-KIN-RXN,Magnesium cation,2.7.4.3,C00305,,MG+2,,,+,Escherichia coli,EcoCyc,CHEBI:18420,3.0
1080,mg2,asnn,ReactionID=GLUTAMIN-RXN,Magnesium cation,3.5.1.38,C00305,,MG+2,,,+,Escherichia coli,EcoCyc,CHEBI:18420,3.0
1081,mg2,bpnt,activity is decreased to approximately 70% in the presence of 10 mM MgCl2,Magnesium cation,3.1.3.7,C00305,,6,Mg2+,677696,-,Escherichia coli,BRENDA,CHEBI:18420,3.0
1082,mg2,dhfr,ReactionID=DIHYDROFOLATEREDUCT-RXN,Magnesium cation,1.5.1.3,C00305,,6,Mg2+,392238,-,Escherichia coli,BRENDA,CHEBI:18420,3.0
1083,mg2,dmpps,inhibitory,Magnesium cation,1.17.1.2,C00305,,6,Mg2+,661928,-,Escherichia coli,BRENDA,CHEBI:18420,3.0
1084,mg2,dutpdp,complete inhibition by extensive dialysis against 0.0125 M MgCl2,Magnesium cation,3.6.1.23,C00305,,6,Mg2+,209964,-,Escherichia coli,BRENDA,CHEBI:18420,3.0
1085,mg2,g3pat120,in the absence of NaCl,Magnesium cation,2.3.1.15,C00305,,6,Mg2+,486357,-,Escherichia coli,BRENDA,CHEBI:18420,5.0
1086,mg2,gmand,ReactionID=GDPMANDEHYDRA-RXN,Magnesium cation,4.2.1.47,C00305,,MG+2,,,+,Escherichia coli,EcoCyc,CHEBI:18420,5.0
1087,mg2,gnd,ReactionID=RXN-9952,Magnesium cation,1.1.1.44,C00305,,MG+2,,,+,Escherichia coli,EcoCyc,CHEBI:18420,3.0
1088,mg2,gpdda1,4 mM,Magnesium cation,3.1.4.46,C00305,,6,Mg2+,646457,-,Escherichia coli,BRENDA,CHEBI:18420,5.0
1089,mg2,gsnk,,Magnesium cation,2.7.1.73,C00305,,6,Mg2+,641925,+,Escherichia coli,BRENDA,CHEBI:18420,3.0
1090,mg2,histrs,"inhibition at 15 mM, optimal activation at 5-10 mM",Magnesium cation,6.1.1.21,C00305,,6,Mg2+,369,-,Escherichia coli,BRENDA,CHEBI:18420,3.0
1091,mg2,impd,inhibits K+ activation,Magnesium cation,1.1.1.205,C00305,,6,Mg2+,347946,-,Escherichia coli,BRENDA,CHEBI:18420,3.0
1092,mg2,lcadi,56% inhibition at 10 mM,Magnesium cation,1.2.1.22,C00305,,6,Mg2+,670833,-,Escherichia coli,BRENDA,CHEBI:18420,3.0
1093,mg2,lystrs,"synthesis of lysyl-tRNA from lysyl-AMP-enzyme inhibited, formation of Lys-tRNALys from lysine, tRNA and ATP-enzyme complex or ATP is dependent on Mg2+",Magnesium cation,6.1.1.6,C00305,,6,Mg2+,484,-,Escherichia coli,BRENDA,CHEBI:18420,3.0
1094,mg2,manao,ReactionID=MANNONOXIDOREDUCT-RXN,Magnesium cation,1.1.1.57,C00305,,MG+2,,,+,Escherichia coli,EcoCyc,CHEBI:18420,3.0
1095,mg2,mddcp1pp,ReactionID=RXN-16649,Magnesium cation,3.4.16.4,C00305,,MG+2,,,-,Escherichia coli,EcoCyc,CHEBI:18420,3.0
1096,mg2,me2,"activates at up to 4 mM, inhibition above, probably due to blockage of substrate binding, Km is 0.19 mM",Magnesium cation,1.1.1.40,C00305,,6,Mg2+,687388,-,Escherichia coli,BRENDA,CHEBI:18420,3.0
1097,mg2,mi1pp,activity is significantly reduced at high concentrations of Mg2+,Magnesium cation,3.1.3.25,C00305,,6,Mg2+,729888,-,Escherichia coli,BRENDA,CHEBI:18420,3.0
1098,mg2,nads1,slightly inhibiting above 5 mM,Magnesium cation,6.3.1.5,C00305,,6,Mg2+,653053,-,Escherichia coli,BRENDA,CHEBI:18420,3.0
1099,mg2,pants,inhibition above 10 mM,Magnesium cation,6.3.2.1,C00305,,6,Mg2+,977,-,Escherichia coli,BRENDA,CHEBI:18420,3.0
1100,mg2,pgsa120,"required, Km: 50 mM, inhibition above 150 mM",Magnesium cation,2.7.8.5,C00305,,6,Mg2+,644290,-,Escherichia coli,BRENDA,CHEBI:18420,5.0
1101,mg2,ppa2,ReactionID=TRIPHOSPHATASE-RXN,Magnesium cation,3.6.1.25,C00305,,MG+2,,,+,Escherichia coli,EcoCyc,CHEBI:18420,3.0
1102,mg2,ppck,,Magnesium cation,4.1.1.49,C00305,,6,Mg2+,649304,-,Escherichia coli,BRENDA,CHEBI:18420,3.0
1103,mg2,pps,"divalent metal ion Mg2+ or Mn2+ required for forward reaction, inhibition at high concentrations of Mg2+ or Mn2+",Magnesium cation,2.7.9.2,C00305,,6,Mg2+,645468,-,Escherichia coli,BRENDA,CHEBI:18420,3.0
1104,mg2,prpps,ReactionID=PRPPSYN-RXN,Magnesium cation,2.7.6.1,C00305,,MG+2,,,+,Escherichia coli,EcoCyc,CHEBI:18420,3.0
1105,mg2,rbk,above 2.5 mM: gradual inhibition,Magnesium cation,2.7.1.15,C00305,,6,Mg2+,641005,-,Escherichia coli,BRENDA,CHEBI:18420,3.0
1106,mg2,sucbzl,above 1 mM,Magnesium cation,6.2.1.26,C00305,,6,Mg2+,648945,-,Escherichia coli,BRENDA,CHEBI:18420,3.0
1107,mg2,u23gaat,ReactionID=UDPHYDROXYMYRGLUCOSAMNACETYLTRANS-RXN,Magnesium cation,2.3.1.191,C00305,,6,Mg2+,696264,-,Escherichia coli,BRENDA,CHEBI:18420,5.0
1108,mg2,uagpt3,,Magnesium cation,2.4.1.227,C00305,,6,Mg2+,"488971, 488973, 488974, 488976, 488978",+,Escherichia coli,BRENDA,CHEBI:18420,5.0
1109,mlthf,mthfr2,"recombinant wild-type enzyme, pH 7.2, 4°C","5,10-Methylenetetrahydrofolate",1.5.1.20,C00143,0.061,401,"5,10-methylenetetrahydrofolate",696353,-,Escherichia coli,BRENDA,CHEBI:1989,1.0
1110,mlthf,tmds,,"5,10-Methylenetetrahydrofolate",2.1.1.45,C00143,,401,"5,10-methylenetetrahydrofolate",485397,-,Escherichia coli,BRENDA,CHEBI:1989,1.0
1111,mn2,a5piso,,,5.3.1.13,,,11,Mn2+,2624,-,Escherichia coli,BRENDA,CHEBI:29035,5.0
1112,mn2,abutd,84.8% residual activity at 1 mM,,1.2.1.3,,,11,Mn2+,690591,-,Escherichia coli,BRENDA,CHEBI:29035,3.0
1113,mn2,acnml,20% residual activity at 10 mM,,4.1.3.3,,,11,Mn2+,33337,-,Escherichia coli,BRENDA,CHEBI:29035,5.0
1114,mn2,add,"required, activation at 1-5 mM, inhibitory above",,3.5.4.2,,,11,Mn2+,650622,-,Escherichia coli,BRENDA,CHEBI:29035,3.0
1115,mn2,admdc,ReactionID=SAMDECARB-RXN,,4.1.1.50,,,MN+2,,,+,Escherichia coli,EcoCyc,CHEBI:29035,3.0
1116,mn2,adsk,"in excess, activating below",,2.7.1.25,,,11,Mn2+,641215,-,Escherichia coli,BRENDA,CHEBI:29035,3.0
1117,mn2,agpr,slight,,1.2.1.38,,,11,Mn2+,390280,-,Escherichia coli,BRENDA,CHEBI:29035,3.0
1118,mn2,altrh,ReactionID=ALTRODEHYDRAT-RXN,,4.2.1.7,,,MN+2,,,+,Escherichia coli,EcoCyc,CHEBI:29035,5.0
1119,mn2,amptasecg,"when substrates are cleaved rapidly by dipeptidase, addition of Mn2+ inhibits the reaction. The more slowly a substrate is hydrolyzed in the absence of metals, the greater the activating effect",,3.4.13.18,,,11,Mn2+,137173,-,Escherichia coli,BRENDA,CHEBI:29035,3.0
1120,mn2,arai,"essential for catalysis, but also competitive inhibitor for L-arabinose",,5.3.1.4,,,11,Mn2+,2729,-,Escherichia coli,BRENDA,CHEBI:29035,5.0
1121,mn2,asnn,ReactionID=GLUTAMIN-RXN,,3.5.1.38,,,MN+2,,,+,Escherichia coli,EcoCyc,CHEBI:29035,3.0
1122,mn2,ctps2,above 2 mM,,6.3.4.2,,,11,Mn2+,649002,-,Escherichia coli,BRENDA,CHEBI:29035,3.0
1123,mn2,ddglk,"divalent cation required, most effective at a ratio of Mn2+ and ATP of 1:3, deviation from this ratio is inhibitory at several concentration levels",,2.7.1.45,,,11,Mn2+,636960,-,Escherichia coli,BRENDA,CHEBI:29035,3.0
1124,mn2,dmpps,inhibitory,,1.17.1.2,,,11,Mn2+,661928,-,Escherichia coli,BRENDA,CHEBI:29035,3.0
1125,mn2,g6pdh2r,"1 mM, 56% inhibition",,1.1.1.49,,,11,Mn2+,722473,-,Escherichia coli,BRENDA,CHEBI:29035,3.0
1126,mn2,gcaldd,"1 mM, isozyme A, 20% inhibition, isozyme C, 44% inhibition",,1.2.1.21,,,11,Mn2+,390215,-,Escherichia coli,BRENDA,CHEBI:29035,3.0
1127,mn2,glcrd,high concentrations,,4.2.1.40,,,11,Mn2+,33840,-,Escherichia coli,BRENDA,CHEBI:29035,7.0
1128,mn2,gpdda1,4 mM,,3.1.4.46,,,11,Mn2+,646457,-,Escherichia coli,BRENDA,CHEBI:29035,5.0
1129,mn2,gtpci,,,3.5.4.16,,,11,Mn2+,209553,-,Escherichia coli,BRENDA,CHEBI:29035,3.0
1130,mn2,kara1,"with acetolactate as substrate, Mn2+ behaves as a competitive inhibitor in presence of Mg2+",,1.1.1.86,,,11,Mn2+,639175,-,Escherichia coli,BRENDA,CHEBI:29035,3.0
1131,mn2,lcadi,50% inhibition at 10 mM,,1.2.1.22,,,11,Mn2+,288133,-,Escherichia coli,BRENDA,CHEBI:29035,3.0
1132,mn2,manao,ReactionID=MANNONOXIDOREDUCT-RXN,,1.1.1.57,,,MN+2,,,+,Escherichia coli,EcoCyc,CHEBI:29035,3.0
1133,mn2,mg2uabcpp,"weak, noncompetitive inhibition",,3.6.3.2,,,11,Mn2+,686901,-,Escherichia coli,BRENDA,CHEBI:29035,3.0
1134,mn2,mi1pp,,,3.1.3.25,,,11,Mn2+,680809,+,Escherichia coli,BRENDA,CHEBI:29035,3.0
1135,mn2,mnnh,ReactionID=MANNONDEHYDRAT-RXN,,4.2.1.8,,,MN+2,,,+,Escherichia coli,EcoCyc,CHEBI:29035,5.0
1136,mn2,nads1,"can satisfy the metal ion requirement at low concentrations, at high concentrations Mn2+ markedly inhibits",,6.3.1.5,,,11,Mn2+,953,-,Escherichia coli,BRENDA,CHEBI:29035,3.0
1137,mn2,pants,inhibition above 5 mM,,6.3.2.1,,,11,Mn2+,977,-,Escherichia coli,BRENDA,CHEBI:29035,3.0
