,EC_number,Organism,LigandID,KI_Value,Commentary,Literature,chebiID,bigg.metabolite,KEGG_ID,Compound
14873,2.7.10.2,Homo sapiens,38087,0.00021,,691262,,,,
14874,2.7.10.2,Homo sapiens,38080,0.000217,,691262,,,,
14875,2.7.10.2,Homo sapiens,38099,0.000217,,691262,,,,
14876,2.7.10.2,Homo sapiens,38055,0.000219,,691262,,,,
14877,2.7.10.2,Homo sapiens,38100,0.000221,,691262,,,,
14878,2.7.10.2,Homo sapiens,38098,0.000225,,691262,,,,
14879,2.7.10.2,Homo sapiens,38097,0.000247,,691262,,,,
14880,2.7.10.2,Homo sapiens,38086,0.000263,,691262,,,,
14881,2.7.10.2,Homo sapiens,38052,0.000272,,691262,,,,
14882,2.7.10.2,Homo sapiens,38054,0.000272,,691262,,,,
14883,2.7.10.2,Homo sapiens,18760,0.000334,,691262,,,,
14884,2.7.10.2,Homo sapiens,38085,0.000354,,691262,,,,
14885,2.7.10.2,Homo sapiens,38097,0.000369,,691262,,,,
14886,2.7.10.2,Homo sapiens,18760,0.0004,,691262,,,,
14887,2.7.10.2,Homo sapiens,38053,0.000406,,691262,,,,
14888,2.7.10.2,Homo sapiens,18760,0.000464,,691262,,,,
14889,2.7.10.2,Homo sapiens,38098,0.000522,,691262,,,,
14890,2.7.10.2,Homo sapiens,38084,0.000569,,691262,,,,
14891,2.7.10.2,Homo sapiens,71083,0.00063,,691312,,,,
14892,2.7.10.2,Homo sapiens,38052,0.000718,,691262,,,,
14893,2.7.10.2,Homo sapiens,38051,0.00076,,691262,,,,
14894,2.7.10.2,Homo sapiens,38053,0.0009,,691262,,,,
14895,2.7.10.2,Homo sapiens,38096,0.00092,,691262,,,,
14896,2.7.10.2,Homo sapiens,38096,0.001137,,691262,,,,
14897,2.7.10.2,Homo sapiens,38054,0.00126,,691262,,,,
14898,2.7.10.2,Homo sapiens,35179,0.0017,"30°C, Src",661323,,,,
14899,2.7.10.2,Homo sapiens,70181,0.001817,,691312,,,,
14900,2.7.10.2,Homo sapiens,35181,0.0026,"30°C, Src",661323,,,,
14901,2.7.10.2,Homo sapiens,2314,0.0031,,691262,CHEBI:45783,,,
14902,2.7.10.2,Homo sapiens,35175,0.0101,"30°C, Src",661323,,,,
14903,2.7.10.2,Homo sapiens,35176,0.0115,"30°C, Src",661323,,,,
14904,2.7.10.2,Homo sapiens,35177,0.0141,"30°C, Src",661323,,,,
14905,2.7.10.2,Homo sapiens,35178,0.0158,"30°C, Src",661323,,,,
14906,2.7.10.2,Homo sapiens,35180,0.0161,"30°C, Src",661323,,,,
14907,2.7.10.2,Homo sapiens,35179,0.0253,"30°C, Lck",661323,,,,
14908,2.7.10.2,Homo sapiens,35181,0.03,"30°C, Lck",661323,,,,
14909,2.7.10.2,Homo sapiens,35177,0.0355,"30°C, Lck",661323,,,,
14910,2.7.10.2,Homo sapiens,35180,0.0426,"30°C, Lck",661323,,,,
14911,2.7.10.2,Homo sapiens,35176,0.0455,"30°C, Lck",661323,,,,
14912,2.7.10.2,Homo sapiens,35178,0.0472,"30°C, Lck",661323,,,,
14913,2.7.10.2,Homo sapiens,23521,0.0571,"30°C, Src",661323,CHEBI:27575,,C13742,Adenosine 5-O-(3-thiotriphophate)
14914,2.7.10.2,Homo sapiens,35175,0.1078,"30°C, Lck",661323,,,,
14915,2.7.10.2,Homo sapiens,57718,0.1414,"30°C, Src",661323,,,,
14916,2.7.11.1,Homo sapiens,1279,2e-05,,672431,CHEBI:4775,,C10788,Ellagic acid
14917,2.7.11.1,Homo sapiens,14427,2.7e-05,"values for inhibition at the PH-domain of PKBalpha are obtained using competition with biotinylated diC8-phosphatidylinositol 3,4-bisphosphate",691787,,,,
14918,2.7.11.1,Homo sapiens,24335,4e-05,,672431,,,,
14919,2.7.11.1,Homo sapiens,36429,7.7e-05,,672431,,,,
14920,2.7.11.1,Homo sapiens,14424,8e-05,"values for inhibition at the PH-domain of PKBalpha are obtained using competition with biotinylated diC8-phosphatidylinositol 3,4-bisphosphate",691787,,,,
14921,2.7.11.1,Homo sapiens,14426,0.00011,"values for inhibition at the PH-domain of PKBalpha are obtained using competition with biotinylated diC8-phosphatidylinositol 3,4-bisphosphate",691787,,,,
14922,2.7.11.1,Homo sapiens,4803,0.00012,"values for inhibition at the PH-domain of PKBalpha are obtained using competition with biotinylated diC8-phosphatidylinositol 3,4-bisphosphate",691787,,,,
14923,2.7.11.1,Homo sapiens,24336,0.00017,,672431,,,,
14924,2.7.11.1,Homo sapiens,14425,0.00022,"values for inhibition at the PH-domain of PKBalpha are obtained using competition with biotinylated diC8-phosphatidylinositol 3,4-bisphosphate",691787,,,,
14925,2.7.11.1,Homo sapiens,74900,0.00023,"values for inhibition at the PH-domain of PKBalpha are obtained using competition with biotinylated diC8-phosphatidylinositol 3,4-bisphosphate",691787,CHEBI:84238,,,
14926,2.7.11.1,Bos taurus,886,0.00025,,691233,CHEBI:15738,,C02079,Staurosporine
14927,2.7.11.1,Homo sapiens,9908,0.0004,,672431,,,,
14928,2.7.11.1,Homo sapiens,14422,0.00059,"values for inhibition at the PH-domain of PKBalpha are obtained using competition with biotinylated diC8-phosphatidylinositol 3,4-bisphosphate",691787,,,,
14929,2.7.11.1,Homo sapiens,10050,0.00061,"values for inhibition at the PH-domain of PKBalpha are obtained using competition with biotinylated diC8-phosphatidylinositol 3,4-bisphosphate",691787,,,,
14930,2.7.11.1,Homo sapiens,61952,0.0007,,672431,,,,
14931,2.7.11.1,Homo sapiens,515,0.00074,,672431,CHEBI:18388,,C01477,Apigenin
14932,2.7.11.1,Homo sapiens,3072,0.00185,,672431,CHEBI:42223,,C10343,Emodin
14933,2.7.11.1,Homo sapiens,14423,0.00218,"values for inhibition at the PH-domain of PKBalpha are obtained using competition with biotinylated diC8-phosphatidylinositol 3,4-bisphosphate",691787,,,,
14934,2.7.11.1,Homo sapiens,24449,0.0045,,672431,,,,
14935,2.7.11.1,Archaeoglobus fulgidus,4,0.0071,"pH 8.0, 37°C",723566,CHEBI:15422,atp,C00002,ATP
14936,2.7.11.2,Bos taurus,2,-999.0,"Ki value for ADP depends on the presence and concentration of monovalent cations, e.g. NH4+ or K+",642134,,,,
14937,2.7.11.2,Bos taurus,2,-999.0,inhibition kinetics for thiamine diphosphate,642143,,,,
14938,2.7.11.2,Bos taurus,2,-999.0,,642159,,,,
14939,2.7.11.2,Mammalia,2,-999.0,isozyme PDK4: K+ reduces the Ki for ADP and therefor enhances the inhibitory affect,642159,,,,
14940,2.7.11.2,Homo sapiens,2,-999.0,inhibition kinetics,661094,,,,
14941,2.7.11.2,Homo sapiens,2,-999.0,dichloroacetate inhibition kinetics and EC50 values with wild-type and mutant PDHK2s,673688,,,,
14942,2.7.11.2,Homo sapiens,8034,0.0031,"pH 7.4, 30°C, versus ATP",661094,CHEBI:47785,,,
14943,2.7.11.2,Bos taurus,13,0.1,"pH 7.5, 30°C",642133,CHEBI:16761,adp,C00008,ADP
14944,2.7.11.2,Homo sapiens,13,0.14,"pH 7.4, 30°C, versus ATP, dependent on the assay conditions concerning buffer composition, overview",661094,CHEBI:16761,adp,C00008,ADP
14945,2.7.11.2,Rattus norvegicus,13,0.2,"37°C, recombinant isozyme PDK2 wild-type",642153,CHEBI:16761,adp,C00008,ADP
14946,2.7.11.2,Rattus norvegicus,1160,0.2,"pH 7.4, 37°C",642150,CHEBI:36386,,C11149,Dichloroacetate
14947,2.7.11.2,Rattus norvegicus,1160,0.2,"isozyme PDHK2, 30°C",661046,CHEBI:36386,,C11149,Dichloroacetate
14948,2.7.11.2,Pisum sativum,13,0.21,"pH 7.5, 25°C",642144,CHEBI:16761,adp,C00008,ADP
14949,2.7.11.2,Bos taurus,1160,0.27,"kinetic constant from binding study; pH 7.2, 30°C",642135,CHEBI:36386,,C11149,Dichloroacetate
14950,2.7.11.2,Bos taurus,31,0.27,"kinetic constant from binding study; pH 7.2, 30°C",642135,CHEBI:32816,pyr,C00022,Pyruvate
14951,2.7.11.2,Rattus norvegicus,13,0.3,"37°C, recombinant mutant G284A of isozyme PDK2",642153,CHEBI:16761,adp,C00008,ADP
14952,2.7.11.2,Pisum sativum,31,0.325,"pH 7.5, 25°C",642144,CHEBI:32816,pyr,C00022,Pyruvate
14953,2.7.11.2,Rattus norvegicus,1160,0.5,"isozyme PDHK4, 30°C",661046,CHEBI:36386,,C11149,Dichloroacetate
14954,2.7.11.2,Rattus norvegicus,1160,1.0,"isozyme PDHK1, 30°C",661046,CHEBI:36386,,C11149,Dichloroacetate
14955,2.7.11.2,Rattus norvegicus,13,1.6,"37°C, recombinant mutant G319A of isozyme PDK2",642153,CHEBI:16761,adp,C00008,ADP
14956,2.7.11.2,Sus scrofa,2843,10.0,"pH 7.8, 30°C",642145,CHEBI:26078,pi,C00009,Orthophosphate
14957,2.7.11.3,Rattus norvegicus,2758,3.0,"pH 7.4, 37°C",644953,CHEBI:28741,,C08142,Sodium fluoride
14958,2.7.11.4,Bos taurus,13,0.00027,"pH 7.5, 30°C",640575,CHEBI:16761,adp,C00008,ADP
14959,2.7.11.4,Bos taurus,722,0.00048,"pH 7.5, 30°C",640575,CHEBI:48430,4mop,C00233,4-Methyl-2-oxopentanoate
14960,2.7.11.4,Bos taurus,1174,0.00092,"pH 7.5, 30°C",640575,CHEBI:48430,4mop,C00233,4-Methyl-2-oxopentanoate
14961,2.7.11.4,Rattus norvegicus,91,0.0032,20 mM K+,702742,CHEBI:45931,thmpp,,
14962,2.7.11.4,Bos taurus,17,0.004,"pH 7.5, 30°C",640575,CHEBI:29888,ppi,C00013,Diphosphate
14963,2.7.11.4,Bos taurus,642,0.0059,"pH 7.5, 30°C",640575,CHEBI:49107,thm,,
14964,2.7.11.4,Bos taurus,722,0.0089,"pH 7.5, 30°C",640575,CHEBI:48430,4mop,C00233,4-Methyl-2-oxopentanoate
14965,2.7.11.4,Rattus norvegicus,91,0.0164,100 mM K+,702742,CHEBI:45931,thmpp,,
14966,2.7.11.4,Oryctolagus cuniculus,13,0.13,"pH 7.35, 20°C",349056,CHEBI:16761,adp,C00008,ADP
14967,2.7.11.4,Oryctolagus cuniculus,13,0.13,"pH 7.5, 30°C",349073,CHEBI:16761,adp,C00008,ADP
14968,2.7.11.4,Bos taurus,13,0.27,"pH 7.5, 30°C",640583,CHEBI:16761,adp,C00008,ADP
14969,2.7.11.4,Rattus norvegicus,4199,0.5,37°C,349052,,,,
14970,2.7.11.4,Bos taurus,12533,4.5,,349051,,,,
14971,2.7.11.5,Escherichia coli,30,0.008,"pH 7.5, 37°C",640609,CHEBI:16027,amp,C00020,AMP
14972,2.7.11.5,Escherichia coli,279,0.011,"pH 7.5, 37°C, mutant AceK4, kinase activity",640609,CHEBI:30887,icit,C00311,Isocitrate
14973,2.7.11.5,Escherichia coli,279,0.015,"pH 7.5, 37°C, mutant AceK3, kinase activity",640609,CHEBI:30887,icit,C00311,Isocitrate
14974,2.7.11.5,Escherichia coli,279,0.016,"pH 7.5, 37°C, wild-type, kinase activity",640609,CHEBI:30887,icit,C00311,Isocitrate
14975,2.7.11.5,Escherichia coli,30,0.02,"pH 7.5, 37°C, mutant AceK4, kinase activity",640609,CHEBI:16027,amp,C00020,AMP
14976,2.7.11.5,Escherichia coli,849,0.023,"pH 7.3, 37°C",640602,CHEBI:30887,icit,C00311,Isocitrate
14977,2.7.11.5,Escherichia coli,5,0.042,"pH 7.3, 37°C",640602,CHEBI:16474,nadph,C00005,NADPH
14978,2.7.11.5,Escherichia coli,30,0.056,"pH 7.3, 37°C",640602,CHEBI:16027,amp,C00020,AMP
14979,2.7.11.5,Escherichia coli,5,0.058,"pH 7.5, 37°C, mutant AceK4, kinase activity",640609,CHEBI:16474,nadph,C00005,NADPH
14980,2.7.11.5,Escherichia coli,5,0.073,"pH 7.5, 37°C, mutant AceK3, kinase activity",640609,CHEBI:16474,nadph,C00005,NADPH
14981,2.7.11.5,Escherichia coli,5,0.082,"pH 7.5, 37°C, wild-type, kinase activity",640609,CHEBI:16474,nadph,C00005,NADPH
14982,2.7.11.5,Escherichia coli,30,0.17,"pH 7.5, 37°C, mutant AceK3, kinase activity",640609,CHEBI:16027,amp,C00020,AMP
14983,2.7.11.5,Escherichia coli,31,0.2,"pH 7.5, 37°C, wild-type, kinase activity",640609,CHEBI:32816,pyr,C00022,Pyruvate
14984,2.7.11.5,Escherichia coli,13,0.45,"pH 7.3, 37°C",640602,CHEBI:16761,adp,C00008,ADP
14985,2.7.11.5,Escherichia coli,51,0.55,"pH 7.3, 37°C",640602,CHEBI:44897,pep,C00074,Phosphoenolpyruvate
14986,2.7.11.5,Escherichia coli,194,1.0,"pH 7.5, 37°C, wild-type, kinase activity",640609,CHEBI:17050,3pg,C00597,Glycerate 3-phosphate
14987,2.7.11.5,Escherichia coli,31,1.0,"pH 7.5, 37°C, mutant AceK4, kinase activity",640609,CHEBI:32816,pyr,C00022,Pyruvate
14988,2.7.11.5,Escherichia coli,194,4.0,"pH 7.5, 37°C, mutant AceK4, kinase activity",640609,CHEBI:17050,3pg,C00597,Glycerate 3-phosphate
14989,2.7.11.5,Escherichia coli,31,4.0,"pH 7.5, 37°C, mutant AceK3, kinase activity",640609,CHEBI:32816,pyr,C00022,Pyruvate
14990,2.7.11.5,Escherichia coli,194,20.0,"pH 7.5, 37°C, mutant AceK3, kinase activity",640609,CHEBI:17050,3pg,C00597,Glycerate 3-phosphate
14991,2.7.11.7,Dictyostelium discoideum,2,-999.0,inhibition by positively charged polypeptides,640777,,,,
14992,2.7.11.10,Homo sapiens,12065,6e-06,,705315,,,,
14993,2.7.11.11,Homo sapiens,2,-999.0,inhibition kinetics for the catalytic subunit,661314,,,,
14994,2.7.11.11,Manduca sexta,2118,4.8e-05,"pH 7.0, 22°C, catalytic subunit",661884,,,,
14995,2.7.11.11,Homo sapiens,57760,0.00013,"pH 7.5, 30°C, recombinant catalytic subunit",661314,,,,
14996,2.7.11.11,Rattus norvegicus,35185,0.0039,"recombinant wild-type catalytic subunit, pH 7.5",661480,,,,
14997,2.7.11.11,Rattus norvegicus,35185,0.0049,"recombinant mutant S338A catalytic subunit, pH 7.5",661480,,,,
14998,2.7.11.12,Eimeria tenella,2,-999.0,,661907,,,,
14999,2.7.11.12,Toxoplasma gondii,2,-999.0,,661907,,,,
15000,2.7.11.12,Homo sapiens,14870,5e-07,Cheng-Prusoff inhibition constant derived from IC50 value,702471,,,,
15001,2.7.11.12,Homo sapiens,14870,8e-07,Dixon plot analysis,702471,,,,
15002,2.7.11.12,Homo sapiens,14869,2.8e-06,Cheng-Prusoff inhibition constant derived from IC50 value,702471,,,,
15003,2.7.11.12,Homo sapiens,14869,5.5e-06,Dixon plot analysis,702471,,,,
15004,2.7.11.12,Homo sapiens,10254,1.25e-05,Dixon plot analysis,702471,,,,
15005,2.7.11.12,Bos taurus,10254,1.25e-05,,704490,,,,
15006,2.7.11.12,Homo sapiens,10254,1.39e-05,Cheng-Prusoff inhibition constant derived from IC50 value,702471,,,,
15007,2.7.11.12,Bos taurus,6238,3e-05,cGKI alpha,704619,,,,
15008,2.7.11.12,Bos taurus,6238,5e-05,cGKI beta,704619,,,,
15009,2.7.11.12,Bos taurus,77524,0.00082,,704490,,,,
15010,2.7.11.12,Bos taurus,77525,0.0011,,704490,,,,
15011,2.7.11.12,Bos taurus,77527,0.0075,,704490,,,,
15012,2.7.11.12,Homo sapiens,6238,0.035,cGKI,661575,,,,
15013,2.7.11.12,Bos taurus,77526,0.15,,704490,,,,
15014,2.7.11.12,Homo sapiens,3917,0.23,cGKIalpha,661575,,,,
15015,2.7.11.12,Homo sapiens,23525,0.23,cGKII,661575,,,,
15016,2.7.11.12,Homo sapiens,23525,0.5,cGKI,661575,,,,
15017,2.7.11.12,Homo sapiens,6238,0.9,cGKII,661575,,,,
15018,2.7.11.13,Drosophila melanogaster,2,-999.0,Ki values of the pseudosubstrates in nano- to micromolar range,490801,,,,
15019,2.7.11.13,eukaryota,2,-999.0,Ki values of the pseudosubstrates in nano- to micromolar range,490801,,,,
15020,2.7.11.13,Homo sapiens,2,-999.0,Ki values of the pseudosubstrates in nano- to micromolar range,490801,,,,
15021,2.7.11.13,Saccharomyces cerevisiae,2,-999.0,Ki values of the pseudosubstrates in nano- to micromolar range,490801,,,,
15022,2.7.11.13,Homo sapiens,89946,2.9e-05,pH and temperature not specified in the publication,724525,,,,
15023,2.7.11.13,Homo sapiens,89948,4.6e-05,pH and temperature not specified in the publication,724525,,,,
15024,2.7.11.13,Homo sapiens,89950,6.2e-05,pH and temperature not specified in the publication,724525,,,,
15025,2.7.11.13,Homo sapiens,89947,9.2e-05,pH and temperature not specified in the publication,724525,,,,
15026,2.7.11.13,Homo sapiens,89952,0.000109,pH and temperature not specified in the publication,724525,,,,
15027,2.7.11.13,Homo sapiens,89949,0.000125,pH and temperature not specified in the publication,724525,,,,
15028,2.7.11.13,Homo sapiens,89945,0.000131,pH and temperature not specified in the publication,724525,,,,
15029,2.7.11.13,Homo sapiens,89943,0.000189,pH and temperature not specified in the publication,724525,,,,
15030,2.7.11.13,Homo sapiens,89951,0.000338,pH and temperature not specified in the publication,724525,,,,
15031,2.7.11.13,Homo sapiens,89942,0.000541,pH and temperature not specified in the publication,724525,,,,
15032,2.7.11.13,Homo sapiens,89944,0.000541,pH and temperature not specified in the publication,724525,,,,
15033,2.7.11.13,Homo sapiens,89953,0.01,pH and temperature not specified in the publication,724525,,,,
15034,2.7.11.14,Bos taurus,2,-999.0,,640705,,,,
15035,2.7.11.14,Bos taurus,2,-999.0,values for synthetic peptides,640709,,,,
15036,2.7.11.14,Bos taurus,12686,0.00018,"pH 7.5, 30°C",640705,,,,
15037,2.7.11.14,Bos taurus,12718,0.0036,"pH 7.5, 30°C",640705,CHEBI:74555,,,
15038,2.7.11.14,Bos taurus,43506,0.004,"pH 7.5, 30°C",640705,,,,
15039,2.7.11.14,Bos taurus,122,0.004,"pH 7.5, 25°C",640699,CHEBI:16335,adn,C00212,Adenosine
15040,2.7.11.14,Bos taurus,122,0.004,"pH 7.5, 30°C",640705,CHEBI:16335,adn,C00212,Adenosine
15041,2.7.11.14,Bos taurus,236,0.005,"pH 7.5, 25°C",640699,CHEBI:16027,amp,C00020,AMP
15042,2.7.11.14,Bos taurus,236,0.005,"pH 7.5, 30°C",640705,CHEBI:16027,amp,C00020,AMP
15043,2.7.11.14,Bos taurus,144,0.0087,"pH 7.5, 30°C",640705,CHEBI:16708,ade,C00147,Adenine
15044,2.7.11.14,Bos taurus,943,0.01,"pH 7.5, 25°C",640699,CHEBI:17319,dad_5,C05198,5'-Deoxyadenosine
15045,2.7.11.14,Bos taurus,43642,0.01,"pH 7.5, 30°C",640705,,,,
15046,2.7.11.14,Bos taurus,13,0.012,"pH 7.5, 25°C",640699,CHEBI:16761,adp,C00008,ADP
15047,2.7.11.14,Bos taurus,13,0.012,"pH 7.5, 30°C",640705,CHEBI:16761,adp,C00008,ADP
15048,2.7.11.14,Bos taurus,940,0.014,"pH 7.5, 30°C",640705,CHEBI:39949,pppi,C00536,Triphosphate
15049,2.7.11.14,Bos taurus,42888,0.016,"pH 7.5, 30°C",640705,,,,
15050,2.7.11.14,Bos taurus,2127,0.016,"pH 7.5, 25°C",640699,CHEBI:29014,,C08431,Cordycepin
15051,2.7.11.14,Bos taurus,9087,0.02,"pH 7.5, 30°C",640705,,,,
15052,2.7.11.14,Bos taurus,12418,0.022,"pH 7.5, 30°C",640705,CHEBI:49483,,C13743,Adenosine 5-O-(3-thiodiphophate)
15053,2.7.11.14,Bos taurus,43766,0.022,"pH 7.5, 30°C",640705,,,,
15054,2.7.11.14,Bos taurus,17,0.024,"pH 7.5, 30°C",640705,CHEBI:29888,ppi,C00013,Diphosphate
15055,2.7.11.14,Bos taurus,43643,0.027,"pH 7.5, 30°C",640705,,,,
15056,2.7.11.14,Bos taurus,15639,0.035,"pH 7.5, 30°C, S-isomer",640705,,,,
15057,2.7.11.14,Bos taurus,4814,0.036,"pH 7.5, 30°C",640705,,,,
15058,2.7.11.14,Bos taurus,5461,0.065,"pH 7.5, 25°C",640699,CHEBI:91207,,,
15059,2.7.11.14,Bos taurus,12414,0.08,"pH 7.5, 25°C",640699,,,,
15060,2.7.11.14,Bos taurus,227,0.3,"pH 7.5, 30°C",640727,,,,
15061,2.7.11.14,Bos taurus,43641,0.52,"pH 7.5, 30°C",640705,,,,
15062,2.7.11.14,Bos taurus,20026,0.9,"pH 7.5, 25°C",640703,,,,
15063,2.7.11.15,Bos taurus,2,-999.0,,662345,,,,
15064,2.7.11.15,Bos taurus,227,0.00015,,645005,,,,
15065,2.7.11.17,eukaryota,2,-999.0,Ki values of the pseudosubstrates in nano- to micromolar range,490801,,,,
15066,2.7.11.17,Homo sapiens,2,-999.0,inhibition kinetics for positively charged pea protein-derived peptides,666139,,,,
15067,2.7.11.18,eukaryota,2,-999.0,Ki values of the pseudosubstrates in nano- to micromolar range,490801,,,,
15068,2.7.11.19,Homo sapiens,2,-999.0,Ki values of the pseudosubstrates in nano- to micromolar range,490801,,,,
15069,2.7.11.19,Mus musculus,2,-999.0,Ki values of the pseudosubstrates in nano- to micromolar range,490801,,,,
15070,2.7.11.19,Oryctolagus cuniculus,2,-999.0,Ki values of the pseudosubstrates in nano- to micromolar range,490801,,,,
15071,2.7.11.19,Oryctolagus cuniculus,23524,3.7e-07,"30°C, pH 8.2",728774,CHEBI:85085,,,
15072,2.7.11.19,Oryctolagus cuniculus,886,1.84e-05,"30°C, pH 8.2",728774,CHEBI:15738,,C02079,Staurosporine
15073,2.7.11.21,Homo sapiens,19120,5e-07,"Ki, apparent dissociation constant, less than 0.0000005",703026,,,,
15074,2.7.11.21,Homo sapiens,4412,1e-06,time-dependent inhibition; time-dependent inhibition; time-dependent inhibition,678324,,,,
15075,2.7.11.21,Homo sapiens,886,2.6e-06,,678324,CHEBI:15738,,C02079,Staurosporine
15076,2.7.11.21,Homo sapiens,10043,3.4e-06,,678324,CHEBI:51913,,,
15077,2.7.11.21,Homo sapiens,14173,4.2e-06,,678324,CHEBI:66910,,,
15078,2.7.11.21,Homo sapiens,139505,1.1e-05,,678324,CHEBI:91336,,,
15079,2.7.11.21,Homo sapiens,10041,0.00012,,678324,,,,
15080,2.7.11.21,Homo sapiens,10042,0.00012,,678324,CHEBI:88220,,,
15081,2.7.11.21,Homo sapiens,886,0.00015,,678324,CHEBI:15738,,C02079,Staurosporine
15082,2.7.11.21,Homo sapiens,10040,0.00024,,678324,CHEBI:50924,,,
15083,2.7.11.21,Homo sapiens,7646,0.0003,,678324,CHEBI:38940,,,
15084,2.7.11.21,Homo sapiens,6878,0.00079,,678324,,,,
15085,2.7.11.21,Homo sapiens,886,0.00079,,678324,CHEBI:15738,,C02079,Staurosporine
15086,2.7.11.21,Homo sapiens,66041,0.00085,,678324,,,,
15087,2.7.11.21,Homo sapiens,886,0.0012,,678324,CHEBI:15738,,C02079,Staurosporine
15088,2.7.11.21,Homo sapiens,14174,0.0014,,678324,,,,
15089,2.7.11.21,Homo sapiens,631,0.0015,time-dependent irreversible inhibition,678324,CHEBI:91862,,,
15090,2.7.11.21,Homo sapiens,2314,0.0022,,678324,CHEBI:45783,,,
15091,2.7.11.21,Homo sapiens,631,0.0028,,678324,CHEBI:91862,,,
15092,2.7.11.21,Homo sapiens,631,0.003,,678324,CHEBI:91862,,,
15093,2.7.11.21,Homo sapiens,770,0.0061,,678324,CHEBI:65329,,C15195,LY 294002
15094,2.7.11.21,Homo sapiens,770,0.0075,,678324,CHEBI:65329,,C15195,LY 294002
15095,2.7.11.21,Homo sapiens,10043,0.008,,678324,CHEBI:51913,,,
15096,2.7.11.21,Homo sapiens,7646,0.0093,,678324,CHEBI:38940,,,
15097,2.7.11.21,Homo sapiens,10043,0.016,,678324,CHEBI:51913,,,
15098,2.7.11.21,Homo sapiens,770,0.016,,678324,CHEBI:65329,,C15195,LY 294002
15099,2.7.11.21,Homo sapiens,2314,0.018,,678324,CHEBI:45783,,,
15100,2.7.11.21,Homo sapiens,10043,0.019,,678324,CHEBI:51913,,,
15101,2.7.11.21,Homo sapiens,14173,0.02,,678324,CHEBI:66910,,,
15102,2.7.11.21,Homo sapiens,10040,0.02,; ,678324,CHEBI:50924,,,
15103,2.7.11.21,Homo sapiens,4412,0.02,,678324,,,,
15104,2.7.11.21,Homo sapiens,14174,0.02,; ,678324,,,,
15105,2.7.11.21,Homo sapiens,10041,0.02,,678324,,,,
15106,2.7.11.21,Homo sapiens,10042,0.02,,678324,CHEBI:88220,,,
15107,2.7.11.21,Homo sapiens,2314,0.02,; ,678324,CHEBI:45783,,,
15108,2.7.11.21,Homo sapiens,770,0.02,,678324,CHEBI:65329,,C15195,LY 294002
15109,2.7.11.21,Homo sapiens,66997,0.02,; ,678324,CHEBI:66910,,,
15110,2.7.11.21,Homo sapiens,6878,0.02,,678324,,,,
15111,2.7.11.21,Homo sapiens,7646,0.02,; ,678324,CHEBI:38940,,,
15112,2.7.11.21,Homo sapiens,11793,0.02,,678324,CHEBI:91336,,,
15113,2.7.11.21,Homo sapiens,631,0.02,,678324,CHEBI:91862,,,
15114,2.7.11.21,Homo sapiens,10040,0.03,,678324,CHEBI:50924,,,
15115,2.7.11.22,Homo sapiens,71095,6e-06,,694510,,,,
15116,2.7.11.22,Homo sapiens,68311,2.3e-05,,691256,,,,
15117,2.7.11.22,Homo sapiens,68310,3.5e-05,,691256,,,,
15118,2.7.11.22,Homo sapiens,68313,3.8e-05,,691256,,,,
15119,2.7.11.22,Homo sapiens,68296,4.5e-05,,691256,,,,
15120,2.7.11.22,Homo sapiens,68327,4.6e-05,,691256,,,,
15121,2.7.11.22,Homo sapiens,68314,5.2e-05,,691256,,,,
15122,2.7.11.22,Homo sapiens,68332,6e-05,,691256,,,,
15123,2.7.11.22,Homo sapiens,68316,6e-05,,691256,,,,
15124,2.7.11.22,Homo sapiens,68335,6.2e-05,,691256,,,,
15125,2.7.11.22,Homo sapiens,68330,6.3e-05,,691256,,,,
15126,2.7.11.22,Homo sapiens,68315,8.6e-05,,691256,,,,
15127,2.7.11.22,Homo sapiens,68328,8.7e-05,,691256,,,,
15128,2.7.11.22,Homo sapiens,68295,8.9e-05,,691256,,,,
15129,2.7.11.22,Homo sapiens,68329,0.00012,,691256,,,,
15130,2.7.11.22,Homo sapiens,68331,0.00013,,691256,,,,
15131,2.7.11.22,Homo sapiens,68275,0.00015,,691256,,,,
15132,2.7.11.22,Homo sapiens,68321,0.00023,,691256,,,,
15133,2.7.11.22,Homo sapiens,68319,0.00024,,691256,,,,
15134,2.7.11.22,Homo sapiens,68277,0.00027,,691256,,,,
15135,2.7.11.22,Homo sapiens,68324,0.00027,,691256,,,,
15136,2.7.11.22,Homo sapiens,68317,0.00028,,691256,,,,
15137,2.7.11.22,Homo sapiens,68276,0.00031,,691256,,,,
15138,2.7.11.22,Homo sapiens,68320,0.00031,,691256,,,,
