Commentary,EC_number,KEGG_ID,KI_Value,LigandID,Literature,Mechanism,Mode,Name,Organism,Source,bigg.metabolite,chebiID,bigg.reaction
"uncompetitive inhibition and substrate inhibition with respect to L-Thr, noncompetitive inhibition with respect to AMP",4.3.1.19,C00022,,31,210823,,-,Pyruvate,Escherichia coli,BRENDA,pyr,CHEBI:32816,serd_l
,4.3.1.19,C00022,,31,210847,,-,Pyruvate,Escherichia coli,BRENDA,pyr,CHEBI:32816,serd_l
competitive with L-cystathionine,4.4.1.8,,,553,34690,,-,,Escherichia coli,BRENDA,cys__l,CHEBI:35235,cysds
mixed type inhibition,4.4.1.15,,,74,648731,,-,,Escherichia coli,BRENDA,cys__l,CHEBI:35235,cysdds
,4.4.1.15,C00038,,14,648731,,-,Zinc cation,Escherichia coli,BRENDA,zn2,CHEBI:29105,cysdds
,4.6.1.1,C00008,,13,34764,,-,ADP,Escherichia coli,BRENDA,adp,CHEBI:16761,adncyc
high concentrations,4.6.1.1,C00002,,4,34764,,-,ATP,Escherichia coli,BRENDA,atp,CHEBI:15422,adncyc
,4.6.1.1,C00076,,15,"34764, 34790",,-,Calcium cation,Escherichia coli,BRENDA,ca2,CHEBI:29108,adncyc
high concentrations,4.6.1.1,C00175,,23,"34764, 34790",,-,Cobalt ion,Escherichia coli,BRENDA,cobalt2,CHEBI:48828,adncyc
,4.6.1.1,C00013,,17,"34764, 34770, 34790",,-,Diphosphate,Escherichia coli,BRENDA,ppi,CHEBI:29888,adncyc
,4.6.1.1,C00044,,37,"34764, 34813",,-,GTP,Escherichia coli,BRENDA,gtp,CHEBI:15996,adncyc
,4.6.1.1,C00018,,32,"34790, 34813",,-,Pyridoxal phosphate,Escherichia coli,BRENDA,pydx5p,CHEBI:18405,adncyc
,4.6.1.1,C00038,,14,34790,,-,Zinc cation,Escherichia coli,BRENDA,zn2,CHEBI:29105,adncyc
"the native enzyme is completely insensitive to inhibition, the desensitized enzyme is strongly inhibited. Desensitization by heat converts the enzyme to its ultimate catalytic form",5.1.3.2,C00105,,915,2320,,-,UMP,Escherichia coli,BRENDA,ump,CHEBI:16695,udpg4e
reductive inhibition,5.1.3.2,C00842,,91858,2320,,-,dTDP-glucose,Escherichia coli,BRENDA,dtdpglu,CHEBI:15700,udpg4e
,5.1.3.2,C00004,,8,2320,,-,NADH,Escherichia coli,BRENDA,nadh,CHEBI:16908,udpg4e
"NADH associated with the purified enzyme is a component of the inactive, abortive complexes, enzyme-NADH-uridine nucleotide, that contain tightly bound uridine nucleotides in place of the epimerization intermediate UDP-4-keto-alpha-D-hexoglucopyranose. These complexes are produced in vivo in the course of bacterial growth",5.1.3.2,C00004,,8,2332,,-,NADH,Escherichia coli,BRENDA,nadh,CHEBI:16908,udpg4e
,5.1.3.4,C00266,,604,2396,,-,Glycolaldehyde,Escherichia coli,BRENDA,gcald,CHEBI:17071,rbp4e
,5.1.3.20,C00008,,13,2357,,-,ADP,Escherichia coli,BRENDA,adp,CHEBI:16761,agmhe
,5.1.3.20,C00498,,598,653940,,-,ADP-glucose,Escherichia coli,BRENDA,adpglc,CHEBI:15751,agmhe
,5.1.3.20,C00498,,1112,2357,,-,ADP-glucose,Escherichia coli,BRENDA,adpglc,CHEBI:15751,agmhe
,5.1.3.20,C00002,,4,2357,,-,ATP,Escherichia coli,BRENDA,atp,CHEBI:15422,agmhe
,5.1.3.20,C00004,,8,2357,,-,NADH,Escherichia coli,BRENDA,nadh,CHEBI:16908,agmhe
,5.3.1.1,C00988,,1317,2586,,-,2-Phosphoglycolate,Escherichia coli,BRENDA,2pglyc,CHEBI:17150,tpi
,5.3.1.3,C01413,,52,2684,,-,Cadmium,Escherichia coli,BRENDA,cd2,CHEBI:48775,fci
"essential for catalysis, but also competitive inhibitor for L-arabinose",5.3.1.4,,,11,2729,,-,,Escherichia coli,BRENDA,mn2,CHEBI:29035,arai
"suppressed enzyme synthesis by increased content from 0.1 to 1.5%, productivity maxima at 0.1%, if D-xylose is the carbon source: D-glucose supplementation suppresses formation of xylose isomerase",5.3.1.5,C00031,,35,671399,,-,D-Glucose,Escherichia coli,BRENDA,glc__d,CHEBI:4167,xyli1
,5.3.1.6,C00345,,391,2787,,-,6-Phospho-D-gluconate,Escherichia coli,BRENDA,6pgc,CHEBI:48928,rpi
,5.3.1.6,C00020,,30,2787,,-,AMP,Escherichia coli,BRENDA,amp,CHEBI:16027,rpi
,5.3.1.6,C01112,,6486,653911,,-,D-Arabinose 5-phosphate,Escherichia coli,BRENDA,ara5p,CHEBI:16241,rpi
,5.3.1.6,C00085,,453,2787,,-,D-Fructose 6-phosphate,Escherichia coli,BRENDA,f6p,CHEBI:61553,rpi
,5.3.1.6,C00009,,16,653911,,-,Orthophosphate,Escherichia coli,BRENDA,pi,CHEBI:26078,rpi
,5.3.1.8,C00644,,5992,660706,,-,D-Mannitol 1-phosphate,Escherichia coli,BRENDA,mnl1p,CHEBI:16298,man6pi
,5.3.1.9,C00345,,391,"2624, 2841",,-,6-Phospho-D-gluconate,Escherichia coli,BRENDA,6pgc,CHEBI:48928,pgi
,5.3.1.12,,,19,2619,,-,,Escherichia coli,BRENDA,cu2,CHEBI:29036,gui1
,5.3.1.12,,,153,2619,,-,,Escherichia coli,BRENDA,cys__l,CHEBI:35235,gui1
,5.3.1.12,C00038,,14,2619,,-,Zinc cation,Escherichia coli,BRENDA,zn2,CHEBI:29105,gui1
"0.01 mM, complete inhibition",5.3.1.13,C01413,,52,652445,,-,Cadmium,Escherichia coli,BRENDA,cd2,CHEBI:48775,a5piso
"0.01 mM, significant inhibition",5.3.1.13,C01413,,52,660993,,-,Cadmium,Escherichia coli,BRENDA,cd2,CHEBI:48775,a5piso
,5.3.1.13,C01413,,52,671856,,-,Cadmium,Escherichia coli,BRENDA,cd2,CHEBI:48775,a5piso
,5.3.1.13,C01413,,52,"2624, 715380",,-,Cadmium,Escherichia coli,BRENDA,cd2,CHEBI:48775,a5piso
,5.3.1.13,C00175,,23,2624,,-,Cobalt ion,Escherichia coli,BRENDA,cobalt2,CHEBI:48828,a5piso
,5.3.1.13,,,19,652445,,-,,Escherichia coli,BRENDA,cu2,CHEBI:29036,a5piso
,5.3.1.13,,,19,671856,,-,,Escherichia coli,BRENDA,cu2,CHEBI:29036,a5piso
best inhibitor,5.3.1.13,C03393,,93343,2625,,-,4-Phospho-D-erythronate,Escherichia coli,BRENDA,4per,CHEBI:49003,a5piso
"0.01 mM, complete inhibition",5.3.1.13,C00703,,33,652445,,-,Mercury(2+),Escherichia coli,BRENDA,hg2,CHEBI:16793,a5piso
"0.01 mM, significant inhibition",5.3.1.13,C00703,,33,660993,,-,Mercury(2+),Escherichia coli,BRENDA,hg2,CHEBI:16793,a5piso
,5.3.1.13,C00703,,33,671856,,-,Mercury(2+),Escherichia coli,BRENDA,hg2,CHEBI:16793,a5piso
,5.3.1.13,C00703,,33,715380,,-,Mercury(2+),Escherichia coli,BRENDA,hg2,CHEBI:16793,a5piso
,5.3.1.13,,,11,2624,,-,,Escherichia coli,BRENDA,mn2,CHEBI:29035,a5piso
,5.3.1.13,,,38,652445,,-,,Escherichia coli,BRENDA,ni2,CHEBI:49786,a5piso
"; 0.01 mM, complete inhibition, IC50: 0.001-0.003 mM",5.3.1.13,C00038,,14,652445,,-,Zinc cation,Escherichia coli,BRENDA,zn2,CHEBI:29105,a5piso
"0.01 mM, significant inhibition",5.3.1.13,C00038,,14,660993,,-,Zinc cation,Escherichia coli,BRENDA,zn2,CHEBI:29105,a5piso
0.01 mM,5.3.1.13,C00038,,14,662042,,-,Zinc cation,Escherichia coli,BRENDA,zn2,CHEBI:29105,a5piso
,5.3.1.13,C00038,,14,671856,,-,Zinc cation,Escherichia coli,BRENDA,zn2,CHEBI:29105,a5piso
inhibits substrate binding by the enzyme in a reversible manner,5.3.1.13,C00038,,14,701812,,-,Zinc cation,Escherichia coli,BRENDA,zn2,CHEBI:29105,a5piso
Zn2+ inhibits substrate binding in a reversible manner,5.3.1.13,C00038,,14,714743,,-,Zinc cation,Escherichia coli,BRENDA,zn2,CHEBI:29105,a5piso
,5.3.1.13,C00038,,14,"2624, 715380",,-,Zinc cation,Escherichia coli,BRENDA,zn2,CHEBI:29105,a5piso
product inhibition,5.3.1.24,C01302,,1250,4611,,-,1-(2-Carboxyphenylamino)-1-deoxy-D-ribulose 5-phosphate,Escherichia coli,BRENDA,2cpr5p,CHEBI:29112,praii
in presence of 0.2 mM CoCl2,5.4.2.7,C00076,,15,3340,,-,Calcium cation,Escherichia coli,BRENDA,ca2,CHEBI:29108,ppm2
in presence of 0.2 mM CoCl2,5.4.2.7,C01413,,52,3340,,-,Cadmium,Escherichia coli,BRENDA,cd2,CHEBI:48775,ppm2
in presence of 0.2 mM CoCl2,5.4.2.7,,,19,3340,,-,,Escherichia coli,BRENDA,cu2,CHEBI:29036,ppm2
in presence of 0.2 mM CoCl2,5.4.2.7,C14819,,70,3340,,-,Fe3+,Escherichia coli,BRENDA,fe3,CHEBI:29034,ppm2
"50 mM, 95% inhibition",5.4.2.7,C00009,,16,3340,,-,Orthophosphate,Escherichia coli,BRENDA,pi,CHEBI:26078,ppm2
"50 mM, 85% inhibition",5.4.2.7,C00059,,245,3340,,-,Sulfate,Escherichia coli,BRENDA,so4,CHEBI:26836,ppm2
in presence of 0.2 mM CoCl2,5.4.2.7,C00038,,14,3340,,-,Zinc cation,Escherichia coli,BRENDA,zn2,CHEBI:29105,ppm2
80% reduced activity,5.4.2.10,C00076,,15,210870,,-,Calcium cation,Escherichia coli,BRENDA,ca2,CHEBI:29108,pgamt
80% reduced activity,5.4.2.10,,,11,210870,,-,,Escherichia coli,BRENDA,mn2,CHEBI:29035,pgamt
"efficient autophosphorylation, but absence of catalytic activity",5.4.2.10,C00038,,14,210870,,-,Zinc cation,Escherichia coli,BRENDA,zn2,CHEBI:29105,pgamt
,5.4.99.5,,,203,"3535, 3543, 3564, 3574",,-,,Escherichia coli,BRENDA,phe__l,CHEBI:58095,chorm
,5.4.99.5,,,415,"3535, 3557, 3564",,-,,Escherichia coli,BRENDA,tyr__l,CHEBI:58315,chorm
competitive,5.4.99.5,C00254,,353,3574,,-,Prephenate,Escherichia coli,BRENDA,pphn,CHEBI:84387,chorm
competitive inhibition,5.4.99.5,C00254,,353,390552,,-,Prephenate,Escherichia coli,BRENDA,pphn,CHEBI:84387,chorm
inhibition is weakened by chloride,6.1.1.1,C00020,,30,650300,,-,AMP,Escherichia coli,BRENDA,amp,CHEBI:16027,tyrtrs
"inhibition in presence of 1 mM free Mg2+, no inhibition in presence of 10 mM free Mg2+",6.1.1.1,C01327,,298,650300,,-,Hydrochloric acid,Escherichia coli,BRENDA,cl,CHEBI:17883,tyrtrs
inhibition is strengthened by chloride,6.1.1.1,C00013,,17,650300,,-,Diphosphate,Escherichia coli,BRENDA,ppi,CHEBI:29888,tyrtrs
inhibition in presence of 1 mM free Mg2+,6.1.1.1,C00059,,160,650300,,-,Sulfate,Escherichia coli,BRENDA,so4,CHEBI:26836,tyrtrs
"oxidizes cysteine182 residue critical for editing, which leads to Ser-tRNAThr formation and protein mistranslation that impaired growth of Escherichia coli. Presence of major heat shock proteases is required to allow cell growth in medium containing serine and hydrogen peroxide, which suggests that the mistranslated proteins are misfolded",6.1.1.3,,,1126,716771,,-,,Escherichia coli,BRENDA,h2o2,CHEBI:29192,thrtrs
inhibits the editing reaction,6.1.1.3,C00038,,14,662829,,-,Zinc cation,Escherichia coli,BRENDA,zn2,CHEBI:29105,thrtrs
,6.1.1.4,C00131,,2704,429,,-,dATP,Escherichia coli,BRENDA,datp,CHEBI:16284,leutrs
,6.1.1.4,C00212,,122,429,,-,Adenosine,Escherichia coli,BRENDA,adn,CHEBI:16335,leutrs
,6.1.1.4,C00008,,13,429,,-,ADP,Escherichia coli,BRENDA,adp,CHEBI:16761,leutrs
,6.1.1.4,C00020,,30,429,,-,AMP,Escherichia coli,BRENDA,amp,CHEBI:16027,leutrs
,6.1.1.4,C00081,,229,429,,-,ITP,Escherichia coli,BRENDA,itp,CHEBI:16039,leutrs
partly inhibits the binding of tRNA,6.1.1.5,C00013,,17,454,,-,Diphosphate,Escherichia coli,BRENDA,ppi,CHEBI:29888,iletrs
,6.1.1.6,C01672,,533,652528,,-,Cadaverine,Escherichia coli,BRENDA,15dap,CHEBI:18127,lystrs
"synthesis of lysyl-tRNA from lysyl-AMP-enzyme inhibited, formation of Lys-tRNALys from lysine, tRNA and ATP-enzyme complex or ATP is dependent on Mg2+",6.1.1.6,C00305,,6,484,,-,Magnesium cation,Escherichia coli,BRENDA,mg2,CHEBI:18420,lystrs
competitive versus L-lysine,6.1.1.6,C00077,,576,652528,,-,L-Ornithine,Escherichia coli,BRENDA,orn,CHEBI:15729,lystrs
,6.1.1.6,C00038,,14,674885,,-,Zinc cation,Escherichia coli,BRENDA,zn2,CHEBI:29105,lystrs
"denaturation at 3.3 M, the Zn2+-depleted enzyme is much more sensitive to denaturation by urea than the native enzyme",6.1.1.7,,,116,649422,,-,,Escherichia coli,BRENDA,urea,CHEBI:32285,alatrs
"maximal inhibition at MgCl2 concentration from 4.0 mM to 10 mM, effective inhibition at high concentration of diphosphate",6.1.1.10,C00212,,122,34,,-,Adenosine,Escherichia coli,BRENDA,adn,CHEBI:16335,mettrs
,6.1.1.11,C00013,,17,84,,-,Diphosphate,Escherichia coli,BRENDA,ppi,CHEBI:29888,sertrs
inhibits deacylation of Cys-tRNACys,6.1.1.16,,,153,181,,-,,Escherichia coli,BRENDA,cys__l,CHEBI:35235,cystrs
,6.1.1.19,C00002,,90970,280,,-,ATP,Escherichia coli,BRENDA,atp,CHEBI:15422,argtrs
,6.1.1.19,,,1464,269,,-,,Escherichia coli,BRENDA,citr__l,CHEBI:18211,argtrs
,6.1.1.19,C00077,,576,269,,-,L-Ornithine,Escherichia coli,BRENDA,orn,CHEBI:15729,argtrs
inhibition is fully reversible by the addition of zinc-complexing agents,6.1.1.20,C00038,,14,336,,-,Zinc cation,Escherichia coli,BRENDA,zn2,CHEBI:29105,phetrs
"inhibition of tRNAPhe aminoacylation, required for conversion of ATP into diadenosine 5',5'''-P1,P4-tetraphosphate",6.1.1.20,C00038,,14,337,,-,Zinc cation,Escherichia coli,BRENDA,zn2,CHEBI:29105,phetrs
weak,6.1.1.21,C00013,,17,369,,-,Diphosphate,Escherichia coli,BRENDA,ppi,CHEBI:29888,histrs
,6.1.1.21,C00860,,2488,369,,-,L-Histidinol,Escherichia coli,BRENDA,histd,CHEBI:16255,histrs
"inhibition at 15 mM, optimal activation at 5-10 mM",6.1.1.21,C00305,,6,369,,-,Magnesium cation,Escherichia coli,BRENDA,mg2,CHEBI:18420,histrs
,6.2.1.5,C00026,,34,799,,-,2-Oxoglutarate,Escherichia coli,BRENDA,akg,CHEBI:30915,sucoas
adenosine 5´-tetraphosphate formation,6.2.1.5,C00008,,13,823,,-,ADP,Escherichia coli,BRENDA,adp,CHEBI:16761,sucoas
,6.2.1.5,C00002,,4,799,,-,ATP,Escherichia coli,BRENDA,atp,CHEBI:15422,sucoas
,6.2.1.5,C00004,,8,799,,-,NADH,Escherichia coli,BRENDA,nadh,CHEBI:16908,sucoas
presence of succinate plus CoA inhibits adenosine 5'-tetraphosphate formation,6.2.1.5,C00042,,58,823,,-,Succinate,Escherichia coli,BRENDA,succ,CHEBI:15741,sucoas
,6.2.1.26,C14818,,25,648945,,-,Fe2+,Escherichia coli,BRENDA,fe2,CHEBI:29033,sucbzl
,6.2.1.26,C00703,,33,648945,,-,Mercury(2+),Escherichia coli,BRENDA,hg2,CHEBI:16793,sucbzl
above 1 mM,6.2.1.26,C00305,,6,648945,,-,Magnesium cation,Escherichia coli,BRENDA,mg2,CHEBI:18420,sucbzl
,6.3.1.1,C00049,,294,858,,-,L-Aspartate,Escherichia coli,BRENDA,asp__l,CHEBI:17053,asns2
,6.3.1.2,C00020,,30,37497,,-,AMP,Escherichia coli,BRENDA,amp,CHEBI:16027,glns
"no feedback inhibition of unadenylated enzyme form, enhanced sensitivity to feedback inhibition by adenylated enzyme form",6.3.1.2,C00020,,30,661216,,-,AMP,Escherichia coli,BRENDA,amp,CHEBI:16027,glns
,6.3.1.2,,,60,37497,,-,,Escherichia coli,BRENDA,ctp,CHEBI:37563,glns
"no feedback inhibition of unadenylated enzyme form, enhanced sensitivity to feedback inhibition by adenylated enzyme form",6.3.1.2,,,60,661216,,-,,Escherichia coli,BRENDA,ctp,CHEBI:37563,glns
,6.3.1.2,C00352,,2841,37497,,-,D-Glucosamine 6-phosphate,Escherichia coli,BRENDA,gam6p,CHEBI:47987,glns
,6.3.1.2,,,163,37497,,-,,Escherichia coli,BRENDA,gly,CHEBI:57305,glns
"no feedback inhibition of unadenylated enzyme form, enhanced sensitivity to feedback inhibition by adenylated enzyme form",6.3.1.2,,,1062,661216,,-,,Escherichia coli,BRENDA,his__l,CHEBI:57595,glns
,6.3.1.2,C02989,,4830,694057,,-,L-Methionine S-oxide,Escherichia coli,BRENDA,metsox_s__l,CHEBI:17016,glns
,6.3.1.2,,,870,37497,,-,,Escherichia coli,BRENDA,ser__l,CHEBI:33384,glns
,6.3.1.2,,,817,37497,,-,,Escherichia coli,BRENDA,trp__l,CHEBI:57912,glns
"no feedback inhibition of unadenylated enzyme form, enhanced sensitivity to feedback inhibition by adenylated enzyme form",6.3.1.2,,,817,661216,,-,,Escherichia coli,BRENDA,trp__l,CHEBI:57912,glns
,6.3.1.5,C00212,,122,953,,-,Adenosine,Escherichia coli,BRENDA,adn,CHEBI:16335,nads1
slightly inhibiting above 5 mM,6.3.1.5,C00305,,6,653053,,-,Magnesium cation,Escherichia coli,BRENDA,mg2,CHEBI:18420,nads1
"can satisfy the metal ion requirement at low concentrations, at high concentrations Mn2+ markedly inhibits",6.3.1.5,,,11,953,,-,,Escherichia coli,BRENDA,mn2,CHEBI:29035,nads1
slight,6.3.2.1,,,15467,978,,-,,Escherichia coli,BRENDA,23dappa,CHEBI:58468,pants
slight,6.3.2.1,C01013,,4480,978,,-,3-Hydroxypropanoate,Escherichia coli,BRENDA,3hpp,CHEBI:33404,pants
27% inhibition at 1 mM,6.3.2.1,,,597,977,,-,,Escherichia coli,BRENDA,4abut,CHEBI:59888,pants
,6.3.2.1,,,597,"978, 979",,-,,Escherichia coli,BRENDA,4abut,CHEBI:59888,pants
,6.3.2.1,,,75,"977, 978, 979",,-,,Escherichia coli,BRENDA,ag,CHEBI:49468,pants
,6.3.2.1,C00020,,30,979,,-,AMP,Escherichia coli,BRENDA,amp,CHEBI:16027,pants
uncompetitive,6.3.2.1,C00049,,304,979,,-,L-Aspartate,Escherichia coli,BRENDA,asp__l,CHEBI:17053,pants
24% inhibition at 1 mM,6.3.2.1,C00049,,724,977,,-,L-Aspartate,Escherichia coli,BRENDA,asp__l,CHEBI:17053,pants
,6.3.2.1,C00076,,15,"977, 978, 979",,-,Calcium cation,Escherichia coli,BRENDA,ca2,CHEBI:29108,pants
,6.3.2.1,C00175,,23,"977, 978",,-,Cobalt ion,Escherichia coli,BRENDA,cobalt2,CHEBI:48828,pants
,6.3.2.1,,,19,"977, 978, 979",,-,,Escherichia coli,BRENDA,cu2,CHEBI:29036,pants
weak,6.3.2.1,,,153,979,,-,,Escherichia coli,BRENDA,cys__l,CHEBI:35235,pants
,6.3.2.1,C00013,,17,979,,-,Diphosphate,Escherichia coli,BRENDA,ppi,CHEBI:29888,pants
slight,6.3.2.1,C14818,,25,977,,-,Fe2+,Escherichia coli,BRENDA,fe2,CHEBI:29033,pants
,6.3.2.1,C14818,,25,"978, 979",,-,Fe2+,Escherichia coli,BRENDA,fe2,CHEBI:29033,pants
32% inhibition at 1 mM,6.3.2.1,C00257,,4525,"977, 978",,-,D-Gluconic acid,Escherichia coli,BRENDA,glcn,CHEBI:33198,pants
30% inhibition at 1 mM,6.3.2.1,C00160,,479,"977, 978",,-,Glycolate,Escherichia coli,BRENDA,glyclt,CHEBI:17497,pants
,6.3.2.1,C00703,,33,"977, 978, 979",,-,Mercury(2+),Escherichia coli,BRENDA,hg2,CHEBI:16793,pants
,6.3.2.1,,,251,"978, 979",,-,,Escherichia coli,BRENDA,ala__l,CHEBI:57972,pants
,6.3.2.1,,,835,978,,-,,Escherichia coli,BRENDA,val__l,CHEBI:57762,pants
uncompetitive,6.3.2.1,,,835,979,,-,,Escherichia coli,BRENDA,val__l,CHEBI:57762,pants
inhibition above 10 mM,6.3.2.1,C00305,,6,977,,-,Magnesium cation,Escherichia coli,BRENDA,mg2,CHEBI:18420,pants
inhibition above 5 mM,6.3.2.1,,,11,977,,-,,Escherichia coli,BRENDA,mn2,CHEBI:29035,pants
slight,6.3.2.1,,,38,"977, 978",,-,,Escherichia coli,BRENDA,ni2,CHEBI:49786,pants
,6.3.2.1,,,38,979,,-,,Escherichia coli,BRENDA,ni2,CHEBI:49786,pants
,6.3.2.1,C00864,,3661,979,,-,Pantothenate,Escherichia coli,BRENDA,pnto__r,CHEBI:46905,pants
52% inhibition at 1 mM,6.3.2.1,,,595,977,,-,,Escherichia coli,BRENDA,taur,CHEBI:507393,pants
,6.3.2.1,,,595,"978, 979",,-,,Escherichia coli,BRENDA,taur,CHEBI:507393,pants
,6.3.2.1,C00038,,14,"977, 978, 979",,-,Zinc cation,Escherichia coli,BRENDA,zn2,CHEBI:29105,pants
,6.3.2.2,C00703,,33,1120,,-,Mercury(2+),Escherichia coli,BRENDA,hg2,CHEBI:16793,glucys
,6.3.2.4,C00463,,49126,727157,,-,Indole,Escherichia coli,BRENDA,indole,CHEBI:16881,alaalar
,6.3.2.4,,,1348,"1235, 1236",,-,,Escherichia coli,BRENDA,alaala,CHEBI:57822,alaalar
,6.3.2.4,,,163,1235,,-,,Escherichia coli,BRENDA,gly,CHEBI:57305,alaalar
competitive with respect to 1-(5'-phosphoribosyl)-5-amino-4-carboxyimidazole,6.3.2.6,C00130,,232,661204,,-,IMP,Escherichia coli,BRENDA,imp,CHEBI:17202,prascsi
,6.3.2.8,C00008,,13,662701,,-,ADP,Escherichia coli,BRENDA,adp,CHEBI:16761,uamas
,6.3.2.8,,,163,"1286, 1289",,-,,Escherichia coli,BRENDA,gly,CHEBI:57305,uamas
weak,6.3.2.8,,,336,"1286, 1288",,-,,Escherichia coli,BRENDA,cys__l,CHEBI:35235,uamas
,6.3.2.8,C00186,,403,1286,,-,(S)-Lactate,Escherichia coli,BRENDA,lac__l,CHEBI:422,uamas
,6.3.2.8,,,262,"1286, 1289",,-,,Escherichia coli,BRENDA,ser__l,CHEBI:33384,uamas
,6.3.2.8,C01212,,4287,1289,,-,UDP-N-acetylmuramoyl-L-alanine,Escherichia coli,BRENDA,uama,CHEBI:84726,uamas
,6.3.2.9,C00025,,202,1293,,-,L-Glutamate,Escherichia coli,BRENDA,glu__l,CHEBI:16015,uamags
,6.3.2.9,C00692,,3850,"1276, 1293",,-,UDP-N-acetylmuramoyl-L-alanyl-D-glutamate,Escherichia coli,BRENDA,uamag,CHEBI:16970,uamags
inhibition of wild-type enzyme,6.3.2.10,C00033,,47,651110,,-,Acetate,Escherichia coli,BRENDA,ac,CHEBI:15366,ugmdds
slight inhibition of wild-type enzyme,6.3.2.10,C00246,,462,651110,,-,Butanoic acid,Escherichia coli,BRENDA,but,CHEBI:30772,ugmdds
inhibition of wild-type enzyme,6.3.2.10,C00058,,120,651110,,-,Formate,Escherichia coli,BRENDA,for,CHEBI:30751,ugmdds
inhibition of wild-type enzyme,6.3.2.10,C00163,,312,651110,,-,Propanoate,Escherichia coli,BRENDA,ppa,CHEBI:30768,ugmdds
"500 mM, 44% inhibition",6.3.2.13,C00246,,462,651110,,-,Butanoic acid,Escherichia coli,BRENDA,but,CHEBI:30772,uaagds
treatment of cells with trimethoprim leads to inhibition due to accumulation of dihydrofolate through the inhibition of dihydrofolate reductase. Therefore falling dihydrofolate reductase activity leads to falling folylpolyglutamate synthase activity in a domino-like cascade,6.3.2.17,C00415,,1351,694310,,-,Dihydrofolate,Escherichia coli,BRENDA,dhf,CHEBI:15633,dhfs
5% inhibition of ATP binding at 0.1 mM,6.3.2.17,C00921,,12509,649464,,-,Dihydropteroate,Escherichia coli,BRENDA,dhpt,CHEBI:4581,dhfs
,6.3.3.1,C00008,,13,1308,,-,ADP,Escherichia coli,BRENDA,adp,CHEBI:16761,prais
,6.3.3.1,C00009,,16,1308,,-,Orthophosphate,Escherichia coli,BRENDA,pi,CHEBI:26078,prais
,6.3.3.3,C00147,,144,653958,,-,Adenine,Escherichia coli,BRENDA,ade,CHEBI:16708,dbts
competitive to ATP,6.3.3.3,C00008,,13,1334,,-,ADP,Escherichia coli,BRENDA,adp,CHEBI:16761,dbts
,6.3.3.3,C00008,,13,1338,,-,ADP,Escherichia coli,BRENDA,adp,CHEBI:16761,dbts
,6.3.3.3,C00020,,30,1338,,-,AMP,Escherichia coli,BRENDA,amp,CHEBI:16027,dbts
"10 mM, 30% inhibition",6.3.3.3,,,2553,1334,,-,,Escherichia coli,BRENDA,dtbt,CHEBI:42280,dbts
"no guanosine, kact: 1.5/sec, KA: 0.21 mM, Ki: 0.36 mM; the GTP analogue is capable of inhibiting Gln-dependent CTP formation at over 0.15 mM",6.3.4.2,C00286,,5697,674909,,-,dGTP,Escherichia coli,BRENDA,dgtp,CHEBI:16497,ctps2
,6.3.4.2,C00330,,36605,674909,,-,Deoxyguanosine,Escherichia coli,BRENDA,dgsn,CHEBI:17172,ctps2
,6.3.4.2,C00147,,144,702613,,-,Adenine,Escherichia coli,BRENDA,ade,CHEBI:16708,ctps2
,6.3.4.2,C00212,,122,674909,,-,Adenosine,Escherichia coli,BRENDA,adn,CHEBI:16335,ctps2
above 2 mM,6.3.4.2,C00175,,23,649002,,-,Cobalt ion,Escherichia coli,BRENDA,cobalt2,CHEBI:48828,ctps2
,6.3.4.2,,,60,648986,,-,,Escherichia coli,BRENDA,ctp,CHEBI:37563,ctps2
IC50: 0.15 mM,6.3.4.2,,,60,649000,,-,,Escherichia coli,BRENDA,ctp,CHEBI:37563,ctps2
"inhibition is not reversed by EDTA, in presence of dithiothreitol inhibition at concentrations below 0.2 mM",6.3.4.2,,,19,649002,,-,,Escherichia coli,BRENDA,cu2,CHEBI:29036,ctps2
weak,6.3.4.2,C04322,,3810,648963,,-,Delta1-Pyrroline-5-carboxylate,Escherichia coli,BRENDA,1pyr5c,CHEBI:1372,ctps2
,6.3.4.2,C00035,,53,674909,,-,GDP,Escherichia coli,BRENDA,gdp,CHEBI:17552,ctps2
,6.3.4.2,C00144,,162,674909,,-,GMP,Escherichia coli,BRENDA,gmp,CHEBI:17345,ctps2
"inhibition of glutamine-dependent CTP formation above 0.15 mM, inhibition of glutamine-dependent CTP formation in a concentration-dependent manner",6.3.4.2,C00044,,37,661241,,-,GTP,Escherichia coli,BRENDA,gtp,CHEBI:15996,ctps2
"0.1 mM guanosine, kact: 10.3/sec, KA: 0.088 mM, Ki: 0.22 mM; 0.2 mM guanosine, kact: 8.2/sec, KA: 0.078 mM, Ki: 0.12 mM; allosteric effector, structural requirements for activation are stringent, but requirements for inhibition are lax. GTP promotes Gln hydrolysis but inhibits Gln-dependent CTP formation at concentrations of over 0.15 mM; no guanosine, kact: 10.6/sec, KA: 0.081 mM, Ki: 0.28 mM",6.3.4.2,C00044,,37,674909,,-,GTP,Escherichia coli,BRENDA,gtp,CHEBI:15996,ctps2
"GTP acts a positive allosteric effector for Gln-dependent CTP formation. However, at concentrations exceeding 0.15 mM, GTP inhibits Gln-dependent CTP formation. Moreover, GTP is an inhibitor of NH3-dependent CTP formation at all concentrations",6.3.4.2,C00044,,37,702613,,-,GTP,Escherichia coli,BRENDA,gtp,CHEBI:15996,ctps2
