,Commentary,Compound,EC_number,KEGG_ID,KI_Value,LigandID,LigandName,Literature,Mode,Organism,Source,bigg.metabolite,chebiID,bigg.reaction
170309,,CoA,2.7.7.3,C00010,,18,9 CoA,674344,-,Escherichia coli,BRENDA,coa,CHEBI:15346,ptpati
170310,,CoA,2.7.7.3,C00010,,18,5 CoA,674344,-,Escherichia coli,BRENDA,coa,CHEBI:15346,ptpati
170311,,CoA,2.7.7.3,C00010,,18,10 CoA,674344,-,Escherichia coli,BRENDA,coa,CHEBI:15346,ptpati
170312,,CoA,2.7.7.3,C00010,,18,6 CoA,674344,-,Escherichia coli,BRENDA,coa,CHEBI:15346,ptpati
170327,,Dephospho-CoA,2.7.7.3,C00882,,2018,dephospho-CoA,674344,-,Escherichia coli,BRENDA,dpcoa,CHEBI:15468,ptpati
170328,,Diphosphate,2.7.7.3,C00013,,17,diphosphate,674344,-,Escherichia coli,BRENDA,ppi,CHEBI:29888,ptpati
170329,,Diphosphate,2.7.7.3,C00013,,17,2 diphosphate,674344,-,Escherichia coli,BRENDA,ppi,CHEBI:29888,ptpati
170330,,Diphosphate,2.7.7.3,C00013,,17,5 diphosphate,674344,-,Escherichia coli,BRENDA,ppi,CHEBI:29888,ptpati
170331,,Diphosphate,2.7.7.3,C00013,,17,6 diphosphate,674344,-,Escherichia coli,BRENDA,ppi,CHEBI:29888,ptpati
170332,,Diphosphate,2.7.7.3,C00013,,17,7 diphosphate,674344,-,Escherichia coli,BRENDA,ppi,CHEBI:29888,ptpati
170333,,Diphosphate,2.7.7.3,C00013,,17,8 diphosphate,674344,-,Escherichia coli,BRENDA,ppi,CHEBI:29888,ptpati
170334,,Diphosphate,2.7.7.3,C00013,,17,3 diphosphate,674344,-,Escherichia coli,BRENDA,ppi,CHEBI:29888,ptpati
170335,,Diphosphate,2.7.7.3,C00013,,17,4 diphosphate,674344,-,Escherichia coli,BRENDA,ppi,CHEBI:29888,ptpati
170336,,Diphosphate,2.7.7.3,C00013,,17,9 diphosphate,674344,-,Escherichia coli,BRENDA,ppi,CHEBI:29888,ptpati
170337,,Diphosphate,2.7.7.3,C00013,,17,13 diphosphate,674344,-,Escherichia coli,BRENDA,ppi,CHEBI:29888,ptpati
170338,,Diphosphate,2.7.7.3,C00013,,17,14 diphosphate,674344,-,Escherichia coli,BRENDA,ppi,CHEBI:29888,ptpati
170339,,Diphosphate,2.7.7.3,C00013,,17,19 diphosphate,674344,-,Escherichia coli,BRENDA,ppi,CHEBI:29888,ptpati
170340,,Diphosphate,2.7.7.3,C00013,,17,20 diphosphate,674344,-,Escherichia coli,BRENDA,ppi,CHEBI:29888,ptpati
170341,,Diphosphate,2.7.7.3,C00013,,17,21 diphosphate,674344,-,Escherichia coli,BRENDA,ppi,CHEBI:29888,ptpati
170344,,Pantetheine 4'-phosphate,2.7.7.3,C01134,,6013,phosphopantetheine,674344,-,Escherichia coli,BRENDA,pan4p,CHEBI:4222,ptpati
171665,,dTDP-glucose,2.7.7.9,C00842,,1766,TDP-glucose,643748,-,Escherichia coli,BRENDA,dtdpglu,CHEBI:15700,galui
171666,,dTDP-L-rhamnose,2.7.7.9,C03319,,112019,TDP-rhamnose,643748,-,Escherichia coli,BRENDA,dtdprmn,CHEBI:15774,galui
171740,product/substrate inhibition,alpha-D-Galactose 1-phosphate,2.7.7.12,C00446,,493,alpha-D-galactose 1-phosphate,642838,-,Escherichia coli,BRENDA,gal1p,CHEBI:17973,uglt
171743,competitive substrate inhibition in the forward reaction,alpha-D-Galactose 1-phosphate,2.7.7.12,C00446,,493,alpha-D-galactose 1-phosphate,722427,-,Escherichia coli,BRENDA,gal1p,CHEBI:17973,uglt
171747,product/substrate inhibition,D-Glucose 1-phosphate,2.7.7.12,C00103,,107,alpha-D-glucose 1-phosphate,642838,-,Escherichia coli,BRENDA,g1p,CHEBI:29042,uglt
171748,product/substrate inhibition,D-Glucose 1-phosphate,2.7.7.12,C00103,,107,2 alpha-D-glucose 1-phosphate,642838,-,Escherichia coli,BRENDA,g1p,CHEBI:29042,uglt
171804,product/substrate inhibition,UDP-alpha-D-galactose,2.7.7.12,C00052,,129,UDP-galactose,642838,-,Escherichia coli,BRENDA,udpgal,CHEBI:67119,uglt
171805,the product of the forward reaction is a competitive inhibitor with respect to UDP-glucose and a mixed inhibitor with respect to galactose 1-phosphate,UDP-alpha-D-galactose,2.7.7.12,C00052,,129,UDP-galactose,722427,-,Escherichia coli,BRENDA,udpgal,CHEBI:67119,uglt
171811,product/substrate inhibition,UDP-glucose,2.7.7.12,C00029,,64,UDP-glucose,642838,-,Escherichia coli,BRENDA,udpg,CHEBI:46229,uglt
171812,product/substrate inhibition,UDP-glucose,2.7.7.12,C00029,,64,2 UDP-glucose,642838,-,Escherichia coli,BRENDA,udpg,CHEBI:46229,uglt
172665,slight product inhibition in reverse reaction,UDP-N-acetyl-alpha-D-glucosamine,2.7.7.23,C00043,,126,UDP-N-acetyl-D-glucosamine,288685,-,Escherichia coli,BRENDA,uacgam,CHEBI:16264,uagdp
172671,competitive to dTTP,dTDP-glucose,2.7.7.24,C00842,,903,dTDP-glucose,643081,-,Escherichia coli,BRENDA,dtdpglu,CHEBI:15700,g1ptt
172673,competitive to dTDPglucose and non-competitive to alpha-D-glucose 1-phosphate,,2.7.7.24,,,145,dTTP,643081,-,Escherichia coli,BRENDA,dttp,CHEBI:37568,g1ptt
172928,allosteric inhibitor; not,ADP,2.7.7.27,C00008,,13,ADP,643144,-,Escherichia coli,BRENDA,adp,CHEBI:16761,glgc
172929,allosteric inhibitor; not,ADP,2.7.7.27,C00008,,13,2 ADP,643144,-,Escherichia coli,BRENDA,adp,CHEBI:16761,glgc
172930,allosteric inhibitor; not,ADP,2.7.7.27,C00008,,13,16 ADP,643144,-,Escherichia coli,BRENDA,adp,CHEBI:16761,glgc
172931,allosteric inhibitor; not,ADP,2.7.7.27,C00008,,13,6 ADP,643144,-,Escherichia coli,BRENDA,adp,CHEBI:16761,glgc
172932,allosteric inhibitor; not,ADP,2.7.7.27,C00008,,13,3 ADP,643144,-,Escherichia coli,BRENDA,adp,CHEBI:16761,glgc
172933,allosteric inhibitor; not,ADP,2.7.7.27,C00008,,13,4 ADP,643144,-,Escherichia coli,BRENDA,adp,CHEBI:16761,glgc
173126,,ADP,2.7.7.27,C00008,,13,ADP,"643161, 643164",-,Escherichia coli,BRENDA,adp,CHEBI:16761,glgc
173127,,ADP,2.7.7.27,C00008,,13,2 ADP,"643161, 643164",-,Escherichia coli,BRENDA,adp,CHEBI:16761,glgc
173128,,ADP,2.7.7.27,C00008,,13,16 ADP,"643161, 643164",-,Escherichia coli,BRENDA,adp,CHEBI:16761,glgc
173129,,ADP,2.7.7.27,C00008,,13,6 ADP,"643161, 643164",-,Escherichia coli,BRENDA,adp,CHEBI:16761,glgc
173130,,ADP,2.7.7.27,C00008,,13,3 ADP,"643161, 643164",-,Escherichia coli,BRENDA,adp,CHEBI:16761,glgc
173131,,ADP,2.7.7.27,C00008,,13,4 ADP,"643161, 643164",-,Escherichia coli,BRENDA,adp,CHEBI:16761,glgc
173665,comparison of inhibition of wild-type and chimeric enzymes,AMP,2.7.7.27,C00020,,30,AMP,643152,-,Escherichia coli,BRENDA,amp,CHEBI:16027,glgc
173666,comparison of inhibition of wild-type and chimeric enzymes,AMP,2.7.7.27,C00020,,30,39 AMP,643152,-,Escherichia coli,BRENDA,amp,CHEBI:16027,glgc
173667,comparison of inhibition of wild-type and chimeric enzymes,AMP,2.7.7.27,C00020,,30,40 AMP,643152,-,Escherichia coli,BRENDA,amp,CHEBI:16027,glgc
173668,comparison of inhibition of wild-type and chimeric enzymes,AMP,2.7.7.27,C00020,,30,41 AMP,643152,-,Escherichia coli,BRENDA,amp,CHEBI:16027,glgc
173669,comparison of inhibition of wild-type and chimeric enzymes,AMP,2.7.7.27,C00020,,30,2 AMP,643152,-,Escherichia coli,BRENDA,amp,CHEBI:16027,glgc
173670,comparison of inhibition of wild-type and chimeric enzymes,AMP,2.7.7.27,C00020,,30,6 AMP,643152,-,Escherichia coli,BRENDA,amp,CHEBI:16027,glgc
173671,comparison of inhibition of wild-type and chimeric enzymes,AMP,2.7.7.27,C00020,,30,3 AMP,643152,-,Escherichia coli,BRENDA,amp,CHEBI:16027,glgc
173714,,AMP,2.7.7.27,C00020,,30,AMP,"643126, 643127, 643148, 643150, 643161, 643164, 661743, 663026",-,Escherichia coli,BRENDA,amp,CHEBI:16027,glgc
173715,,AMP,2.7.7.27,C00020,,30,39 AMP,"643126, 643127, 643148, 643150, 643161, 643164, 661743, 663026",-,Escherichia coli,BRENDA,amp,CHEBI:16027,glgc
173716,,AMP,2.7.7.27,C00020,,30,40 AMP,"643126, 643127, 643148, 643150, 643161, 643164, 661743, 663026",-,Escherichia coli,BRENDA,amp,CHEBI:16027,glgc
173717,,AMP,2.7.7.27,C00020,,30,41 AMP,"643126, 643127, 643148, 643150, 643161, 643164, 661743, 663026",-,Escherichia coli,BRENDA,amp,CHEBI:16027,glgc
173718,,AMP,2.7.7.27,C00020,,30,2 AMP,"643126, 643127, 643148, 643150, 643161, 643164, 661743, 663026",-,Escherichia coli,BRENDA,amp,CHEBI:16027,glgc
173719,,AMP,2.7.7.27,C00020,,30,6 AMP,"643126, 643127, 643148, 643150, 643161, 643164, 661743, 663026",-,Escherichia coli,BRENDA,amp,CHEBI:16027,glgc
173720,,AMP,2.7.7.27,C00020,,30,3 AMP,"643126, 643127, 643148, 643150, 643161, 643164, 661743, 663026",-,Escherichia coli,BRENDA,amp,CHEBI:16027,glgc
173880,physiological relevant inhibition,GTP,2.7.7.27,C00044,,37,GTP,643126,-,Escherichia coli,BRENDA,gtp,CHEBI:15996,glgc
173881,physiological relevant inhibition,GTP,2.7.7.27,C00044,,37,2 GTP,643126,-,Escherichia coli,BRENDA,gtp,CHEBI:15996,glgc
173882,physiological relevant inhibition,GTP,2.7.7.27,C00044,,37,3 GTP,643126,-,Escherichia coli,BRENDA,gtp,CHEBI:15996,glgc
174060,"in vitro, no physiological relevance",Orthophosphate,2.7.7.27,C00009,,16,phosphate,643126,-,Escherichia coli,BRENDA,pi,CHEBI:26078,glgc
174061,"in vitro, no physiological relevance",Orthophosphate,2.7.7.27,C00009,,16,2 phosphate,643126,-,Escherichia coli,BRENDA,pi,CHEBI:26078,glgc
174062,"in vitro, no physiological relevance",Orthophosphate,2.7.7.27,C00009,,16,16 phosphate,643126,-,Escherichia coli,BRENDA,pi,CHEBI:26078,glgc
174063,"in vitro, no physiological relevance",Orthophosphate,2.7.7.27,C00009,,16,6 phosphate,643126,-,Escherichia coli,BRENDA,pi,CHEBI:26078,glgc
174064,"in vitro, no physiological relevance",Orthophosphate,2.7.7.27,C00009,,16,3 phosphate,643126,-,Escherichia coli,BRENDA,pi,CHEBI:26078,glgc
174065,"in vitro, no physiological relevance",Orthophosphate,2.7.7.27,C00009,,16,4 phosphate,643126,-,Escherichia coli,BRENDA,pi,CHEBI:26078,glgc
174234,allosteric inhibitor,Orthophosphate,2.7.7.27,C00009,,16,phosphate,"643127, 643144",-,Escherichia coli,BRENDA,pi,CHEBI:26078,glgc
174235,allosteric inhibitor,Orthophosphate,2.7.7.27,C00009,,16,2 phosphate,"643127, 643144",-,Escherichia coli,BRENDA,pi,CHEBI:26078,glgc
174236,allosteric inhibitor,Orthophosphate,2.7.7.27,C00009,,16,16 phosphate,"643127, 643144",-,Escherichia coli,BRENDA,pi,CHEBI:26078,glgc
174237,allosteric inhibitor,Orthophosphate,2.7.7.27,C00009,,16,6 phosphate,"643127, 643144",-,Escherichia coli,BRENDA,pi,CHEBI:26078,glgc
174238,allosteric inhibitor,Orthophosphate,2.7.7.27,C00009,,16,3 phosphate,"643127, 643144",-,Escherichia coli,BRENDA,pi,CHEBI:26078,glgc
174239,allosteric inhibitor,Orthophosphate,2.7.7.27,C00009,,16,4 phosphate,"643127, 643144",-,Escherichia coli,BRENDA,pi,CHEBI:26078,glgc
174474,,Orthophosphate,2.7.7.27,C00009,,16,phosphate,"643141, 643161, 643164",-,Escherichia coli,BRENDA,pi,CHEBI:26078,glgc
174475,,Orthophosphate,2.7.7.27,C00009,,16,2 phosphate,"643141, 643161, 643164",-,Escherichia coli,BRENDA,pi,CHEBI:26078,glgc
174476,,Orthophosphate,2.7.7.27,C00009,,16,16 phosphate,"643141, 643161, 643164",-,Escherichia coli,BRENDA,pi,CHEBI:26078,glgc
174477,,Orthophosphate,2.7.7.27,C00009,,16,6 phosphate,"643141, 643161, 643164",-,Escherichia coli,BRENDA,pi,CHEBI:26078,glgc
174478,,Orthophosphate,2.7.7.27,C00009,,16,3 phosphate,"643141, 643161, 643164",-,Escherichia coli,BRENDA,pi,CHEBI:26078,glgc
174479,,Orthophosphate,2.7.7.27,C00009,,16,4 phosphate,"643141, 643161, 643164",-,Escherichia coli,BRENDA,pi,CHEBI:26078,glgc
174695,,Phosphoenolpyruvate,2.7.7.27,C00074,,51,phosphoenolpyruvate,"643144, 643161",-,Escherichia coli,BRENDA,pep,CHEBI:44897,glgc
174729,,"alpha,alpha'-Trehalose 6-phosphate",2.7.7.27,C00689,,1514,Trehalose phosphate,643144,-,Escherichia coli,BRENDA,tre6p,CHEBI:18283,glgc
175001,weak inhibition,Diphosphate,2.7.7.38,C00013,,17,diphosphate,645227,-,Escherichia coli,BRENDA,ppi,CHEBI:29888,kdoct2
175002,weak inhibition,Diphosphate,2.7.7.38,C00013,,17,2 diphosphate,645227,-,Escherichia coli,BRENDA,ppi,CHEBI:29888,kdoct2
175003,weak inhibition,Diphosphate,2.7.7.38,C00013,,17,5 diphosphate,645227,-,Escherichia coli,BRENDA,ppi,CHEBI:29888,kdoct2
175004,weak inhibition,Diphosphate,2.7.7.38,C00013,,17,6 diphosphate,645227,-,Escherichia coli,BRENDA,ppi,CHEBI:29888,kdoct2
175005,weak inhibition,Diphosphate,2.7.7.38,C00013,,17,7 diphosphate,645227,-,Escherichia coli,BRENDA,ppi,CHEBI:29888,kdoct2
175006,weak inhibition,Diphosphate,2.7.7.38,C00013,,17,8 diphosphate,645227,-,Escherichia coli,BRENDA,ppi,CHEBI:29888,kdoct2
175007,weak inhibition,Diphosphate,2.7.7.38,C00013,,17,3 diphosphate,645227,-,Escherichia coli,BRENDA,ppi,CHEBI:29888,kdoct2
175008,weak inhibition,Diphosphate,2.7.7.38,C00013,,17,4 diphosphate,645227,-,Escherichia coli,BRENDA,ppi,CHEBI:29888,kdoct2
175009,weak inhibition,Diphosphate,2.7.7.38,C00013,,17,9 diphosphate,645227,-,Escherichia coli,BRENDA,ppi,CHEBI:29888,kdoct2
175010,weak inhibition,Diphosphate,2.7.7.38,C00013,,17,13 diphosphate,645227,-,Escherichia coli,BRENDA,ppi,CHEBI:29888,kdoct2
175011,weak inhibition,Diphosphate,2.7.7.38,C00013,,17,14 diphosphate,645227,-,Escherichia coli,BRENDA,ppi,CHEBI:29888,kdoct2
175012,weak inhibition,Diphosphate,2.7.7.38,C00013,,17,19 diphosphate,645227,-,Escherichia coli,BRENDA,ppi,CHEBI:29888,kdoct2
175013,weak inhibition,Diphosphate,2.7.7.38,C00013,,17,20 diphosphate,645227,-,Escherichia coli,BRENDA,ppi,CHEBI:29888,kdoct2
175014,weak inhibition,Diphosphate,2.7.7.38,C00013,,17,21 diphosphate,645227,-,Escherichia coli,BRENDA,ppi,CHEBI:29888,kdoct2
175015,strong inhibition,Mercury(2+),2.7.7.38,C00703,,33,Hg2+,645227,-,Escherichia coli,BRENDA,hg2,CHEBI:16793,kdoct2
175107,,,2.7.7.41,,,60,CTP,643308,-,Escherichia coli,BRENDA,ctp,CHEBI:37563,dasyn120
175108,,,2.7.7.41,,,60,2 CTP,643308,-,Escherichia coli,BRENDA,ctp,CHEBI:37563,dasyn120
175109,,,2.7.7.41,,,60,3 CTP,643308,-,Escherichia coli,BRENDA,ctp,CHEBI:37563,dasyn120
175110,competitive with dCTP,,2.7.7.41,,,60,CTP,643314,-,Escherichia coli,BRENDA,ctp,CHEBI:37563,dasyn120
175111,competitive with dCTP,,2.7.7.41,,,60,2 CTP,643314,-,Escherichia coli,BRENDA,ctp,CHEBI:37563,dasyn120
175112,competitive with dCTP,,2.7.7.41,,,60,3 CTP,643314,-,Escherichia coli,BRENDA,ctp,CHEBI:37563,dasyn120
175115,competitive with respect to CTP,dCTP,2.7.7.41,C00458,,179,dCTP,643314,-,Escherichia coli,BRENDA,dctp,CHEBI:16311,dasyn120
177386,substrate inhibition,,2.7.7.60,,,60,CTP,661089,-,Escherichia coli,BRENDA,ctp,CHEBI:37563,mepct
177387,substrate inhibition,,2.7.7.60,,,60,2 CTP,661089,-,Escherichia coli,BRENDA,ctp,CHEBI:37563,mepct
177388,substrate inhibition,,2.7.7.60,,,60,3 CTP,661089,-,Escherichia coli,BRENDA,ctp,CHEBI:37563,mepct
177393,"0.13 mM, 50% inhibition",,2.7.7.63,,,19,Cu2+,663919,-,Escherichia coli,BRENDA,cu2,CHEBI:29036,lipatpt
177394,"0.13 mM, 50% inhibition",,2.7.7.63,,,19,4 Cu2+,663919,-,Escherichia coli,BRENDA,cu2,CHEBI:29036,lipatpt
177769,,Calcium cation,2.7.8.5,C00076,,15,Ca2+,644289,-,Escherichia coli,BRENDA,ca2,CHEBI:29108,pgsa120
177778,inhibition of CDP-diacylglycerol formation,,2.7.8.5,,,445,glycerol 3-phosphate,644286,-,Escherichia coli,BRENDA,glyc3p,CHEBI:57597,pgsa120
177782,"required, Km: 50 mM, inhibition above 150 mM",Magnesium cation,2.7.8.5,C00305,,6,Mg2+,644290,-,Escherichia coli,BRENDA,mg2,CHEBI:18420,pgsa120
177830,substrate inhibition,Apo-[acyl-carrier-protein],2.7.8.7,C03688,,1664,apo-acyl-carrier protein,645395,-,Escherichia coli,BRENDA,apoacp,CHEBI:16139,acps1
177831,,Apo-[acyl-carrier-protein],2.7.8.7,C03688,,1664,apo-acyl-carrier protein,645401,-,Escherichia coli,BRENDA,apoacp,CHEBI:16139,acps1
178531,,2-Oxoglutarate,2.7.9.2,C00026,,34,2-oxoglutarate,"645472, 645473",-,Escherichia coli,BRENDA,akg,CHEBI:30915,pps
178532,,2-Oxoglutarate,2.7.9.2,C00026,,34,2 2-oxoglutarate,"645472, 645473",-,Escherichia coli,BRENDA,akg,CHEBI:30915,pps
178535,,Glyceraldehyde 3-phosphate,2.7.9.2,C00661,,29510,3-phosphoglyceraldehyde,645472,-,Escherichia coli,BRENDA,g3p,CHEBI:17138,pps
178536,weak,Glyceraldehyde 3-phosphate,2.7.9.2,C00661,,29510,3-phosphoglyceraldehyde,645473,-,Escherichia coli,BRENDA,g3p,CHEBI:17138,pps
178538,,ADP,2.7.9.2,C00008,,13,ADP,"645472, 645473",-,Escherichia coli,BRENDA,adp,CHEBI:16761,pps
178539,,ADP,2.7.9.2,C00008,,13,2 ADP,"645472, 645473",-,Escherichia coli,BRENDA,adp,CHEBI:16761,pps
178540,,ADP,2.7.9.2,C00008,,13,16 ADP,"645472, 645473",-,Escherichia coli,BRENDA,adp,CHEBI:16761,pps
178541,,ADP,2.7.9.2,C00008,,13,6 ADP,"645472, 645473",-,Escherichia coli,BRENDA,adp,CHEBI:16761,pps
178542,,ADP,2.7.9.2,C00008,,13,3 ADP,"645472, 645473",-,Escherichia coli,BRENDA,adp,CHEBI:16761,pps
178543,,ADP,2.7.9.2,C00008,,13,4 ADP,"645472, 645473",-,Escherichia coli,BRENDA,adp,CHEBI:16761,pps
178550,weak,ADP-glucose,2.7.9.2,C00498,,598,ADP-glucose,645473,-,Escherichia coli,BRENDA,adpglc,CHEBI:15751,pps
178551,,AMP,2.7.9.2,C00020,,30,AMP,645473,-,Escherichia coli,BRENDA,amp,CHEBI:16027,pps
178552,,AMP,2.7.9.2,C00020,,30,39 AMP,645473,-,Escherichia coli,BRENDA,amp,CHEBI:16027,pps
178553,,AMP,2.7.9.2,C00020,,30,40 AMP,645473,-,Escherichia coli,BRENDA,amp,CHEBI:16027,pps
178554,,AMP,2.7.9.2,C00020,,30,41 AMP,645473,-,Escherichia coli,BRENDA,amp,CHEBI:16027,pps
178555,,AMP,2.7.9.2,C00020,,30,2 AMP,645473,-,Escherichia coli,BRENDA,amp,CHEBI:16027,pps
178556,,AMP,2.7.9.2,C00020,,30,6 AMP,645473,-,Escherichia coli,BRENDA,amp,CHEBI:16027,pps
178557,,AMP,2.7.9.2,C00020,,30,3 AMP,645473,-,Escherichia coli,BRENDA,amp,CHEBI:16027,pps
178565,excess of ATP inhibits at high concentrations of MgCl2 or MnCl2,ATP,2.7.9.2,C00002,,4,ATP,645468,-,Escherichia coli,BRENDA,atp,CHEBI:15422,pps
178566,excess of ATP inhibits at high concentrations of MgCl2 or MnCl2,ATP,2.7.9.2,C00002,,4,2 ATP,645468,-,Escherichia coli,BRENDA,atp,CHEBI:15422,pps
178567,excess of ATP inhibits at high concentrations of MgCl2 or MnCl2,ATP,2.7.9.2,C00002,,4,16 ATP,645468,-,Escherichia coli,BRENDA,atp,CHEBI:15422,pps
178568,excess of ATP inhibits at high concentrations of MgCl2 or MnCl2,ATP,2.7.9.2,C00002,,4,6 ATP,645468,-,Escherichia coli,BRENDA,atp,CHEBI:15422,pps
178569,excess of ATP inhibits at high concentrations of MgCl2 or MnCl2,ATP,2.7.9.2,C00002,,4,3 ATP,645468,-,Escherichia coli,BRENDA,atp,CHEBI:15422,pps
178570,excess of ATP inhibits at high concentrations of MgCl2 or MnCl2,ATP,2.7.9.2,C00002,,4,4 ATP,645468,-,Escherichia coli,BRENDA,atp,CHEBI:15422,pps
178571,inhibits Mn2+-activated enzyme,Calcium cation,2.7.9.2,C00076,,15,Ca2+,645468,-,Escherichia coli,BRENDA,ca2,CHEBI:29108,pps
178575,"divalent metal ion Mg2+ or Mn2+ required for forward reaction, inhibition at high concentrations of Mg2+ or Mn2+",Magnesium cation,2.7.9.2,C00305,,6,Mg2+,645468,-,Escherichia coli,BRENDA,mg2,CHEBI:18420,pps
178576,"divalent metal ion Mg2+ or Mn2+ required for forward reaction, inhibition at high concentrations of Mg2+ or Mn2+",,2.7.9.2,,,11,Mn2+,645468,-,Escherichia coli,BRENDA,mn2,CHEBI:29035,pps
178577,"divalent metal ion Mg2+ or Mn2+ required for forward reaction, inhibition at high concentrations of Mg2+ or Mn2+",,2.7.9.2,,,11,2 Mn2+,645468,-,Escherichia coli,BRENDA,mn2,CHEBI:29035,pps
178580,,Oxaloacetate,2.7.9.2,C00036,,2575,oxalacetate,"645472, 645473",-,Escherichia coli,BRENDA,oaa,CHEBI:30744,pps
178582,competitive to ATP,Phosphoenolpyruvate,2.7.9.2,C00074,,51,phosphoenolpyruvate,645473,-,Escherichia coli,BRENDA,pep,CHEBI:44897,pps
178589,competitive to ATP,AMP,2.7.9.3,C00020,,30,AMP,645479,-,Escherichia coli,BRENDA,amp,CHEBI:16027,selnps
178590,competitive to ATP,AMP,2.7.9.3,C00020,,30,39 AMP,645479,-,Escherichia coli,BRENDA,amp,CHEBI:16027,selnps
178591,competitive to ATP,AMP,2.7.9.3,C00020,,30,40 AMP,645479,-,Escherichia coli,BRENDA,amp,CHEBI:16027,selnps
178592,competitive to ATP,AMP,2.7.9.3,C00020,,30,41 AMP,645479,-,Escherichia coli,BRENDA,amp,CHEBI:16027,selnps
178593,competitive to ATP,AMP,2.7.9.3,C00020,,30,2 AMP,645479,-,Escherichia coli,BRENDA,amp,CHEBI:16027,selnps
178594,competitive to ATP,AMP,2.7.9.3,C00020,,30,6 AMP,645479,-,Escherichia coli,BRENDA,amp,CHEBI:16027,selnps
178595,competitive to ATP,AMP,2.7.9.3,C00020,,30,3 AMP,645479,-,Escherichia coli,BRENDA,amp,CHEBI:16027,selnps
178604,62% inhibition at 10 mM,,2.7.9.3,,,22,H2O2,645490,-,Escherichia coli,BRENDA,h2o2,CHEBI:29192,selnps
178605,62% inhibition at 10 mM,,2.7.9.3,,,22,2 H2O2,645490,-,Escherichia coli,BRENDA,h2o2,CHEBI:29192,selnps
178606,62% inhibition at 10 mM,,2.7.9.3,,,22,3 H2O2,645490,-,Escherichia coli,BRENDA,h2o2,CHEBI:29192,selnps
178607,62% inhibition at 10 mM,,2.7.9.3,,,22,4 H2O2,645490,-,Escherichia coli,BRENDA,h2o2,CHEBI:29192,selnps
178613,in presence of K+,Sodium cation,2.7.9.3,C01330,,59,Na+,"645479, 645483",-,Escherichia coli,BRENDA,na1,CHEBI:29101,selnps
178615,weak,Orthophosphate,2.7.9.3,C00009,,16,phosphate,645479,-,Escherichia coli,BRENDA,pi,CHEBI:26078,selnps
178616,weak,Orthophosphate,2.7.9.3,C00009,,16,2 phosphate,645479,-,Escherichia coli,BRENDA,pi,CHEBI:26078,selnps
178617,weak,Orthophosphate,2.7.9.3,C00009,,16,16 phosphate,645479,-,Escherichia coli,BRENDA,pi,CHEBI:26078,selnps
178618,weak,Orthophosphate,2.7.9.3,C00009,,16,6 phosphate,645479,-,Escherichia coli,BRENDA,pi,CHEBI:26078,selnps
178619,weak,Orthophosphate,2.7.9.3,C00009,,16,3 phosphate,645479,-,Escherichia coli,BRENDA,pi,CHEBI:26078,selnps
178620,weak,Orthophosphate,2.7.9.3,C00009,,16,4 phosphate,645479,-,Escherichia coli,BRENDA,pi,CHEBI:26078,selnps
178622,weak,Selenophosphoric acid,2.7.9.3,C05172,,4899,Selenophosphate,645479,-,Escherichia coli,BRENDA,selnp,CHEBI:64331,selnps
178623,decreases binding of Mn-ATP2- to the enzyme,Zinc cation,2.7.9.3,C00038,,14,Zn2+,645483,-,Escherichia coli,BRENDA,zn2,CHEBI:29105,selnps
178624,,Zinc cation,2.7.9.3,C00038,,14,Zn2+,661912,-,Escherichia coli,BRENDA,zn2,CHEBI:29105,selnps
184601,,Hydrogen cyanide,2.8.1.1,C01326,,159,CN-,645502,-,Escherichia coli,BRENDA,cyan,CHEBI:18407,cyanst
184736,,Sulfite,2.8.1.1,C00094,,902,SO32-,645502,-,Escherichia coli,BRENDA,so3,CHEBI:48854,cyanst
184761,substrate inhibition at low concentrations of cyanide,Thiosulfuric acid,2.8.1.1,C05529,,475,thiosulfate,645532,-,Escherichia coli,BRENDA,tsul,CHEBI:5587,cyanst
184762,substrate inhibition at low concentrations of cyanide,Thiosulfuric acid,2.8.1.1,C05529,,475,2 thiosulfate,645532,-,Escherichia coli,BRENDA,tsul,CHEBI:5587,cyanst
184775,"inhibits at short-time intervals, slight enhancement at longer periods",Hydrogen cyanide,2.8.1.2,C01326,,118,cyanide,645548,-,Escherichia coli,BRENDA,cyan,CHEBI:18407,mcpst
184777,,,2.8.1.2,,,153,cysteine,645548,-,Escherichia coli,BRENDA,cys__l,CHEBI:35235,mcpst
184778,,,2.8.1.2,,,153,2 cysteine,645548,-,Escherichia coli,BRENDA,cys__l,CHEBI:35235,mcpst
184794,"10 mM: 17% inhibition, 20 mM: 45% inhibition",Pyruvate,2.8.1.2,C00022,,31,pyruvate,645548,-,Escherichia coli,BRENDA,pyr,CHEBI:32816,mcpst
184795,"10 mM: 17% inhibition, 20 mM: 45% inhibition",Pyruvate,2.8.1.2,C00022,,31,2 pyruvate,645548,-,Escherichia coli,BRENDA,pyr,CHEBI:32816,mcpst
186301,,Acetyl-CoA,2.8.3.16,C00024,,29,acetyl-CoA,692851,-,Escherichia coli,BRENDA,accoa,CHEBI:15351,forct
186302,,Acetyl-CoA,2.8.3.16,C00024,,29,2 acetyl-CoA,692851,-,Escherichia coli,BRENDA,accoa,CHEBI:15351,forct
186303,,Acetyl-CoA,2.8.3.16,C00024,,29,4 acetyl-CoA,692851,-,Escherichia coli,BRENDA,accoa,CHEBI:15351,forct
