,Type,Key,EC_number,LigandID,Compound,TotalEntries,Entropy,Summary,URL,NullEntropy,NullSummary,Literature,NumReferences,Organisms,DeltaEntropy
ki:5.4.99.5:203,ki,"('5.4.99.5', '203')",5.4.99.5,203,L-Phe,10,0.336505833505,Plantae:6;Bacteria:4,http://www.brenda-enzymes.org/enzyme.php?ecno=5.4.99.5#INHIBITORS,0.217894436803,Bacteria:54;Plantae:31;Fungi:3;Archaea:2,"3535;3535,3543,3564,3574;3538;3541;3551;3554;3561;3564;3566;703449",10,Enterobacter aerogenes;Medicago sativa;Chlamydomonas reinhardtii;Sorghum bicolor;Solanum tuberosum;Arabidopsis thaliana;Ruta graveolens;Acinetobacter calcoaceticus;Escherichia coli;Mycobacterium tuberculosis,0.118611396702
ki:5.4.99.5:415,ki,"('5.4.99.5', '415')",5.4.99.5,415,L-Tyr,10,0.267272850848,Plantae:7;Bacteria:2;Fungi:1,http://www.brenda-enzymes.org/enzyme.php?ecno=5.4.99.5#INHIBITORS,0.217894436803,Bacteria:54;Plantae:31;Fungi:3;Archaea:2,"3535,3557,3564;3538;3541;3551;3554;3556;3561;3564;3572;703449",10,Medicago sativa;Chlamydomonas reinhardtii;Sorghum bicolor;Solanum tuberosum;Vigna radiata;Arabidopsis thaliana;Escherichia coli;Ruta graveolens;Saccharomyces cerevisiae;Mycobacterium tuberculosis,0.0493784140448
ki:6.3.1.2:163,ki,"('6.3.1.2', '163')",6.3.1.2,163,Gly,19,0.183385437191,Bacteria:15;Plantae:2;Animalia:1;Chromista:1,http://www.brenda-enzymes.org/enzyme.php?ecno=6.3.1.2#INHIBITORS,0.223770067143,Bacteria:236;Plantae:105;Animalia:86;Archaea:8;Chromista:5,37486;37488;37492;37493;37495;37497;37498;37499;37501;37505;37506;37518;37521;37535;37555;37567;661861,17,Bacteroides fragilis;Bifidobacterium bifidum;Bifidobacterium breve;Bifidobacterium pseudolongum;Bradyrhizobium japonicum;Clostridium pasteurianum;Photobacterium phosphoreum;Escherichia coli;Rattus norvegicus;Lupinus luteus;Rhodobacter capsulatus;Nitrobacter winogradskyi;Methylococcus capsulatus;Phormidium laminosum;Skeletonema costatum;Rhodospirillum rubrum;Corynebacterium callunae;Nocardia asteroides;Cenchrus americanus,-0.0403846299525
ki:6.3.1.2:2748,ki,"('6.3.1.2', '2748')",6.3.1.2,2748,L-methionine sulfoximine,10,0.298387401025,Animalia:4;Bacteria:4;Chromista:1;Plantae:1,http://www.brenda-enzymes.org/enzyme.php?ecno=6.3.1.2#INHIBITORS,0.223770067143,Bacteria:236;Plantae:105;Animalia:86;Archaea:8;Chromista:5,"37486;37491;37496;37496,37498;37518;37521;37524;37538;657012;690626",10,Bacteroides fragilis;Rhizobium phaseoli;Rattus norvegicus;Sus scrofa;Phormidium laminosum;Skeletonema costatum;Mycobacterium tuberculosis;Clarias batrachus;Phaseolus vulgaris;Homo sapiens,0.0746173338812
ki:6.3.1.2:30,ki,"('6.3.1.2', '30')",6.3.1.2,30,AMP,12,0.245771939644,Bacteria:8;Archaea:2;Animalia:1;Plantae:1,http://www.brenda-enzymes.org/enzyme.php?ecno=6.3.1.2#INHIBITORS,0.223770067143,Bacteria:236;Plantae:105;Animalia:86;Archaea:8;Chromista:5,37488;37497;37506;37518;37535;37538;654916;661861;715370;727085,10,Bifidobacterium bifidum;Bifidobacterium breve;Bifidobacterium pseudolongum;Escherichia coli;Methylococcus capsulatus;Phormidium laminosum;Rhodospirillum rubrum;Clarias batrachus;Sulfolobus acidocaldarius;Cenchrus americanus;Bacillus subtilis;Haloferax mediterranei,0.0220018725003
ki:6.3.1.2:369,ki,"('6.3.1.2', '369')",6.3.1.2,369,Ala,20,0.177086644427,Bacteria:16;Plantae:2;Animalia:1;Chromista:1,http://www.brenda-enzymes.org/enzyme.php?ecno=6.3.1.2#INHIBITORS,0.223770067143,Bacteria:236;Plantae:105;Animalia:86;Archaea:8;Chromista:5,37486;37488;37491;37492;37493;37495;37496;37499;37501;37505;37506;37518;37521;37535;37555;37565;37567;661861,18,Bacteroides fragilis;Bifidobacterium bifidum;Bifidobacterium breve;Bifidobacterium pseudolongum;Rhizobium phaseoli;Bradyrhizobium japonicum;Clostridium pasteurianum;Photobacterium phosphoreum;Rattus norvegicus;Lupinus luteus;Rhodobacter capsulatus;Nitrobacter winogradskyi;Methylococcus capsulatus;Phormidium laminosum;Skeletonema costatum;Rhodospirillum rubrum;Corynebacterium callunae;Gordonia rubripertincta;Nocardia asteroides;Cenchrus americanus,-0.0466834227168
ki:6.3.1.2:870,ki,"('6.3.1.2', '870')",6.3.1.2,870,Ser,13,0.234288963266,Bacteria:9;Plantae:2;Animalia:1;Chromista:1,http://www.brenda-enzymes.org/enzyme.php?ecno=6.3.1.2#INHIBITORS,0.223770067143,Bacteria:236;Plantae:105;Animalia:86;Archaea:8;Chromista:5,37492;37493;37495;37497;37498;37499;37501;37505;37506;37518;37521;37555;661861,13,Bradyrhizobium japonicum;Clostridium pasteurianum;Photobacterium phosphoreum;Escherichia coli;Rattus norvegicus;Lupinus luteus;Rhodobacter capsulatus;Nitrobacter winogradskyi;Methylococcus capsulatus;Phormidium laminosum;Skeletonema costatum;Corynebacterium callunae;Cenchrus americanus,0.0105188961231
ki:6.3.2.2:44,ki,"('6.3.2.2', '44')",6.3.2.2,44,glutathione,13,0.307732905762,Animalia:6;Bacteria:3;Plantae:3;Fungi:1,http://www.brenda-enzymes.org/enzyme.php?ecno=6.3.2.2#INHIBITORS,0.239733815141,Animalia:108;Bacteria:29;Plantae:15;Fungi:9,1118;1128;1135;1137;1142;662457;692055;694060;694674;704660,10,Escherichia coli;Rattus norvegicus;Ovis aries;Xenopus laevis;Bos taurus;Arabidopsis thaliana;Pasteurella multocida;Mus musculus;Homo sapiens;Brassica juncea;Nicotiana tabacum;Xanthomonas campestris;Saccharomyces cerevisiae,0.0679990906208
act:1.1.1.30:215,act,"('1.1.1.30', '215')",1.1.1.30,215,phosphatidylcholine,10,0.336505833505,Bacteria:6;Animalia:4,http://www.brenda-enzymes.org/enzyme.php?ecno=1.1.1.30#ACTIVATING%20COMPOUND,0.339596632996,Bacteria:7;Animalia:5,"286512,286513,286519;286514;286515;286522;286523,286531;286524,286526;286532,286537;286539;286540;286541",10,Bos taurus;Staphylococcus xylosus;Homo sapiens;Rattus norvegicus;Paracoccus denitrificans;Rhodobacter sphaeroides;Paucimonas lemoignei;Mycobacterium phlei;Cavia porcellus;Bacillus cereus,-0.00309079949113
act:1.14.18.1:124,act,"('1.14.18.1', '124')",1.14.18.1,124,SDS,12,0.34657359028,Plantae:6;Animalia:3;Bacteria:3,http://www.brenda-enzymes.org/enzyme.php?ecno=1.14.18.1#ACTIVATING%20COMPOUND,0.318154641284,Plantae:49;Animalia:25;Bacteria:12,636364;659827;675164;687224;687231;687251;695821;698414;712619;713302;726770,11,Xenopus laevis;Bacillus thuringiensis;Marsupenaeus japonicus;Prunus persica;Crocus sativus;Trifolium pratense;Aeromonas media;Litopenaeus vannamei;Solanum tuberosum;Bactris gasipaes;Euterpe oleracea;Bacillus megaterium,0.0284189489962
act:1.17.4.1:4,act,"('1.17.4.1', '4')",1.17.4.1,4,ATP,15,0.27081375263,Bacteria:7;Animalia:6;Fungi:1;Plantae:1,http://www.brenda-enzymes.org/enzyme.php?ecno=1.17.4.1#ACTIVATING%20COMPOUND,0.236357336179,Animalia:42;Bacteria:23;Fungi:6;Plantae:1,"437907;437908;437913,437918,437937,437938;437918;437918,437937;437967;437981;437988;685235,686735,704612;688589;714258;716317",12,Mus musculus;Rattus norvegicus;Mesocricetus auratus;Saccharomyces cerevisiae;Bos taurus;Homo sapiens;Oryctolagus cuniculus;Escherichia coli;Chlorella pyrenoidosa;Corynebacterium ammoniagenes;Bacteroides fragilis;Mycobacterium tuberculosis;Chlamydia trachomatis;Bacillus subtilis;Pseudomonas aeruginosa,0.0344564164508
act:1.2.4.4:91,act,"('1.2.4.4', '91')",1.2.4.4,91,thiamine diphosphate,12,0.309171217285,Animalia:5;Bacteria:4;Plantae:2;Fungi:1,http://www.brenda-enzymes.org/enzyme.php?ecno=1.2.4.4#ACTIVATING%20COMPOUND,0.242966318343,Animalia:19;Bacteria:6;Fungi:2;Plantae:2,"349040,349049,349078,349091;349045;349054;349065;349069;349076;349080,349081;349083;349084;349089",10,Bos taurus;Oryctolagus cuniculus;Rattus norvegicus;Pseudomonas aeruginosa;Pseudomonas putida;Ovis aries;Vigna radiata;Saccharomyces cerevisiae;Streptomyces avermitilis;Enterococcus faecalis;Arabidopsis thaliana;Homo sapiens,0.0662048989417
act:2.4.1.1:236,act,"('2.4.1.1', '236')",2.4.1.1,236,5'-AMP,15,0.330737377751,Animalia:5;Plantae:5;Bacteria:3;Fungi:2,http://www.brenda-enzymes.org/enzyme.php?ecno=2.4.1.1#ACTIVATING%20COMPOUND,0.255473967844,Animalia:33;Plantae:22;Bacteria:15;Fungi:5;Archaea:1,488226;488229;488238;488241;488242;488252;488254;488258;488280;488281;488283;488289;488298,13,Dioscorea cayenensis;Dioscorea rotundata;Escherichia coli;Clostridium pasteurianum;Physarum polycephalum;Streptococcus salivarius;Oryctolagus cuniculus;Saccharomyces cerevisiae;Solanum tuberosum;Musa x paradisiaca;Lethenteron camtschaticum;Rattus norvegicus;Sus scrofa;Manduca sexta;Xanthosoma sagittifolium,0.075263409907
act:2.7.1.11:13,act,"('2.7.1.11', '13')",2.7.1.11,13,ADP,15,0.252695898813,Animalia:7;Bacteria:5;Fungi:1;Archaea:1;Plantae:1,http://www.brenda-enzymes.org/enzyme.php?ecno=2.7.1.11#ACTIVATING%20COMPOUND,0.229744146137,Animalia:63;Bacteria:14;Plantae:13;Fungi:6;Archaea:5,"640421;640423;640429;640446;640465;640495;640515;672415;702446,721506;721506,722757;722736;727725",12,Clostridium pasteurianum;Fasciola hepatica;Rattus norvegicus;Saccharomyces cerevisiae;Lymantria dispar;Camelus dromedarius;Spinacia oleracea;Lactococcus lactis;Oceanimonas doudoroffii;Thermotoga maritima;Sparus aurata;Oryctolagus cuniculus;Escherichia coli;Homo sapiens;Methanococcus maripaludis,0.0229517526761
act:2.7.1.11:30,act,"('2.7.1.11', '30')",2.7.1.11,30,AMP,16,0.154471186275,Animalia:14;Fungi:1;Archaea:1,http://www.brenda-enzymes.org/enzyme.php?ecno=2.7.1.11#ACTIVATING%20COMPOUND,0.229744146137,Animalia:63;Bacteria:14;Plantae:13;Fungi:6;Archaea:5,"640421;640423;640429;640457;640460;640475;640479;672415;677082;721506;721506,722757;727725",12,Bos taurus;Fasciola hepatica;Rattus norvegicus;Saccharomyces cerevisiae;Lymantria dispar;Camelus dromedarius;Bombus atratus;Crassostrea virginica;Oncorhynchus mykiss;Apis mellifera;Calliphoridae;Sparus aurata;Sus scrofa;Oryctolagus cuniculus;Homo sapiens;Methanococcus maripaludis,-0.0752729598615
act:2.7.1.11:714,act,"('2.7.1.11', '714')",2.7.1.11,714,"D-fructose 2,6-bisphosphate",11,0.152318048675,Animalia:10;Fungi:1,http://www.brenda-enzymes.org/enzyme.php?ecno=2.7.1.11#ACTIVATING%20COMPOUND,0.229744146137,Animalia:63;Bacteria:14;Plantae:13;Fungi:6;Archaea:5,640456;640457;640462;640475;640476;640496;640504;640521;677082;704345;721541,11,Fasciola hepatica;Bombus atratus;Saccharomyces cerevisiae;Oncorhynchus mykiss;Rana temporaria;Rattus norvegicus;Mus musculus;Oryctolagus cuniculus;Sus scrofa;Sparus aurata;Homo sapiens,-0.0774260974623
act:2.7.1.40:583,act,"('2.7.1.40', '583')",2.7.1.40,583,"D-fructose 1,6-diphosphate",20,0.273514114208,Animalia:10;Bacteria:7;Fungi:2;Plantae:1,http://www.brenda-enzymes.org/enzyme.php?ecno=2.7.1.40#ACTIVATING%20COMPOUND,0.191774103987,Animalia:153;Bacteria:51;Plantae:20;Fungi:4;Archaea:4,"3241;641514;641518,641529;641519;641534;641537;641539;641553;641554;641556;641557;641560;641562;641570;641584;641587;641589;641609;641615;641621",20,Zymomonas mobilis;Dicentrarchus labrax;Brochothrix thermosphacta;Sus scrofa;Periplaneta americana;Anguilla rostrata;Pelophylax ridibundus;Homo sapiens;Bos taurus;Lactococcus lactis;Escherichia coli;Mus musculus;Rattus norvegicus;Spinacia oleracea;Geobacillus stearothermophilus;Rhodosporidium toruloides;Streptococcus mutans;Meganyctiphanes norvegica;Selenomonas ruminantium;Saccharomyces cerevisiae,0.0817400102212
act:2.7.1.90:714,act,"('2.7.1.90', '714')",2.7.1.90,714,"D-fructose 2,6-bisphosphate",16,0.172141842326,Plantae:13;Archaea:1;Bacteria:1;Protozoa:1,http://www.brenda-enzymes.org/enzyme.php?ecno=2.7.1.90#ACTIVATING%20COMPOUND,0.305918934269,Plantae:20;Protozoa:18;Bacteria:6;Archaea:5,"640438,642084,642099;642075;642078;642080;642086;642090;642091;642093;642094,642098,642114;642095;642096;642097;642106;642109;642115;642119",16,Naegleria fowleri;Cucumis sativus;Acholeplasma laidlawii;Ricinus communis;Glycine max;Phaseolus vulgaris;Daucus carota;Oryza sativa;Solanum lycopersicum;Triticum aestivum;Vigna radiata;Brassica nigra;Ananas comosus;Solanum tuberosum;Spinacia oleracea;Thermoproteus tenax,-0.133777091943
act:2.7.11.11:268,act,"('2.7.11.11', '268')",2.7.11.11,268,cAMP,15,0.161698030434,Animalia:13;Fungi:1;Plantae:1,http://www.brenda-enzymes.org/enzyme.php?ecno=2.7.11.11#ACTIVATING%20COMPOUND,0.0966567176137,Animalia:66;Fungi:4;Plantae:1,"490800;660791;661073;661135;661266;661501;661558;661688;661746;661884;662154;662279,662452,662608,662709,663295,663344;662378;662681;663236",15,Mammalia;Mytilus galloprovincialis;Rattus norvegicus;Bos taurus;Zea mays;Cavia porcellus;Strongylocentrotus purpuratus;Homo sapiens;Apis mellifera;Manduca sexta;Oryctolagus cuniculus;Xenopus laevis;Heteropneustes fossilis;Saccharomyces cerevisiae;Mus musculus,0.0650413128204
act:2.7.11.12:342,act,"('2.7.11.12', '342')",2.7.11.12,342,cGMP,16,0.154471186275,Animalia:14;Protozoa:1;Plantae:1,http://www.brenda-enzymes.org/enzyme.php?ecno=2.7.11.12#ACTIVATING%20COMPOUND,0.0522661395895,Animalia:64;Protozoa:1;Plantae:1,"660671;660710;661442;661566;661813;661813,673865;662147;662268;662356;673589;676309;721982",12,Oryctolagus cuniculus;Mammalia;Rattus norvegicus;Homo sapiens;Apis mellifera;Aplysia californica;Chlamydomonas reinhardtii;Cryptosporidium parvum;Hydra oligactis;Mus musculus;Drosophila melanogaster;Oryzias latipes;Bos taurus;Caenorhabditis elegans;Sus scrofa;Ovis aries,0.102205046686
act:2.7.11.17:125,act,"('2.7.11.17', '125')",2.7.11.17,125,Calmodulin,14,0.297372623606,Animalia:9;Plantae:3;Fungi:2,http://www.brenda-enzymes.org/enzyme.php?ecno=2.7.11.17#ACTIVATING%20COMPOUND,0.172500841421,Animalia:39;Plantae:5;Fungi:2,"663862;664278;664506;664537;664641,665662,671266;665533;665648;665759;666324;666623;702957",11,Physarum polycephalum;Drosophila melanogaster;Homo sapiens;Mus musculus;Oryctolagus cuniculus;Rattus norvegicus;Sus scrofa;Arabidopsis thaliana;Electrophorus electricus;Funaria hygrometrica;Candida albicans;Nicotiana tabacum;Xenopus laevis;Mammalia,0.124871782185
act:2.7.7.27:106,act,"('2.7.7.27', '106')",2.7.7.27,106,"D-fructose 1,6-bisphosphate",45,0.340499571633,Bacteria:26;Plantae:19,http://www.brenda-enzymes.org/enzyme.php?ecno=2.7.7.27#ACTIVATING%20COMPOUND,0.341635862649,Bacteria:447;Plantae:337,"488901;488901,643135;643115;643117;643120;643122;643127;643130;643141;643142;643144",11,Aeromonas hydrophila;Edwardsiella tarda;Hafnia alvei;Klebsiella pneumoniae;Serratia marcescens;Shigella dysenteriae;Solanum tuberosum;Spinacia oleracea;Zea mays;Chlamydomonas reinhardtii;Escherichia coli;Mycobacterium smegmatis;Serratia liquefaciens;Hordeum vulgare;Oryza sativa;Citrobacter freundii;Enterobacter aerogenes;Enterobacter cloacae;Aeromonas caviae;Allochromatium vinosum;Arachis hypogaea;Arthrobacter viscosus;Beta vulgaris;Chlorella pyrenoidosa;Chlorella vulgaris;Chlorobaculum thiosulfatiphilum;Clostridium pasteurianum;Daucus carota;Lactuca sativa;Micrococcus luteus;Nicotiana tabacum;Persea americana;Phaeospirillum molischianum;Phaseolus vulgaris;Pisum sativum;Rhodobacter capsulatus;Rhodobacter sphaeroides;Rhodocyclus tenuis;Rhodomicrobium vannielii;Rhodopseudomonas palustris;Rhodospirillum rubrum;Rubrivivax gelatinosus;Solanum lycopersicum;Triticum aestivum;Vigna radiata var. radiata,-0.00113629101634
act:2.7.7.27:194,act,"('2.7.7.27', '194')",2.7.7.27,194,3-phosphoglycerate,48,0.344835464179,Bacteria:26;Plantae:22,http://www.brenda-enzymes.org/enzyme.php?ecno=2.7.7.27#ACTIVATING%20COMPOUND,0.341635862649,Bacteria:447;Plantae:337,"488901;643113;643114;643114,643141;643115,643116;643117;643119,643120;643122;643136;643144;676354;723485",12,Aeromonas hydrophila;Edwardsiella tarda;Hafnia alvei;Klebsiella pneumoniae;Serratia liquefaciens;Serratia marcescens;Shigella dysenteriae;Hordeum vulgare;Oryza sativa;Solanum tuberosum;Spinacia oleracea;Zea mays;Chlamydomonas reinhardtii;Arabidopsis thaliana;Escherichia coli;Aeromonas caviae;Allochromatium vinosum;Arachis hypogaea;Arthrobacter viscosus;Beta vulgaris;Chlorella pyrenoidosa;Chlorella vulgaris;Chlorobaculum thiosulfatiphilum;Citrobacter freundii;Clostridium pasteurianum;Daucus carota;Enterobacter aerogenes;Enterobacter cloacae;Lactuca sativa;Micrococcus luteus;Mycobacterium smegmatis;Nicotiana tabacum;Persea americana;Phaeospirillum molischianum;Phaseolus vulgaris;Pisum sativum;Rhodobacter capsulatus;Rhodobacter sphaeroides;Rhodocyclus tenuis;Rhodomicrobium vannielii;Rhodopseudomonas palustris;Rhodospirillum rubrum;Rubrivivax gelatinosus;Solanum lycopersicum;Triticum aestivum;Vigna radiata var. radiata;Glycine max;Lens culinaris,0.00319960152946
act:2.7.7.27:51,act,"('2.7.7.27', '51')",2.7.7.27,51,phosphoenolpyruvate,46,0.338973567959,Bacteria:27;Plantae:19,http://www.brenda-enzymes.org/enzyme.php?ecno=2.7.7.27#ACTIVATING%20COMPOUND,0.341635862649,Bacteria:447;Plantae:337,"488901;488901,643135,643144;488901,643144;643115;643117,643118;643120;643122,643144;643130,643144;643135;643144;722552",11,Edwardsiella tarda;Hafnia alvei;Klebsiella pneumoniae;Solanum tuberosum;Spinacia oleracea;Zea mays;Serratia marcescens;Aeromonas caviae;Aeromonas hydrophila;Allochromatium vinosum;Arachis hypogaea;Arthrobacter viscosus;Beta vulgaris;Chlamydomonas reinhardtii;Chlorella pyrenoidosa;Chlorella vulgaris;Chlorobaculum thiosulfatiphilum;Citrobacter freundii;Clostridium pasteurianum;Daucus carota;Enterobacter aerogenes;Enterobacter cloacae;Escherichia coli;Hordeum vulgare;Lactuca sativa;Micrococcus luteus;Mycobacterium smegmatis;Nicotiana tabacum;Oryza sativa;Persea americana;Phaeospirillum molischianum;Phaseolus vulgaris;Pisum sativum;Rhodobacter capsulatus;Rhodobacter sphaeroides;Rhodocyclus tenuis;Rhodomicrobium vannielii;Rhodopseudomonas palustris;Rhodospirillum rubrum;Rubrivivax gelatinosus;Serratia liquefaciens;Shigella dysenteriae;Solanum lycopersicum;Triticum aestivum;Vigna radiata var. radiata;Nitrosomonas europaea,-0.00266229469015
act:2.7.7.27:87,act,"('2.7.7.27', '87')",2.7.7.27,87,D-fructose 6-phosphate,50,0.332032063282,Bacteria:31;Plantae:19,http://www.brenda-enzymes.org/enzyme.php?ecno=2.7.7.27#ACTIVATING%20COMPOUND,0.341635862649,Bacteria:447;Plantae:337,"488901;488901,643144;643116;643117,643118;643119,643120;643122;643130,643144;643131;643131,643141,643144;643131,643144;643135;643141,643144;643144;663026",14,Aeromonas hydrophila;Edwardsiella tarda;Hafnia alvei;Klebsiella pneumoniae;Solanum tuberosum;Spinacia oleracea;Zea mays;Chlamydomonas reinhardtii;Blastochloris viridis;Phaeospirillum fulvum;Rhodoblastus acidophilus;Rhodopila globiformis;Serratia liquefaciens;Serratia marcescens;Aeromonas caviae;Allochromatium vinosum;Arachis hypogaea;Arthrobacter viscosus;Beta vulgaris;Chlorella pyrenoidosa;Chlorella vulgaris;Chlorobaculum thiosulfatiphilum;Citrobacter freundii;Clostridium pasteurianum;Daucus carota;Enterobacter aerogenes;Enterobacter cloacae;Escherichia coli;Hordeum vulgare;Lactuca sativa;Micrococcus luteus;Mycobacterium smegmatis;Nicotiana tabacum;Oryza sativa;Persea americana;Phaeospirillum molischianum;Phaseolus vulgaris;Pisum sativum;Rhodobacter capsulatus;Rhodobacter sphaeroides;Rhodocyclus tenuis;Rhodomicrobium vannielii;Rhodopseudomonas palustris;Rhodospirillum rubrum;Rubrivivax gelatinosus;Shigella dysenteriae;Solanum lycopersicum;Triticum aestivum;Vigna radiata var. radiata;Rhodocyclus purpureus,-0.00960379936699
act:3.1.3.11:21,act,"('3.1.3.11', '21')",3.1.3.11,21,EDTA,10,0.267272850848,Animalia:7;Bacteria:2;Plantae:1,http://www.brenda-enzymes.org/enzyme.php?ecno=3.1.3.11#ACTIVATING%20COMPOUND,0.234159393194,Animalia:50;Plantae:22;Bacteria:16;Archaea:3;Fungi:2,"170721;170734;170738;170748;170753;170756;170762,170765;170767;170790;170797",10,Bos taurus;Rhodopseudomonas palustris;Rattus norvegicus;Rhodococcus opacus;Mus musculus;Gallus gallus;Oryctolagus cuniculus;Meleagris gallopavo;Homo sapiens;Spinacia oleracea,0.0331134576542
act:3.5.4.12:179,act,"('3.5.4.12', '179')",3.5.4.12,179,dCTP,11,0.311589965953,Animalia:5;Bacteria:5;Fungi:1,http://www.brenda-enzymes.org/enzyme.php?ecno=3.5.4.12#ACTIVATING%20COMPOUND,0.248398862653,Animalia:25;Bacteria:13;Fungi:1,"209853;288997,289009;288998;288999;289000;289005;289007;289011;289020;688405",10,Mycoplasma mycoides;Equus asinus;Homo sapiens;Saccharomyces cerevisiae;Bacillus subtilis;Cricetinae;Gallus gallus;Lactobacillus acidophilus;Staphylococcus aureus;Rattus norvegicus;Streptococcus mutans,0.0631911033002
act:3.5.4.6:4,act,"('3.5.4.6', '4')",3.5.4.6,4,ATP,10,0.250201211769,Animalia:8;Fungi:2,http://www.brenda-enzymes.org/enzyme.php?ecno=3.5.4.6#ACTIVATING%20COMPOUND,0.274437192242,Animalia:32;Fungi:10,"209676,209698,209702,209704;209697;209700;209701;209703,209705;209706;209711;667030;686221;698016",10,Saccharomyces cerevisiae;Candida albicans;Rattus norvegicus;Homo sapiens;Oncorhynchus mykiss;Scyliorhinus canicula;Sus scrofa;Gallus gallus;Cyprinus carpio;Carassius auratus,-0.0242359804734
act:3.6.4.1:796,act,"('3.6.4.1', '796')",3.6.4.1,796,actin,16,0.116895829353,Animalia:15;Protozoa:1,http://www.brenda-enzymes.org/enzyme.php?ecno=3.6.4.1#ACTIVATING%20COMPOUND,0.0552265233363,Animalia:42;Protozoa:1,"246975;246976,246979,246984,246985,246989,246996,689744;246977,246980,246982,246988,246998,247002;246980;246982;246986,246987,246993,246994,246996,247001,247003;246990;246991;246992,246999;246995;246996;247000;247005;685136",14,Oryctolagus cuniculus;Oncorhynchus mykiss;Trachemys scripta;Homo sapiens;Mus musculus;Meleagris gallopavo;Lethocerus griseus;Caenorhabditis elegans;Sus scrofa;Acanthamoeba castellanii;Cavia porcellus;Rattus norvegicus;Bos taurus;Canis lupus familiaris;Mammalia;Gallus gallus,0.0616693060169
act:4.1.1.31:340,act,"('4.1.1.31', '340')",4.1.1.31,340,glucose 6-phosphate,13,0.135594686521,Plantae:12;Archaea:1,http://www.brenda-enzymes.org/enzyme.php?ecno=4.1.1.31#ACTIVATING%20COMPOUND,0.218202281384,Plantae:53;Bacteria:16;Archaea:2,4294;4300;4301;4305;4308;4315;4318;4320;4323;4326;4338;655409;663146,13,Zea mays;Commelina communis;Cicer arietinum;Amaranthus viridis;Embryophyta;Methanothermus sociabilis;Glycine max;Vicia faba;Amaranthus hypochondriacus;Persea americana;Flaveria trinervia;Brassica napus;Ricinus communis,-0.0826075948627
act:4.6.1.1:569,act,"('4.6.1.1', '569')",4.6.1.1,569,forskolin,18,0.264853099529,Animalia:14;Plantae:4,http://www.brenda-enzymes.org/enzyme.php?ecno=4.6.1.1#ACTIVATING%20COMPOUND,0.165731707599,Animalia:175;Bacteria:21;Plantae:13;Fungi:10;Protozoa:7,"34761,34762,34801,34825;34772,34796;34773,34822,34824;34788;34800,34807,34808,34809,34820;34804;34807,34820;34817;34818;663747;677968;681532;681603;693876;714797",15,Oryctolagus cuniculus;Mammalia;Drosophila melanogaster;Carassius auratus;Canis lupus familiaris;Mus musculus;Rattus norvegicus;Homo sapiens;Bos taurus;Mytilus galloprovincialis;Strongylocentrotus purpuratus;Apis mellifera;Cavia porcellus;Bryum argenteum;Medicago sativa;Nicotiana tabacum;Solanum tuberosum;Rhinella arenarum,0.0991213919302
act:4.6.1.2:277,act,"('4.6.1.2', '277')",4.6.1.2,277,NO,19,0.220192962551,Animalia:15;Bacteria:2;Plantae:2,http://www.brenda-enzymes.org/enzyme.php?ecno=4.6.1.2#ACTIVATING%20COMPOUND,0.0562376132966,Animalia:238;Plantae:6;Bacteria:3;Protozoa:2,"34855;34856;34857,34869,34874,34876;678971,691656;679399;680673;681233;691178;691519;691656;691656,693819;691727;691841;692454;693096;693831",16,Homo sapiens;Rattus norvegicus;Bos taurus;Clostridium botulinum;Legionella pneumophila;Caenorhabditis elegans;Drosophila melanogaster;Cavia porcellus;Chlamydomonas reinhardtii;Canis lupus familiaris;Mus musculus;Ovis aries;Sus scrofa;Mustela putorius furo;Cricetinae;Didelphis albiventris;Manduca sexta;Oryctolagus cuniculus;Ipomoea nil,0.163955349254
act:6.4.1.1:29,act,"('6.4.1.1', '29')",6.4.1.1,29,acetyl-CoA,16,0.288246698843,Bacteria:9;Animalia:6;Fungi:1,http://www.brenda-enzymes.org/enzyme.php?ecno=6.4.1.1#ACTIVATING%20COMPOUND,0.316442577974,Bacteria:23;Animalia:14;Fungi:5,"1760;1769,1770,1774;1771;1772;1778;1787;1792;649546;649667;650301;661386;663285;690828;694325;713960",15,Starkeya novella;Arthrobacter globiformis;Pseudomonas fluorescens;Rattus norvegicus;Geobacillus stearothermophilus;Gallus gallus;Saccharomyces cerevisiae;Homo sapiens;Mammalia;Mycobacterium smegmatis;Lactococcus lactis;Geobacillus thermodenitrificans;Bos taurus;Mus musculus;Staphylococcus aureus;Rhizobium etli,-0.0281958791316
