,EC_number,Compound,Organism_inh,Organism_act
4999,1.10.3.11,CCCP,0.0,1.0
5000,1.10.3.11,GMP,0.0,2.0
5001,1.10.3.11,Glyoxylate,0.0,1.0
5002,1.10.3.11,Hydroxypyruvate,0.0,1.0
5003,1.10.3.11,Oxaloacetate,0.0,1.0
5004,1.10.3.11,Pyruvate,0.0,11.0
5005,1.10.3.11,Succinate,0.0,1.0
5006,1.10.3.2,2-Chlorophenol,0.0,1.0
5007,1.10.3.2,4-Chlorophenol,0.0,1.0
5008,1.10.3.2,Copper sulfate,0.0,1.0
5009,1.10.3.2,EDTA,0.0,2.0
5010,1.10.3.2,Fe2+,0.0,1.0
5011,1.10.3.2,Oxalate,0.0,1.0
5012,1.10.3.2,SDS,0.0,2.0
5013,1.10.3.3,"1,10-Phenanthroline",0.0,1.0
5014,1.10.3.3,Ascorbate,0.0,1.0
5015,1.10.3.3,Cadmium,0.0,1.0
5016,1.10.3.3,Ethanol,0.0,1.0
5017,1.10.3.3,p-Chloromercuribenzoate,0.0,1.0
5018,1.10.3.6,FAD,0.0,1.0
5019,1.11.1.1,4-Coumarate,0.0,2.0
5020,1.11.1.1,Acetate,0.0,1.0
5021,1.11.1.1,Benzoate,0.0,1.0
5022,1.11.1.1,Ferulate,0.0,1.0
5023,1.11.1.1,Vanillate,0.0,1.0
5024,1.11.1.10,Ascorbate,0.0,1.0
5025,1.11.1.10,Caffeate,0.0,1.0
5026,1.11.1.10,Cetyltrimethylammonium bromide,0.0,1.0
5027,1.11.1.10,Ferulate,0.0,1.0
5028,1.11.1.11,Nitric oxide,0.0,1.0
5029,1.11.1.11,Phenanthrene,0.0,1.0
5030,1.11.1.11,Zinc cation,0.0,1.0
5031,1.11.1.12,Deoxycholic acid,0.0,1.0
5032,1.11.1.12,Estradiol-17beta,0.0,1.0
5033,1.11.1.12,Sodium chloride,0.0,1.0
5034,1.11.1.13,"(R,R)-Tartaric acid",0.0,6.0
5035,1.11.1.13,(S)-Malate,0.0,4.0
5036,1.11.1.13,"1,10-Phenanthroline",0.0,1.0
5037,1.11.1.13,Copper,0.0,1.0
5038,1.11.1.13,D-Gluconic acid,0.0,1.0
5039,1.11.1.13,Diphosphate,0.0,3.0
5040,1.11.1.13,Glutathione,0.0,1.0
5041,1.11.1.13,Glycolate,0.0,1.0
5042,1.11.1.13,Lactate,0.0,4.0
5043,1.11.1.13,Maleic acid,0.0,1.0
5044,1.11.1.13,Malonate,0.0,7.0
5045,1.11.1.13,Methylmalonate,0.0,1.0
5046,1.11.1.13,Nitrilotriacetic acid,0.0,1.0
5047,1.11.1.13,Orthophosphate,0.0,1.0
5048,1.11.1.13,Oxalate,0.0,8.0
5049,1.11.1.13,Oxaloacetate,0.0,1.0
5050,1.11.1.13,Phenylacetic acid,0.0,1.0
5051,1.11.1.13,Succinate,0.0,2.0
5052,1.11.1.15,Cadmium,0.0,1.0
5053,1.11.1.15,Sodium cation,0.0,1.0
5054,1.11.1.21,Amitrole,0.0,1.0
5055,1.11.1.21,Sodium chloride,0.0,3.0
5056,1.11.1.5,SDS,0.0,1.0
5057,1.11.1.6,Bensulfuron-methyl,0.0,2.0
5058,1.11.1.6,Calcium cation,0.0,1.0
5059,1.11.1.6,Chloramphenicol,0.0,1.0
5060,1.11.1.6,Fe2+,0.0,1.0
5061,1.11.1.6,Heme,0.0,1.0
5062,1.11.1.6,Ibuprofen,0.0,1.0
5063,1.11.1.6,Imidazole,0.0,2.0
5064,1.11.1.6,Magnesium cation,0.0,1.0
5065,1.11.1.6,NADPH,0.0,1.0
5066,1.11.1.6,Quinclorac,0.0,2.0
5067,1.11.1.6,Retinal,0.0,1.0
5068,1.11.1.6,Retinoate,0.0,1.0
5069,1.11.1.6,Retinol,0.0,1.0
5070,1.11.1.6,Sodium chloride,0.0,1.0
5071,1.11.1.7,4-Coumarate,0.0,1.0
5072,1.11.1.7,Acetylcysteine,0.0,1.0
5073,1.11.1.7,Ammonia,0.0,1.0
5074,1.11.1.7,Calcium cation,0.0,1.0
5075,1.11.1.7,Calcium chloride anhydrous,0.0,1.0
5076,1.11.1.7,D-Glucose,0.0,2.0
5077,1.11.1.7,Melamine,0.0,1.0
5078,1.11.1.7,Penicillamine,0.0,1.0
5079,1.11.1.7,Potassium dichromate,0.0,1.0
5080,1.11.1.8,"2,4-Dihydroxybenzophenone",0.0,1.0
5081,1.11.1.9,Etoposide,0.0,1.0
5082,1.11.1.9,Genistein,0.0,1.0
5083,1.11.2.2,Acetylcysteine,0.0,1.0
5084,1.11.2.2,Ascorbate,0.0,2.0
5085,1.11.2.2,Betanin,0.0,1.0
5086,1.11.2.2,Ferrocyanide,0.0,1.0
5087,1.11.2.2,Glutathione,0.0,1.0
5088,1.11.2.2,Hydrochloric acid,0.0,1.0
5089,1.11.2.2,Indicaxanthin,0.0,1.0
5090,1.11.2.2,Penicillamine,0.0,1.0
5091,1.11.2.2,Serotonin,0.0,1.0
5092,1.11.2.2,Sodium chloride,0.0,1.0
5093,1.12.1.2,Ammonia,0.0,1.0
5094,1.12.1.2,FMN,0.0,3.0
5095,1.12.1.2,Glutathione,0.0,1.0
5096,1.12.1.2,NADPH,0.0,1.0
5097,1.12.1.2,Orthophosphate,0.0,1.0
5098,1.12.1.2,Sulfate,0.0,1.0
5099,1.12.7.2,Magnesium chloride,0.0,1.0
5100,1.12.7.2,Sodium chloride,0.0,1.0
5101,1.12.98.1,FAD,0.0,2.0
5102,1.12.98.1,Reactive blue 2,0.0,1.0
5103,1.12.98.4,8-Hydroxyquinoline,0.0,1.0
5104,1.12.98.4,Cysteamine,0.0,1.0
5105,1.12.98.4,EDTA,0.0,1.0
5106,1.12.98.4,Glutathione,0.0,2.0
5107,1.12.98.4,NADPH,0.0,1.0
5108,1.12.99.6,S-Adenosyl-L-methionine,0.0,1.0
5109,1.13.11.1,Fe2+,0.0,2.0
5110,1.13.11.1,Fe3+,0.0,1.0
5111,1.13.11.11,Ascorbate,0.0,5.0
5112,1.13.11.11,Glutathione,0.0,1.0
5113,1.13.11.18,"1,10-Phenanthroline",0.0,1.0
5114,1.13.11.18,Glutathione,0.0,1.0
5115,1.13.11.19,Hydroxylamine,0.0,2.0
5116,1.13.11.19,Mercaptoethanol,0.0,1.0
5117,1.13.11.2,8-Hydroxyquinoline,0.0,1.0
5118,1.13.11.2,Ascorbate,0.0,1.0
5119,1.13.11.2,EDTA,0.0,1.0
5120,1.13.11.20,8-Hydroxyquinoline,0.0,1.0
5121,1.13.11.20,Acetylcysteine,0.0,2.0
5122,1.13.11.20,Cortisol,0.0,1.0
5123,1.13.11.20,Diethyldithiocarbamic acid,0.0,1.0
5124,1.13.11.20,Fe2+,0.0,1.0
5125,1.13.11.20,Hydroxylamine,0.0,1.0
5126,1.13.11.20,NADH,0.0,1.0
5127,1.13.11.20,NADPH,0.0,2.0
5128,1.13.11.20,S-Carboxymethyl-L-cysteine,0.0,1.0
5129,1.13.11.24,EDTA,0.0,1.0
5130,1.13.11.27,"1,4-Dioxane",0.0,1.0
5131,1.13.11.27,1-Butanol,0.0,1.0
5132,1.13.11.27,Ascorbate,0.0,3.0
5133,1.13.11.27,Cyclohexanol,0.0,1.0
5134,1.13.11.27,Ethanol,0.0,1.0
5135,1.13.11.27,Ether,0.0,1.0
5136,1.13.11.27,Glutathione,0.0,1.0
5137,1.13.11.27,Methanol,0.0,1.0
5138,1.13.11.27,Propane-1-ol,0.0,1.0
5139,1.13.11.3,Sodium sulfate,0.0,1.0
5140,1.13.11.31,1-Naphthol,0.0,1.0
5141,1.13.11.31,2-Arachidonoylglycerol,0.0,1.0
5142,1.13.11.31,ATP,0.0,1.0
5143,1.13.11.33,12(S)-HPETE,0.0,1.0
5144,1.13.11.33,15(S)-HPETE,0.0,1.0
5145,1.13.11.33,Aspirin,0.0,1.0
5146,1.13.11.33,Mannitol,0.0,1.0
5147,1.13.11.34,"3',5'-Cyclic AMP",0.0,1.0
5148,1.13.11.34,ADP,0.0,3.0
5149,1.13.11.34,AMP,0.0,3.0
5150,1.13.11.34,ATP,0.0,13.0
5151,1.13.11.34,Adenosine,0.0,3.0
5152,1.13.11.34,Adenosine 5-O-(3-thiodiphophate),0.0,2.0
5153,1.13.11.34,Adenosine 5-O-(3-thiotriphophate),0.0,1.0
5154,1.13.11.34,Calcitriol,0.0,1.0
5155,1.13.11.34,GTP,0.0,1.0
5156,1.13.11.34,GTP-gamma-S,0.0,1.0
5157,1.13.11.34,Nicotine,0.0,1.0
5158,1.13.11.34,UTP,0.0,1.0
5159,1.13.11.36,Ascorbate,0.0,1.0
5160,1.13.11.4,Ascorbate,0.0,2.0
5161,1.13.11.4,Fe2+,0.0,5.0
5162,1.13.11.4,Glycerol,0.0,2.0
5163,1.13.11.4,Mercaptoethanol,0.0,2.0
5164,1.13.11.40,EDTA,0.0,1.0
5165,1.13.11.41,Mercaptoethanol,0.0,1.0
5166,1.13.11.43,Methanol,0.0,1.0
5167,1.13.11.5,4-Hydroxy-3-methoxy-benzaldehyde,0.0,1.0
5168,1.13.11.5,Ascorbate,0.0,4.0
5169,1.13.11.5,Glutathione,0.0,3.0
5170,1.13.11.51,Abscisate,0.0,3.0
5171,1.13.11.52,Ascorbate,0.0,2.0
5172,1.13.11.52,Cortisone,0.0,1.0
5173,1.13.11.52,Diethyldithiocarbamic acid,0.0,1.0
5174,1.13.11.52,Indole-3-ethanol,0.0,2.0
5175,1.13.11.52,Inosine,0.0,1.0
5176,1.13.11.52,Paraquat,0.0,1.0
5177,1.13.11.53,Ethylene,0.0,1.0
5178,1.13.11.55,EDTA,0.0,2.0
5179,1.13.11.55,Glutathione,0.0,3.0
5180,1.13.11.60,3-((3-Cholamidopropyl)dimethylammonium)-1-propanesulfonate,0.0,1.0
5181,1.13.11.67,Glutathione,0.0,2.0
5182,1.13.11.68,Methanol,0.0,1.0
5183,1.13.11.71,Methanol,0.0,1.0
5184,1.13.11.9,Glutathione,0.0,1.0
5185,1.13.12.16,"1,10-Phenanthroline",0.0,1.0
5186,1.13.12.19,D-Arginine,0.0,1.0
5187,1.13.12.19,L-Arginine,0.0,1.0
5188,1.13.12.2,L-Ornithine,0.0,1.0
5189,1.13.12.2,N6-Methyl-L-lysine,0.0,1.0
5190,1.13.12.2,Sodium chloride,0.0,1.0
5191,1.13.12.2,p-Chloromercuribenzoate,0.0,1.0
5192,1.13.12.4,EDTA,0.0,1.0
5193,1.13.12.5,ATP,0.0,1.0
5194,1.13.12.5,Calcium chloride anhydrous,0.0,1.0
5195,1.13.12.5,Histamine,0.0,1.0
5196,1.13.12.5,Oplophorus luciferin,0.0,1.0
5197,1.13.12.7,AMP,0.0,2.0
5198,1.13.12.7,ATP,0.0,3.0
5199,1.13.12.7,CoA,0.0,2.0
5200,1.13.12.7,Diphosphate,0.0,1.0
5201,1.13.12.7,Photinus luciferin,0.0,1.0
5202,1.13.12.7,Triphosphate,0.0,1.0
5203,1.13.99.1,Quinolinate,0.0,2.0
5204,1.13.99.1,gamma-L-Glutamyl-L-cysteine,0.0,1.0
5205,1.14.11.1,Ammonia,0.0,1.0
5206,1.14.11.1,NADPH,0.0,1.0
5207,1.14.11.1,Nicotinamide,0.0,1.0
5208,1.14.11.1,Potassium cation,0.0,1.0
5209,1.14.11.1,Rubidium cation,0.0,1.0
5210,1.14.11.11,Ascorbate,0.0,10.0
5211,1.14.11.11,Dehydroascorbate,0.0,1.0
5212,1.14.11.13,2-Oxoglutarate,0.0,1.0
5213,1.14.11.13,Ascorbate,0.0,1.0
5214,1.14.11.13,Estradiol-17beta,0.0,1.0
5215,1.14.11.13,Gibberellin A3,0.0,1.0
5216,1.14.11.14,Ascorbate,0.0,1.0
5217,1.14.11.15,Ascorbate,0.0,3.0
5218,1.14.11.16,Ascorbate,0.0,1.0
5219,1.14.11.17,2-Oxoglutarate,0.0,1.0
5220,1.14.11.17,Ascorbate,0.0,2.0
5221,1.14.11.18,ATP,0.0,1.0
5222,1.14.11.18,Ascorbate,0.0,2.0
5223,1.14.11.18,GTP,0.0,1.0
5224,1.14.11.18,Imidazole,0.0,1.0
5225,1.14.11.19,2-Oxoglutarate,0.0,3.0
5226,1.14.11.19,Ascorbate,0.0,2.0
5227,1.14.11.2,"1,10-Phenanthroline",0.0,1.0
5228,1.14.11.2,8-Hydroxyquinoline,0.0,1.0
5229,1.14.11.2,EDTA,0.0,3.0
5230,1.14.11.2,Lactate,0.0,1.0
5231,1.14.11.2,Nitrilotriacetic acid,0.0,1.0
5232,1.14.11.2,Thymol,0.0,2.0
5233,1.14.11.20,Ascorbate,0.0,2.0
5234,1.14.11.22,2-Oxoglutarate,0.0,1.0
5235,1.14.11.22,Ascorbate,0.0,1.0
5236,1.14.11.23,2-Oxoglutarate,0.0,1.0
5237,1.14.11.23,Ascorbate,0.0,2.0
5238,1.14.11.23,D-Sorbitol,0.0,2.0
5239,1.14.11.23,Quinolinate,0.0,2.0
5240,1.14.11.26,Ammonium chloride,0.0,1.0
5241,1.14.11.26,Ascorbate,0.0,2.0
5242,1.14.11.26,Glutathione,0.0,1.0
5243,1.14.11.27,Ascorbate,0.0,4.0
5244,1.14.11.28,Ascorbate,0.0,1.0
5245,1.14.11.29,Ascorbate,0.0,5.0
5246,1.14.11.3,Ascorbate,0.0,7.0
5247,1.14.11.30,Ascorbate,0.0,3.0
5248,1.14.11.32,Ascorbate,0.0,1.0
5249,1.14.11.34,D-Arginine,0.0,1.0
5250,1.14.11.34,L-Arginine,0.0,1.0
5251,1.14.11.37,2-Oxoglutarate,0.0,1.0
5252,1.14.11.38,Ascorbate,0.0,2.0
5253,1.14.11.4,Ascorbate,0.0,2.0
5254,1.14.11.4,Mercaptoethanol,0.0,1.0
5255,1.14.11.43,Ascorbate,0.0,1.0
5256,1.14.11.44,Ascorbate,0.0,1.0
5257,1.14.11.45,Ascorbate,0.0,1.0
5258,1.14.11.46,Ascorbate,0.0,1.0
5259,1.14.11.6,ADP,0.0,1.0
5260,1.14.11.6,ATP,0.0,2.0
5261,1.14.11.6,Ascorbate,0.0,4.0
5262,1.14.11.6,GTP,0.0,1.0
5263,1.14.11.6,UTP,0.0,1.0
5264,1.14.11.6,"beta,gamma-Methylene ATP",0.0,1.0
5265,1.14.11.7,Ascorbate,0.0,1.0
5266,1.14.11.8,2-Oxoglutarate,0.0,2.0
5267,1.14.11.8,Ascorbate,0.0,1.0
5268,1.14.11.8,Fe2+,0.0,2.0
5269,1.14.11.9,Ascorbate,0.0,3.0
5270,1.14.11.9,Quinolinate,0.0,2.0
5271,1.14.11.B1,Ascorbate,0.0,7.0
5272,1.14.11.B1,Glycerol,0.0,1.0
5273,1.14.11.B1,Tetrahydrofolate,0.0,1.0
5274,1.14.11.B16,2-Oxoglutarate,0.0,4.0
5275,1.14.11.B16,Ascorbate,0.0,4.0
5276,1.14.11.B2,Ascorbate,0.0,1.0
5277,1.14.11.B2,Tetrahydrofolate,0.0,1.0
5278,1.14.11.B3,Ascorbate,0.0,2.0
5279,1.14.12.12,Ferricyanide,0.0,1.0
5280,1.14.12.17,Ascorbate,0.0,1.0
5281,1.14.12.17,Heme,0.0,1.0
5282,1.14.12.19,Cinnamic acid,0.0,1.0
5283,1.14.13.10,CO,0.0,1.0
5284,1.14.13.10,EDTA,0.0,1.0
5285,1.14.13.100,Diethylstilbestrol,0.0,1.0
5286,1.14.13.101,Metyrapone,0.0,1.0
5287,1.14.13.101,Octylamine,0.0,1.0
5288,1.14.13.102,NADH,0.0,1.0
5289,1.14.13.11,Ascorbate,0.0,1.0
5290,1.14.13.11,Glutathione,0.0,1.0
5291,1.14.13.11,Mercaptoethanol,0.0,1.0
5292,1.14.13.111,FAD,0.0,1.0
5293,1.14.13.119,Dimethyl sulfoxide,0.0,1.0
5294,1.14.13.12,Ascorbate,0.0,2.0
5295,1.14.13.12,Mercaptoethanol,0.0,1.0
5296,1.14.13.124,Glutathione,0.0,1.0
5297,1.14.13.126,Calcitriol,0.0,2.0
5298,1.14.13.129,3-((3-Cholamidopropyl)dimethylammonium)-1-propanesulfonate,0.0,1.0
5299,1.14.13.129,Deoxycholic acid,0.0,1.0
5300,1.14.13.13,Hydrogen cyanide,0.0,1.0
5301,1.14.13.13,Malate,0.0,3.0
5302,1.14.13.13,Succinate,0.0,3.0
5303,1.14.13.132,2-Heptyl-4-hydroxyquinoline-N-oxide,0.0,1.0
5304,1.14.13.14,D-Glucose 6-phosphate,0.0,1.0
5305,1.14.13.140,EDTA,0.0,1.0
5306,1.14.13.148,Chlorpromazine,0.0,1.0
5307,1.14.13.148,Imipramine,0.0,1.0
5308,1.14.13.153,FAD,0.0,1.0
5309,1.14.13.153,FMN,0.0,1.0
5310,1.14.13.157,Dexamethasone,0.0,1.0
5311,1.14.13.157,Phenobarbital,0.0,1.0
5312,1.14.13.157,Pregnenolone carbonitrile,0.0,1.0
5313,1.14.13.159,Sodium chloride,0.0,1.0
5314,1.14.13.161,FAD,0.0,1.0
5315,1.14.13.161,FMN,0.0,1.0
5316,1.14.13.184,Phenobarbital,0.0,1.0
5317,1.14.13.195,L-Arginine,0.0,1.0
5318,1.14.13.195,L-Lysine,0.0,1.0
5319,1.14.13.195,L-Ornithine,0.0,1.0
5320,1.14.13.2,EDTA,0.0,1.0
5321,1.14.13.21,N-Ethylmaleimide,0.0,1.0
5322,1.14.13.24,"2,5-Dihydroxybenzoate",0.0,1.0
5323,1.14.13.24,3-Hydroxybenzoate,0.0,1.0
5324,1.14.13.30,Benzene,0.0,1.0
5325,1.14.13.30,Phenol,0.0,1.0
5326,1.14.13.30,Retinoate,0.0,2.0
5327,1.14.13.35,3-Hydroxyanthranilate,0.0,1.0
5328,1.14.13.35,Anthranilate,0.0,1.0
5329,1.14.13.35,Formylanthranilate,0.0,1.0
5330,1.14.13.35,Indole,0.0,1.0
5331,1.14.13.35,Salicylate,0.0,2.0
5332,1.14.13.39,Aspirin,0.0,1.0
5333,1.14.13.39,L-Arginine,0.0,1.0
5334,1.14.13.39,Tetrahydrobiopterin,0.0,3.0
5335,1.14.13.41,Glutathione,0.0,1.0
5336,1.14.13.47,FAD,0.0,1.0
5337,1.14.13.47,FMN,0.0,1.0
5338,1.14.13.49,FAD,0.0,1.0
5339,1.14.13.49,FMN,0.0,1.0
5340,1.14.13.50,EDTA,0.0,1.0
5341,1.14.13.52,NADH,0.0,1.0
5342,1.14.13.53,NADH,0.0,2.0
5343,1.14.13.59,L-Ornithine,0.0,1.0
5344,1.14.13.6,3-Cresol,0.0,2.0
5345,1.14.13.62,Ethanol,0.0,1.0
5346,1.14.13.67,Diazepam,0.0,2.0
5347,1.14.13.70,Lanosterol,0.0,1.0
5348,1.14.13.8,Cholic acid,0.0,2.0
5349,1.14.13.8,Octylamine,0.0,9.0
5350,1.14.13.81,ATP,0.0,1.0
5351,1.14.13.81,Ascorbate,0.0,2.0
5352,1.14.13.81,S-Adenosyl-L-methionine,0.0,2.0
5353,1.14.13.82,Tetrahydrofolate,0.0,1.0
5354,1.14.13.84,n-Hexane,0.0,1.0
5355,1.14.13.85,NADH,0.0,1.0
5356,1.14.13.88,Mercaptoethanol,0.0,1.0
5357,1.14.13.9,Thiocyanate,0.0,1.0
5358,1.14.13.92,n-Hexane,0.0,1.0
5359,1.14.13.93,Abscisate,0.0,2.0
5360,1.14.13.93,NADH,0.0,1.0
5361,1.14.14.1,Amphetamine,0.0,1.0
5362,1.14.14.1,Anastrozole,0.0,1.0
5363,1.14.14.1,Cadmium,0.0,2.0
5364,1.14.14.1,Dimethyl sulfoxide,0.0,1.0
5365,1.14.14.1,FADH2,0.0,1.0
5366,1.14.14.1,FMN,0.0,1.0
5367,1.14.14.1,Mescaline,0.0,1.0
5368,1.14.14.1,Methanol,0.0,1.0
5369,1.14.14.1,Octylamine,0.0,1.0
5370,1.14.14.1,Phenethylamine,0.0,1.0
5371,1.14.14.1,Phenobarbital,0.0,1.0
5372,1.14.14.10,FMN,0.0,1.0
5373,1.14.14.3,Ammonia,0.0,1.0
5374,1.14.14.3,Ethanolamine,0.0,1.0
5375,1.14.14.3,Ethylamine,0.0,1.0
5376,1.14.14.3,Imidazole,0.0,1.0
5377,1.14.14.3,Methanol,0.0,1.0
5378,1.14.14.3,Methylamine,0.0,1.0
5379,1.14.14.9,4-Hydroxyphenylacetate,0.0,1.0
5380,1.14.15.1,"1,4-Bis(2-ethylhexyl) sulfosuccinate",0.0,1.0
5381,1.14.15.1,Glycerol,0.0,1.0
5382,1.14.15.1,Methanol,0.0,1.0
5383,1.14.15.3,1-Butanol,0.0,1.0
5384,1.14.15.3,Butanal,0.0,1.0
5385,1.14.15.4,2-Oxoglutarate,0.0,1.0
5386,1.14.15.4,Fumarate,0.0,1.0
5387,1.14.15.4,Malate,0.0,1.0
5388,1.14.15.4,NADPH,0.0,1.0
5389,1.14.15.6,Glycerol,0.0,1.0
5390,1.14.15.6,Octadecanoic acid,0.0,1.0
5391,1.14.15.8,Heme,0.0,1.0
5392,1.14.16.1,4-Hydroxyphenylacetate,0.0,1.0
5393,1.14.16.1,Glycerol,0.0,1.0
5394,1.14.16.1,N-Ethylmaleimide,0.0,1.0
5395,1.14.16.1,Tetrahydrobiopterin,0.0,1.0
5396,1.14.16.2,20-Hydroxyecdysone,0.0,2.0
5397,1.14.16.2,"3',5'-Cyclic AMP",0.0,1.0
5398,1.14.16.2,"7,12-Dimethylbenz[a]anthracene",0.0,1.0
5399,1.14.16.2,Estradiol-17beta,0.0,2.0
5400,1.14.16.2,IBMX,0.0,1.0
5401,1.14.16.2,Juvenile hormone III,0.0,2.0
5402,1.14.16.2,Retinol,0.0,1.0
5403,1.14.16.2,SDS,0.0,1.0
5404,1.14.16.2,Theophylline,0.0,1.0
5405,1.14.16.3,NADH,0.0,1.0
5406,1.14.16.3,NADPH,0.0,1.0
5407,1.14.16.4,Acetylcysteine,0.0,1.0
5408,1.14.16.4,Calcium chloride anhydrous,0.0,1.0
5409,1.14.16.4,Cysteamine,0.0,1.0
5410,1.14.16.4,Glutathione,0.0,1.0
5411,1.14.16.4,Mercaptoethanol,0.0,2.0
5412,1.14.16.5,Ammonium chloride,0.0,1.0
5413,1.14.16.5,Glutathione,0.0,2.0
5414,1.14.16.6,Tetrahydrofolate,0.0,1.0
5415,1.14.16.6,Tetrahydropteridine,0.0,1.0
5416,1.14.17.1,"3',5'-Cyclic AMP",0.0,1.0
5417,1.14.17.1,Acetate,0.0,2.0
5418,1.14.17.1,Dehydroascorbate,0.0,1.0
5419,1.14.17.1,Ferricyanide,0.0,1.0
5420,1.14.17.1,Fumarate,0.0,2.0
5421,1.14.17.1,Hydrochloric acid,0.0,1.0
5422,1.14.17.1,Orthophosphate,0.0,1.0
5423,1.14.17.3,Acetate,0.0,1.0
5424,1.14.17.3,Dexamethasone,0.0,1.0
5425,1.14.17.3,Hydrochloric acid,0.0,1.0
5426,1.14.17.3,Hydroiodic acid,0.0,1.0
5427,1.14.17.4,Ascorbate,0.0,10.0
5428,1.14.17.4,CO2,0.0,17.0
5429,1.14.17.4,Carbonic acid,0.0,3.0
5430,1.14.17.4,Ethylene,0.0,3.0
5431,1.14.17.4,Hydrogen cyanide,0.0,1.0
5432,1.14.17.4,Indole-3-acetate,0.0,1.0
5433,1.14.18.1,3-Hydroxyanthranilate,0.0,1.0
5434,1.14.18.1,Aloe-emodin,0.0,2.0
5435,1.14.18.1,Caffeate,0.0,1.0
5436,1.14.18.1,Calcium chloride anhydrous,0.0,1.0
5437,1.14.18.1,Catechol,0.0,11.0
5438,1.14.18.1,Chlorogenate,0.0,1.0
5439,1.14.18.1,Chrysophanol,0.0,4.0
5440,1.14.18.1,Dimethyl sulfoxide,0.0,2.0
5441,1.14.18.1,Emodin,0.0,4.0
5442,1.14.18.1,Ethanol,0.0,1.0
5443,1.14.18.1,Ferulate,0.0,3.0
5444,1.14.18.1,Gallate,0.0,3.0
5445,1.14.18.1,Methanol,0.0,2.0
5446,1.14.18.1,Orthophosphate,0.0,1.0
5447,1.14.18.1,Propan-2-ol,0.0,1.0
5448,1.14.18.1,SDS,0.0,18.0
5449,1.14.18.1,Xanthotoxin,0.0,1.0
5450,1.14.18.2,Ascorbate,0.0,1.0
5451,1.14.18.2,Glutathione,0.0,1.0
5452,1.14.18.2,Octanoic acid,0.0,1.0
5453,1.14.18.2,SDS,0.0,1.0
5454,1.14.18.3,Fe3+,0.0,1.0
5455,1.14.18.4,EDTA,0.0,1.0
5456,1.14.19.1,"1,10-Phenanthroline",0.0,1.0
5457,1.14.19.1,4-Cresol,0.0,1.0
5458,1.14.19.2,Glutathione,0.0,1.0
5459,1.14.19.22,Abscisate,0.0,1.0
5460,1.14.20.1,Ammonium chloride,0.0,1.0
5461,1.14.20.1,Ascorbate,0.0,5.0
5462,1.14.20.1,Fe2+,0.0,1.0
5463,1.14.20.1,Glutathione,0.0,1.0
5464,1.14.20.3,Ascorbate,0.0,1.0
5465,1.14.99.1,Arachidonate,0.0,2.0
5466,1.14.99.1,Chinese gallotannin,0.0,1.0
5467,1.14.99.1,Dopamine,0.0,2.0
5468,1.14.99.1,Ellagic acid,0.0,1.0
5469,1.14.99.1,Glutathione,0.0,2.0
5470,1.14.99.1,Heme,0.0,1.0
5471,1.14.99.1,Hydroquinone,0.0,3.0
5472,1.14.99.1,Indole,0.0,1.0
5473,1.14.99.1,Melatonin,0.0,2.0
5474,1.14.99.1,Serotonin,0.0,3.0
5475,1.14.99.1,p-Benzoquinone,0.0,1.0
5476,1.14.99.10,EDTA,0.0,1.0
5477,1.14.99.10,Glutathione,0.0,1.0
5478,1.14.99.10,Glutathione disulfide,0.0,1.0
5479,1.14.99.10,Mercaptoethanol,0.0,1.0
5480,1.14.99.14,1-Butanol,0.0,1.0
5481,1.14.99.14,11alpha-Hydroxyprogesterone,0.0,1.0
5482,1.14.99.14,Ethanol,0.0,1.0
5483,1.14.99.14,Hydrogen cyanide,0.0,1.0
5484,1.14.99.14,Methanol,0.0,1.0
5485,1.14.99.14,Phenol,0.0,1.0
5486,1.14.99.14,Progesterone,0.0,1.0
5487,1.14.99.14,Propan-2-ol,0.0,1.0
5488,1.14.99.19,ATP,0.0,2.0
5489,1.14.99.19,Magnesium cation,0.0,1.0
5490,1.14.99.22,20-Hydroxyecdysone,0.0,1.0
5491,1.14.99.22,ATP,0.0,1.0
5492,1.14.99.22,Octopamine,0.0,2.0
5493,1.14.99.24,Dimethyl sulfoxide,0.0,1.0
5494,1.14.99.24,Ethanol,0.0,1.0
5495,1.14.99.24,Methanol,0.0,1.0
5496,1.14.99.24,"N,N-Dimethylformamide",0.0,1.0
5497,1.14.99.3,Ascorbate,0.0,1.0
5498,1.14.99.3,Brazilin,0.0,1.0
5499,1.14.99.3,Heme,0.0,1.0
5500,1.14.99.3,Propanoate,0.0,1.0
5501,1.14.99.3,Sildenafil,0.0,1.0
5502,1.14.99.36,Cetyltrimethylammonium bromide,0.0,1.0
5503,1.14.99.36,Glutathione,0.0,7.0
5504,1.14.99.36,Glycocholate,0.0,1.0
5505,1.14.99.36,Hexadecanoic acid,0.0,1.0
5506,1.14.99.36,Linoleate,0.0,1.0
5507,1.14.99.36,Mercaptoethanol,0.0,3.0
5508,1.14.99.36,SDS,0.0,3.0
5509,1.14.99.37,FAD,0.0,2.0
5510,1.14.99.37,FMN,0.0,2.0
5511,1.14.99.38,25-Hydroxycholesterol,0.0,1.0
5512,1.14.99.38,Di[3-deoxy-D-manno-octulosonyl]-lipid A,0.0,1.0
5513,1.14.99.39,Spermine,0.0,1.0
5514,1.14.99.4,Coumarin,0.0,1.0
5515,1.15.1.1,"1,10-Phenanthroline",0.0,1.0
5516,1.15.1.1,Dihydrotestosterone,0.0,1.0
5517,1.15.1.1,Estradiol-17beta,0.0,1.0
